CHAMP1,CHAMP2,CHAMP1_POSITION,CHAMP2_POSITION,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY,PERCENTDEFEAT,YEAR,SEASON,TEAM
Corki,Braum,AD_CARRY,SUPPORT,4,3,7,0.5714285714285714,0.42857142857142855,2015,Spring,Red
JarvanIV,Syndra,JUNGLER,MID_LANER,3,6,9,0.3333333333333333,0.6666666666666666,2015,Spring,Blue
RekSai,Braum,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2015,Spring,Red
Graves,Nami,AD_CARRY,SUPPORT,2,3,5,0.4,0.6,2015,Spring,Blue
JarvanIV,Ezreal,JUNGLER,MID_LANER,2,6,8,0.25,0.75,2015,Spring,Red
Kennen,RekSai,TOP_LANER,JUNGLER,5,3,8,0.625,0.375,2015,Spring,Blue
Hecarim,Nidalee,TOP_LANER,JUNGLER,0,2,2,0.0,1.0,2015,Spring,Red
Nidalee,Viktor,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Red
Nidalee,Morgana,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Red
Renekton,Vi,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Red
Vi,Ezreal,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Red
JarvanIV,Ezreal,JUNGLER,MID_LANER,8,2,10,0.8,0.2,2015,Spring,Blue
Hecarim,RekSai,TOP_LANER,JUNGLER,5,5,10,0.5,0.5,2015,Spring,Red
RekSai,Kassadin,JUNGLER,MID_LANER,4,4,8,0.5,0.5,2015,Spring,Red
RekSai,Veigar,JUNGLER,SUPPORT,2,0,2,1.0,0.0,2015,Spring,Blue
Graves,Veigar,AD_CARRY,SUPPORT,3,0,3,1.0,0.0,2015,Spring,Blue
Rengar,Ezreal,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2015,Spring,Red
Rengar,Annie,AD_CARRY,SUPPORT,5,3,8,0.625,0.375,2015,Spring,Red
Nidalee,Morgana,JUNGLER,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2015,Spring,Blue
Morgana,LeeSin,TOP_LANER,JUNGLER,3,1,4,0.75,0.25,2015,Spring,Blue
LeeSin,Leona,JUNGLER,SUPPORT,6,4,10,0.6,0.4,2015,Spring,Blue
Irelia,RekSai,TOP_LANER,JUNGLER,0,3,3,0.0,1.0,2015,Spring,Red
Rumble,Nidalee,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2015,Spring,Blue
Nidalee,Ezreal,JUNGLER,MID_LANER,2,3,5,0.4,0.6,2015,Spring,Blue
Nidalee,Braum,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Blue
Tristana,Braum,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2015,Spring,Blue
Morgana,RekSai,TOP_LANER,JUNGLER,2,1,3,0.6666666666666666,0.3333333333333333,2015,Spring,Red
Gragas,RekSai,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Spring,Blue
Sivir,Morgana,AD_CARRY,SUPPORT,8,1,9,0.8888888888888888,0.1111111111111111,2015,Spring,Blue
Maokai,FiddleSticks,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Red
FiddleSticks,Ahri,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Red
FiddleSticks,Annie,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Red
Ezreal,Annie,AD_CARRY,SUPPORT,1,4,5,0.2,0.8,2015,Spring,Red
Kennen,LeeSin,TOP_LANER,JUNGLER,1,4,5,0.2,0.8,2015,Spring,Red
LeeSin,Leona,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2015,Spring,Red
Corki,Leona,AD_CARRY,SUPPORT,5,9,14,0.35714285714285715,0.6428571428571429,2015,Spring,Red
Lissandra,Sejuani,TOP_LANER,JUNGLER,2,1,3,0.6666666666666666,0.3333333333333333,2015,Spring,Blue
Sejuani,Viktor,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Blue
Sejuani,Janna,JUNGLER,SUPPORT,7,9,16,0.4375,0.5625,2015,Spring,Blue
Jinx,Thresh,AD_CARRY,SUPPORT,9,7,16,0.5625,0.4375,2015,Spring,Red
Kennen,JarvanIV,TOP_LANER,JUNGLER,0,3,3,0.0,1.0,2015,Spring,Blue
JarvanIV,Viktor,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2015,Spring,Blue
JarvanIV,Leona,JUNGLER,SUPPORT,5,7,12,0.4166666666666667,0.5833333333333334,2015,Spring,Blue
Corki,Leona,AD_CARRY,SUPPORT,7,8,15,0.4666666666666667,0.5333333333333333,2015,Spring,Blue
Lulu,RekSai,TOP_LANER,JUNGLER,1,4,5,0.2,0.8,2015,Spring,Red
Kennen,LeeSin,TOP_LANER,JUNGLER,2,0,2,1.0,0.0,2015,Spring,Blue
LeeSin,Karthus,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2015,Spring,Blue
Lulu,Vi,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2015,Spring,Red
JarvanIV,Zed,JUNGLER,MID_LANER,8,5,13,0.6153846153846154,0.38461538461538464,2015,Spring,Blue
Rumble,Vi,TOP_LANER,JUNGLER,3,0,3,1.0,0.0,2015,Spring,Red
Sejuani,Kennen,JUNGLER,MID_LANER,5,0,5,1.0,0.0,2015,Spring,Blue
Sejuani,Morgana,JUNGLER,SUPPORT,2,2,4,0.5,0.5,2015,Spring,Blue
JarvanIV,RekSai,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Red
Nidalee,Lissandra,JUNGLER,MID_LANER,2,0,2,1.0,0.0,2015,Spring,Blue
Nidalee,Annie,JUNGLER,SUPPORT,6,2,8,0.75,0.25,2015,Spring,Blue
Gragas,RekSai,TOP_LANER,JUNGLER,1,3,4,0.25,0.75,2015,Spring,Red
RekSai,Orianna,JUNGLER,MID_LANER,2,5,7,0.2857142857142857,0.7142857142857143,2015,Spring,Red
JarvanIV,Lulu,JUNGLER,MID_LANER,8,5,13,0.6153846153846154,0.38461538461538464,2015,Spring,Blue
Jinx,Braum,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2015,Spring,Blue
Vi,Karthus,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Red
Vi,Leona,AD_CARRY,SUPPORT,3,2,5,0.6,0.4,2015,Spring,Red
JarvanIV,Viktor,JUNGLER,MID_LANER,3,1,4,0.75,0.25,2015,Spring,Red
Kennen,Vi,TOP_LANER,JUNGLER,2,0,2,1.0,0.0,2015,Spring,Blue
Irelia,LeeSin,TOP_LANER,JUNGLER,2,4,6,0.3333333333333333,0.6666666666666666,2015,Spring,Red
Irelia,Gragas,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2015,Spring,Blue
Gragas,Chogath,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2015,Spring,Blue
Gragas,Leona,JUNGLER,SUPPORT,1,1,2,0.5,0.5,2015,Spring,Blue
Lucian,Leona,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Blue
Rumble,Nidalee,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Spring,Red
Nidalee,Yasuo,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Red
DrMundo,RekSai,TOP_LANER,JUNGLER,0,4,4,0.0,1.0,2015,Spring,Blue
RekSai,Cassiopeia,JUNGLER,MID_LANER,2,4,6,0.3333333333333333,0.6666666666666666,2015,Spring,Blue
Kalista,Janna,AD_CARRY,SUPPORT,5,6,11,0.45454545454545453,0.5454545454545454,2015,Spring,Blue
Vi,Lissandra,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Red
Vi,Nautilus,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2015,Spring,Red
Lucian,Nautilus,AD_CARRY,SUPPORT,3,4,7,0.42857142857142855,0.5714285714285714,2015,Spring,Red
Lucian,Lulu,AD_CARRY,SUPPORT,3,3,6,0.5,0.5,2015,Spring,Blue
Nunu,Urgot,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Red
Nunu,Thresh,AD_CARRY,SUPPORT,3,2,5,0.6,0.4,2015,Spring,Red
Hecarim,Zac,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2015,Spring,Red
Zac,Leblanc,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Red
Zac,Janna,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Red
Lulu,Sejuani,TOP_LANER,JUNGLER,2,3,5,0.4,0.6,2015,Spring,Blue
Sejuani,Karthus,JUNGLER,MID_LANER,1,3,4,0.25,0.75,2015,Spring,Blue
Lucian,Janna,AD_CARRY,SUPPORT,14,7,21,0.6666666666666666,0.3333333333333333,2015,Spring,Blue
Gragas,Vi,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Spring,Red
Sion,Zac,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Blue
Zac,Xerath,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2015,Spring,Blue
Zac,Janna,JUNGLER,SUPPORT,0,2,2,0.0,1.0,2015,Spring,Blue
Hecarim,Sejuani,TOP_LANER,JUNGLER,6,1,7,0.8571428571428571,0.14285714285714285,2015,Spring,Red
Sejuani,Fizz,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Red
Sejuani,Morgana,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2015,Spring,Red
Sejuani,Zed,JUNGLER,MID_LANER,7,1,8,0.875,0.125,2015,Spring,Blue
Sejuani,Thresh,JUNGLER,SUPPORT,11,1,12,0.9166666666666666,0.08333333333333333,2015,Spring,Blue
Kennen,RekSai,TOP_LANER,JUNGLER,2,3,5,0.4,0.6,2015,Spring,Red
Vladimir,Sejuani,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Spring,Blue
Sejuani,Lulu,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Blue
Nunu,Corki,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2015,Spring,Red
Nunu,Nautilus,AD_CARRY,SUPPORT,3,2,5,0.6,0.4,2015,Spring,Red
Hecarim,Nidalee,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2015,Spring,Blue
Nidalee,Yasuo,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Blue
Nidalee,Thresh,JUNGLER,SUPPORT,5,1,6,0.8333333333333334,0.16666666666666666,2015,Spring,Blue
Lulu,Nunu,TOP_LANER,JUNGLER,3,5,8,0.375,0.625,2015,Spring,Red
Twitch,Janna,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2015,Spring,Red
Lissandra,Gragas,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Blue
Gragas,Yasuo,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2015,Spring,Blue
Gragas,Alistar,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Blue
KogMaw,Alistar,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2015,Spring,Blue
Vayne,Janna,AD_CARRY,SUPPORT,2,3,5,0.4,0.6,2015,Spring,Red
Irelia,Nunu,TOP_LANER,JUNGLER,0,2,2,0.0,1.0,2015,Spring,Blue
Nunu,Rumble,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Blue
Nunu,Morgana,JUNGLER,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Blue
Kennen,Sejuani,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Spring,Red
Sejuani,Zed,JUNGLER,MID_LANER,3,0,3,1.0,0.0,2015,Spring,Red
Sejuani,Nautilus,AD_CARRY,SUPPORT,1,5,6,0.16666666666666666,0.8333333333333334,2015,Spring,Red
Rumble,Sejuani,TOP_LANER,JUNGLER,3,4,7,0.42857142857142855,0.5714285714285714,2015,Spring,Red
Sejuani,Corki,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Red
Sejuani,Lulu,AD_CARRY,SUPPORT,2,4,6,0.3333333333333333,0.6666666666666666,2015,Spring,Red
Sivir,Lulu,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2015,Spring,Red
Sion,Nidalee,TOP_LANER,JUNGLER,2,1,3,0.6666666666666666,0.3333333333333333,2015,Spring,Blue
Nidalee,Nautilus,JUNGLER,SUPPORT,2,0,2,1.0,0.0,2015,Spring,Blue
Caitlyn,Nautilus,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2015,Spring,Blue
Renekton,RekSai,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2015,Spring,Red
RekSai,Vladimir,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2015,Spring,Red
RekSai,Nautilus,JUNGLER,SUPPORT,0,3,3,0.0,1.0,2015,Spring,Blue
Twitch,Nautilus,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Blue
Lulu,Nidalee,TOP_LANER,JUNGLER,3,0,3,1.0,0.0,2015,Spring,Red
Nidalee,Urgot,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Red
Sion,Zac,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Spring,Red
Zac,Katarina,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Red
Zac,Annie,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2015,Spring,Red
Lucian,Annie,AD_CARRY,SUPPORT,4,1,5,0.8,0.2,2015,Spring,Red
Sion,LeeSin,TOP_LANER,JUNGLER,3,1,4,0.75,0.25,2015,Spring,Blue
LeeSin,Chogath,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Blue
LeeSin,Lulu,JUNGLER,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Blue
Sivir,Lulu,AD_CARRY,SUPPORT,1,4,5,0.2,0.8,2015,Spring,Blue
Lissandra,Gragas,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Red
Gragas,Urgot,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2015,Spring,Red
Gragas,Janna,AD_CARRY,SUPPORT,2,8,10,0.2,0.8,2015,Spring,Red
Varus,Janna,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Red
Vi,Nautilus,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2015,Spring,Blue
Lucian,Nautilus,AD_CARRY,SUPPORT,3,2,5,0.6,0.4,2015,Spring,Blue
RekSai,Chogath,JUNGLER,MID_LANER,1,4,5,0.2,0.8,2015,Spring,Red
Kennen,Zac,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Blue
Zac,Diana,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Blue
Zac,Thresh,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Blue
Sejuani,Lissandra,JUNGLER,MID_LANER,2,1,3,0.6666666666666666,0.3333333333333333,2015,Spring,Red
Sejuani,Annie,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2015,Spring,Red
Rumble,Nunu,TOP_LANER,JUNGLER,4,0,4,1.0,0.0,2015,Spring,Blue
Nunu,Vladimir,JUNGLER,MID_LANER,3,1,4,0.75,0.25,2015,Spring,Blue
Nunu,Thresh,JUNGLER,SUPPORT,2,2,4,0.5,0.5,2015,Spring,Blue
RekSai,Lissandra,JUNGLER,MID_LANER,3,3,6,0.5,0.5,2015,Spring,Red
RekSai,Morgana,AD_CARRY,SUPPORT,5,4,9,0.5555555555555556,0.4444444444444444,2015,Spring,Red
RekSai,Alistar,JUNGLER,SUPPORT,3,1,4,0.75,0.25,2015,Spring,Blue
Kalista,Alistar,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2015,Spring,Blue
Vi,Corki,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Red
Hecarim,RekSai,TOP_LANER,JUNGLER,4,7,11,0.36363636363636365,0.6363636363636364,2015,Spring,Blue
Lulu,Sejuani,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2015,Spring,Red
Sejuani,Janna,AD_CARRY,SUPPORT,4,3,7,0.5714285714285714,0.42857142857142855,2015,Spring,Red
Maokai,Zac,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Spring,Blue
Zac,JarvanIV,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Blue
Zac,Morgana,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2015,Spring,Blue
Draven,Morgana,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Blue
Hecarim,Vi,TOP_LANER,JUNGLER,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Red
Vi,Alistar,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Red
Vayne,Alistar,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Red
Rumble,Gragas,TOP_LANER,JUNGLER,17,18,35,0.4857142857142857,0.5142857142857142,2015,Summer,Blue
Gragas,KogMaw,JUNGLER,MID_LANER,2,0,2,1.0,0.0,2015,Summer,Blue
Gragas,Nautilus,JUNGLER,SUPPORT,18,14,32,0.5625,0.4375,2015,Summer,Blue
Sivir,Nautilus,AD_CARRY,SUPPORT,18,14,32,0.5625,0.4375,2015,Summer,Blue
Maokai,RekSai,TOP_LANER,JUNGLER,20,24,44,0.45454545454545453,0.5454545454545454,2015,Summer,Red
RekSai,Viktor,JUNGLER,MID_LANER,8,19,27,0.2962962962962963,0.7037037037037037,2015,Summer,Red
RekSai,Thresh,AD_CARRY,SUPPORT,18,25,43,0.4186046511627907,0.5813953488372093,2015,Summer,Red
Urgot,Thresh,AD_CARRY,SUPPORT,2,5,7,0.2857142857142857,0.7142857142857143,2015,Summer,Red
Rumble,RekSai,TOP_LANER,JUNGLER,21,19,40,0.525,0.475,2015,Summer,Blue
RekSai,Azir,JUNGLER,MID_LANER,24,12,36,0.6666666666666666,0.3333333333333333,2015,Summer,Blue
RekSai,Thresh,JUNGLER,SUPPORT,26,21,47,0.5531914893617021,0.44680851063829785,2015,Summer,Blue
Corki,Thresh,AD_CARRY,SUPPORT,5,8,13,0.38461538461538464,0.6153846153846154,2015,Summer,Blue
Gnar,Gragas,TOP_LANER,JUNGLER,19,18,37,0.5135135135135135,0.4864864864864865,2015,Summer,Red
Gragas,Cassiopeia,JUNGLER,MID_LANER,2,7,9,0.2222222222222222,0.7777777777777778,2015,Summer,Red
Gragas,Annie,AD_CARRY,SUPPORT,11,6,17,0.6470588235294118,0.35294117647058826,2015,Summer,Red
Kalista,Annie,AD_CARRY,SUPPORT,6,4,10,0.6,0.4,2015,Summer,Red
Maokai,LeeSin,TOP_LANER,JUNGLER,12,5,17,0.7058823529411765,0.29411764705882354,2015,Summer,Blue
LeeSin,KogMaw,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Summer,Blue
LeeSin,Alistar,JUNGLER,SUPPORT,9,4,13,0.6923076923076923,0.3076923076923077,2015,Summer,Blue
Ashe,Alistar,AD_CARRY,SUPPORT,6,0,6,1.0,0.0,2015,Summer,Blue
Hecarim,Sejuani,TOP_LANER,JUNGLER,4,2,6,0.6666666666666666,0.3333333333333333,2015,Summer,Red
Sejuani,Azir,JUNGLER,MID_LANER,3,3,6,0.5,0.5,2015,Summer,Red
Sejuani,Annie,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2015,Summer,Red
Gnar,RekSai,TOP_LANER,JUNGLER,17,8,25,0.68,0.32,2015,Summer,Blue
RekSai,Ziggs,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2015,Summer,Blue
Urgot,Thresh,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Summer,Blue
Yasuo,Evelynn,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Summer,Red
Evelynn,Fizz,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Summer,Red
Evelynn,Alistar,AD_CARRY,SUPPORT,8,18,26,0.3076923076923077,0.6923076923076923,2015,Summer,Red
Sivir,Alistar,AD_CARRY,SUPPORT,28,30,58,0.4827586206896552,0.5172413793103449,2015,Summer,Red
Hecarim,Nunu,TOP_LANER,JUNGLER,2,1,3,0.6666666666666666,0.3333333333333333,2015,Summer,Blue
Nunu,Fizz,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Summer,Blue
Nunu,Thresh,JUNGLER,SUPPORT,3,5,8,0.375,0.625,2015,Summer,Blue
Sivir,Thresh,AD_CARRY,SUPPORT,17,11,28,0.6071428571428571,0.39285714285714285,2015,Summer,Blue
Rumble,Sejuani,TOP_LANER,JUNGLER,6,5,11,0.5454545454545454,0.45454545454545453,2015,Summer,Red
Sejuani,Kassadin,JUNGLER,MID_LANER,2,3,5,0.4,0.6,2015,Summer,Red
Sejuani,Nautilus,AD_CARRY,SUPPORT,4,3,7,0.5714285714285714,0.42857142857142855,2015,Summer,Red
Vayne,Nautilus,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2015,Summer,Red
Rumble,Nunu,TOP_LANER,JUNGLER,5,0,5,1.0,0.0,2015,Summer,Blue
Nunu,Cassiopeia,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2015,Summer,Blue
Irelia,Sejuani,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Summer,Red
Sejuani,Vladimir,JUNGLER,MID_LANER,2,2,4,0.5,0.5,2015,Summer,Red
Graves,Nautilus,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2015,Summer,Red
Gnar,Zac,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Summer,Blue
Zac,Vladimir,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Summer,Blue
Zac,Nautilus,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2015,Summer,Blue
Kalista,Nautilus,AD_CARRY,SUPPORT,2,7,9,0.2222222222222222,0.7777777777777778,2015,Summer,Blue
RekSai,KogMaw,JUNGLER,MID_LANER,2,4,6,0.3333333333333333,0.6666666666666666,2015,Summer,Red
Ashe,Thresh,AD_CARRY,SUPPORT,3,2,5,0.6,0.4,2015,Summer,Red
Hecarim,Evelynn,TOP_LANER,JUNGLER,3,6,9,0.3333333333333333,0.6666666666666666,2015,Summer,Blue
Evelynn,Leblanc,JUNGLER,MID_LANER,0,5,5,0.0,1.0,2015,Summer,Blue
Evelynn,Alistar,JUNGLER,SUPPORT,11,10,21,0.5238095238095238,0.47619047619047616,2015,Summer,Blue
Sivir,Alistar,AD_CARRY,SUPPORT,28,18,46,0.6086956521739131,0.391304347826087,2015,Summer,Blue
Gnar,Sejuani,TOP_LANER,JUNGLER,1,8,9,0.1111111111111111,0.8888888888888888,2015,Summer,Red
Sejuani,Thresh,AD_CARRY,SUPPORT,6,6,12,0.5,0.5,2015,Summer,Red
Kalista,Thresh,AD_CARRY,SUPPORT,8,10,18,0.4444444444444444,0.5555555555555556,2015,Summer,Red
Rumble,Sejuani,TOP_LANER,JUNGLER,3,6,9,0.3333333333333333,0.6666666666666666,2015,Summer,Blue
Sejuani,Viktor,JUNGLER,MID_LANER,1,4,5,0.2,0.8,2015,Summer,Blue
Sejuani,Alistar,JUNGLER,SUPPORT,4,9,13,0.3076923076923077,0.6923076923076923,2015,Summer,Blue
Hecarim,Evelynn,TOP_LANER,JUNGLER,0,4,4,0.0,1.0,2015,Summer,Red
Evelynn,Kassadin,JUNGLER,MID_LANER,0,4,4,0.0,1.0,2015,Summer,Red
Evelynn,Morgana,AD_CARRY,SUPPORT,4,3,7,0.5714285714285714,0.42857142857142855,2015,Summer,Red
Kalista,Morgana,AD_CARRY,SUPPORT,2,4,6,0.3333333333333333,0.6666666666666666,2015,Summer,Red
Vladimir,Gragas,TOP_LANER,JUNGLER,3,1,4,0.75,0.25,2015,Summer,Blue
Gragas,Viktor,JUNGLER,MID_LANER,13,21,34,0.38235294117647056,0.6176470588235294,2015,Summer,Blue
Gragas,Thresh,JUNGLER,SUPPORT,26,22,48,0.5416666666666666,0.4583333333333333,2015,Summer,Blue
Lucian,Thresh,AD_CARRY,SUPPORT,8,9,17,0.47058823529411764,0.5294117647058824,2015,Summer,Blue
Hecarim,LeeSin,TOP_LANER,JUNGLER,2,2,4,0.5,0.5,2015,Summer,Red
LeeSin,Malphite,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Summer,Red
LeeSin,Alistar,AD_CARRY,SUPPORT,8,13,21,0.38095238095238093,0.6190476190476191,2015,Summer,Red
Jinx,Alistar,AD_CARRY,SUPPORT,3,7,10,0.3,0.7,2015,Summer,Red
Irelia,Gragas,TOP_LANER,JUNGLER,1,2,3,0.3333333333333333,0.6666666666666666,2015,Summer,Blue
Gragas,Varus,JUNGLER,MID_LANER,13,5,18,0.7222222222222222,0.2777777777777778,2015,Summer,Blue
Corki,Nautilus,AD_CARRY,SUPPORT,7,7,14,0.5,0.5,2015,Summer,Blue
Ryze,RekSai,TOP_LANER,JUNGLER,1,3,4,0.25,0.75,2015,Summer,Red
RekSai,Azir,JUNGLER,MID_LANER,17,12,29,0.5862068965517241,0.41379310344827586,2015,Summer,Red
Ryze,Sejuani,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Summer,Blue
Sejuani,Nautilus,JUNGLER,SUPPORT,0,6,6,0.0,1.0,2015,Summer,Blue
Ezreal,Nautilus,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2015,Summer,Blue
RekSai,TwistedFate,JUNGLER,MID_LANER,10,5,15,0.6666666666666666,0.3333333333333333,2015,Summer,Red
Sivir,Thresh,AD_CARRY,SUPPORT,18,14,32,0.5625,0.4375,2015,Summer,Red
RekSai,Leblanc,JUNGLER,MID_LANER,10,7,17,0.5882352941176471,0.4117647058823529,2015,Summer,Blue
RekSai,Annie,JUNGLER,SUPPORT,14,8,22,0.6363636363636364,0.36363636363636365,2015,Summer,Blue
Vayne,Annie,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2015,Summer,Blue
Rumble,LeeSin,TOP_LANER,JUNGLER,0,7,7,0.0,1.0,2015,Summer,Red
LeeSin,Azir,JUNGLER,MID_LANER,1,5,6,0.16666666666666666,0.8333333333333334,2015,Summer,Red
LeeSin,Thresh,AD_CARRY,SUPPORT,5,5,10,0.5,0.5,2015,Summer,Red
Maokai,Sejuani,TOP_LANER,JUNGLER,4,6,10,0.4,0.6,2015,Summer,Blue
Sejuani,Ziggs,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2015,Summer,Blue
Rumble,RekSai,TOP_LANER,JUNGLER,17,15,32,0.53125,0.46875,2015,Summer,Red
RekSai,Varus,JUNGLER,MID_LANER,7,6,13,0.5384615384615384,0.46153846153846156,2015,Summer,Red
Ryze,Zac,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Summer,Blue
Zac,Azir,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Summer,Blue
Zac,Morgana,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2015,Summer,Blue
Kalista,Morgana,AD_CARRY,SUPPORT,11,2,13,0.8461538461538461,0.15384615384615385,2015,Summer,Blue
Irelia,Gragas,TOP_LANER,JUNGLER,2,2,4,0.5,0.5,2015,Summer,Red
