CHAMP1,CHAMP2,Year,Season,Team,CHAMP1_POS,CHAMP2_POS,Total_Played,Wins
Irelia,Nidalee,2015,Spring,red,Top,Jungle,3,1
Yorick,Nunu,2015,Spring,red,Top,Jungle,1,0
Maokai,Sejuani,2015,Summer,red,Top,Jungle,10,5
Jax,Volibear,2015,Summer,red,Top,Jungle,1,0
Gragas,Volibear,2015,Summer,red,Top,Jungle,1,0
Chogath,RekSai,2015,Summer,red,Top,Jungle,1,1
Jax,Evelynn,2015,Summer,red,Top,Jungle,1,1
Gragas,RekSai,2015,Summer,red,Top,Jungle,2,1
Renekton,Gragas,2015,Summer,red,Top,Jungle,4,1
Fizz,Evelynn,2015,Summer,red,Top,Jungle,4,2
Vladimir,RekSai,2015,Summer,red,Top,Jungle,4,3
Shyvana,Gragas,2015,Summer,red,Top,Jungle,4,1
Fizz,Nidalee,2015,Summer,red,Top,Jungle,1,1
Ekko,Olaf,2015,Summer,red,Top,Jungle,1,1
Ekko,Evelynn,2015,Summer,red,Top,Jungle,1,0
Lulu,Olaf,2015,Summer,red,Top,Jungle,1,1
Shen,Nidalee,2015,Summer,red,Top,Jungle,2,1
Shyvana,MonkeyKing,2015,Summer,red,Top,Jungle,1,1
Hecarim,Nidalee,2015,Summer,red,Top,Jungle,4,0
Shen,Ekko,2015,Summer,red,Top,Jungle,6,4
Ekko,LeeSin,2015,Summer,red,Top,Jungle,2,0
Ryze,Gragas,2015,Summer,red,Top,Jungle,4,3
Shen,Vi,2015,Summer,red,Top,Jungle,1,0
Nautilus,Evelynn,2015,Summer,red,Top,Jungle,3,2
Rumble,Rengar,2015,Summer,red,Top,Jungle,2,1
Yasuo,Gragas,2015,Summer,red,Top,Jungle,2,1
Rumble,Olaf,2015,Summer,red,Top,Jungle,1,0
Galio,RekSai,2015,Summer,red,Top,Jungle,1,1
Shen,RekSai,2015,Summer,red,Top,Jungle,8,3
Riven,RekSai,2015,Summer,red,Top,Jungle,2,2
Rumble,Elise,2015,Summer,red,Top,Jungle,6,4
JarvanIV,Gragas,2015,Summer,red,Top,Jungle,2,1
Poppy,Rengar,2015,Summer,red,Top,Jungle,1,0
Hecarim,Nautilus,2015,Spring,red,Top,Jungle,1,0
Shen,Gragas,2015,Spring,red,Top,Jungle,1,1
LeeSin,Nunu,2015,Spring,red,Top,Jungle,1,1
Diana,Gragas,2015,Spring,red,Top,Jungle,1,0
Sion,Udyr,2015,Spring,red,Top,Jungle,1,0
Maokai,Gnar,2015,Spring,red,Top,Jungle,1,1
Shyvana,RekSai,2015,Spring,red,Top,Jungle,2,1
Shyvana,LeeSin,2015,Spring,red,Top,Jungle,2,1
Irelia,Udyr,2015,Spring,red,Top,Jungle,1,0
Trundle,Nidalee,2015,Summer,red,Top,Jungle,1,0
Gangplank,Elise,2015,Summer,red,Top,Jungle,1,1
Gangplank,Nidalee,2015,Summer,red,Top,Jungle,1,0
Lissandra,LeeSin,2016,Spring,red,Top,Jungle,5,2
TahmKench,Graves,2016,Spring,red,Top,Jungle,4,3
Kennen,RekSai,2016,Spring,red,Top,Jungle,1,0
TahmKench,Elise,2016,Spring,red,Top,Jungle,9,5
Zac,RekSai,2016,Spring,red,Top,Jungle,2,2
Olaf,Zac,2016,Spring,red,Top,Jungle,1,0
DrMundo,Kindred,2016,Spring,red,Top,Jungle,1,0
Shen,Elise,2016,Spring,red,Top,Jungle,7,2
Gnar,Nidalee,2016,Spring,red,Top,Jungle,6,3
Shen,LeeSin,2016,Spring,red,Top,Jungle,2,1
Graves,LeeSin,2016,Spring,red,Top,Jungle,3,1
Shen,Graves,2016,Spring,red,Top,Jungle,5,3
Malphite,Graves,2016,Spring,red,Top,Jungle,4,1
Olaf,RekSai,2016,Spring,red,Top,Jungle,3,2
Poppy,Nidalee,2016,Spring,red,Top,Jungle,29,14
Lucian,Elise,2016,Spring,red,Top,Jungle,1,1
Malphite,Quinn,2016,Spring,red,Top,Jungle,3,3
Gangplank,Kindred,2016,Spring,red,Top,Jungle,1,1
Malphite,Kindred,2016,Spring,red,Top,Jungle,4,3
Malphite,Nidalee,2016,Spring,red,Top,Jungle,1,1
Maokai,Nidalee,2016,Spring,red,Top,Jungle,5,4
Fiora,Gragas,2016,Spring,red,Top,Jungle,14,7
Nautilus,Rumble,2016,Spring,red,Top,Jungle,2,0
Malphite,Gragas,2016,Spring,red,Top,Jungle,9,3
Nautilus,Nidalee,2016,Spring,red,Top,Jungle,12,7
Maokai,Gragas,2016,Spring,red,Top,Jungle,6,2
Quinn,LeeSin,2016,Spring,red,Top,Jungle,2,2
Rammus,Gragas,2016,Spring,red,Top,Jungle,7,7
Poppy,LeeSin,2016,Spring,red,Top,Jungle,10,4
Rammus,LeeSin,2016,Spring,red,Top,Jungle,1,0
Nautilus,Gragas,2016,Spring,red,Top,Jungle,20,8
Rammus,Nidalee,2016,Spring,red,Top,Jungle,4,4
Gangplank,Graves,2016,Spring,red,Top,Jungle,5,3
Poppy,Elise,2016,Summer,red,Top,Jungle,10,3
Jayce,LeeSin,2016,Summer,red,Top,Jungle,3,2
Ekko,Graves,2016,Summer,red,Top,Jungle,15,6
Zac,LeeSin,2016,Summer,red,Top,Jungle,1,0
Trundle,Kindred,2016,Summer,red,Top,Jungle,8,2
Gragas,LeeSin,2016,Summer,red,Top,Jungle,1,1
Maokai,Khazix,2016,Summer,red,Top,Jungle,3,1
Poppy,Gragas,2016,Summer,red,Top,Jungle,7,4
Fizz,Gragas,2016,Summer,red,Top,Jungle,4,1
Olaf,Elise,2016,Summer,red,Top,Jungle,3,2
Maokai,Nidalee,2016,Summer,red,Top,Jungle,10,6
Poppy,Kindred,2016,Summer,red,Top,Jungle,5,1
Shen,Khazix,2016,Summer,red,Top,Jungle,1,0
Gragas,RekSai,2016,Summer,red,Top,Jungle,4,1
Poppy,RekSai,2016,Summer,red,Top,Jungle,14,4
Rumble,Olaf,2016,Summer,red,Top,Jungle,9,4
Gragas,Kindred,2016,Summer,red,Top,Jungle,2,1
Shen,LeeSin,2016,Summer,red,Top,Jungle,4,0
Kennen,Elise,2016,Summer,red,Top,Jungle,3,1
Gnar,Olaf,2016,Summer,red,Top,Jungle,9,3
Gnar,Hecarim,2016,Summer,red,Top,Jungle,6,2
Jayce,Gragas,2016,Summer,red,Top,Jungle,1,0
Gnar,Kindred,2016,Summer,red,Top,Jungle,6,4
Taliyah,RekSai,2016,Summer,red,Top,Jungle,2,1
Olaf,LeeSin,2016,Summer,red,Top,Jungle,1,0
Fizz,Nidalee,2016,Summer,red,Top,Jungle,2,0
Olaf,Nidalee,2016,Summer,red,Top,Jungle,1,1
Gangplank,Olaf,2016,Summer,red,Top,Jungle,2,1
Gnar,LeeSin,2016,Summer,red,Top,Jungle,3,1
Gangplank,Nidalee,2016,Summer,red,Top,Jungle,8,3
Fiora,Olaf,2016,Summer,red,Top,Jungle,1,0
TahmKench,Hecarim,2016,Summer,red,Top,Jungle,1,0
Jax,Nidalee,2016,Summer,red,Top,Jungle,1,1
Fiora,Graves,2016,Summer,red,Top,Jungle,2,2
Gragas,Elise,2016,Spring,red,Top,Jungle,2,1
Ekko,LeeSin,2016,Spring,red,Top,Jungle,3,2
Ekko,Kindred,2016,Spring,red,Top,Jungle,14,7
Shen,LeeSin,2017,Spring,red,Top,Jungle,31,14
Illaoi,RekSai,2017,Spring,red,Top,Jungle,2,2
Kennen,RekSai,2017,Spring,red,Top,Jungle,2,0
Fiora,Olaf,2017,Spring,red,Top,Jungle,1,0
Shen,Rumble,2017,Spring,red,Top,Jungle,1,1
Poppy,Zac,2017,Spring,red,Top,Jungle,2,2
Poppy,Elise,2017,Spring,red,Top,Jungle,21,11
Poppy,Olaf,2017,Spring,red,Top,Jungle,2,0
Illaoi,Elise,2017,Spring,red,Top,Jungle,1,0
Jayce,Khazix,2017,Spring,red,Top,Jungle,4,1
Shen,Nocturne,2017,Spring,red,Top,Jungle,1,0
Shen,Warwick,2017,Spring,red,Top,Jungle,2,1
Jayce,Ivern,2017,Spring,red,Top,Jungle,3,1
Riven,Ivern,2017,Spring,red,Top,Jungle,1,0
Rumble,Elise,2017,Spring,red,Top,Jungle,10,3
Gnar,Ivern,2017,Spring,red,Top,Jungle,2,1
Trundle,Rumble,2017,Spring,red,Top,Jungle,1,0
Gragas,Graves,2017,Spring,red,Top,Jungle,24,10
Singed,Khazix,2017,Spring,red,Top,Jungle,3,1
Rumble,Nidalee,2017,Spring,red,Top,Jungle,1,1
Trundle,Graves,2017,Spring,red,Top,Jungle,3,1
Gragas,Elise,2017,Spring,red,Top,Jungle,8,2
Olaf,Graves,2017,Spring,red,Top,Jungle,1,0
Gnar,Elise,2017,Spring,red,Top,Jungle,2,2
Olaf,Gragas,2017,Spring,red,Top,Jungle,2,2
Gnar,Rengar,2017,Spring,red,Top,Jungle,2,1
Renekton,Gragas,2017,Spring,red,Top,Jungle,10,4
Trundle,Rengar,2017,Spring,red,Top,Jungle,1,0
Gragas,LeeSin,2017,Spring,red,Top,Jungle,18,7
Gnar,Graves,2017,Spring,red,Top,Jungle,2,1
Gragas,Rumble,2017,Spring,red,Top,Jungle,1,0
Kennen,Elise,2017,Spring,red,Top,Jungle,7,4
Talon,Rengar,2017,Spring,red,Top,Jungle,2,0
Nautilus,Warwick,2017,Spring,red,Top,Jungle,1,1
Swain,Graves,2017,Spring,red,Top,Jungle,1,1
Rumble,Hecarim,2017,Spring,red,Top,Jungle,3,2
Camille,Rumble,2017,Spring,red,Top,Jungle,1,1
Fizz,LeeSin,2017,Spring,red,Top,Jungle,6,2
Warwick,LeeSin,2017,Spring,red,Top,Jungle,1,0
Kled,Khazix,2017,Spring,red,Top,Jungle,3,2
Gangplank,Rumble,2017,Spring,red,Top,Jungle,1,1
Poppy,Rengar,2017,Spring,red,Top,Jungle,10,5
Camille,Rengar,2017,Spring,red,Top,Jungle,4,2
Fiora,Graves,2017,Summer,red,Top,Jungle,3,2
Galio,LeeSin,2017,Summer,red,Top,Jungle,10,4
Galio,Khazix,2017,Summer,red,Top,Jungle,14,5
Galio,Zac,2017,Summer,red,Top,Jungle,2,1
Shen,Ivern,2017,Summer,red,Top,Jungle,6,4
JarvanIV,Khazix,2017,Summer,red,Top,Jungle,11,2
Fiora,LeeSin,2017,Summer,red,Top,Jungle,12,2
Gangplank,Gragas,2017,Summer,red,Top,Jungle,2,1
Gnar,Khazix,2017,Summer,red,Top,Jungle,7,6
Shen,Warwick,2017,Summer,red,Top,Jungle,1,1
Kled,Ivern,2017,Summer,red,Top,Jungle,2,1
Renekton,Warwick,2017,Summer,red,Top,Jungle,1,0
Gragas,Warwick,2017,Summer,red,Top,Jungle,3,2
Rumble,Ivern,2017,Summer,red,Top,Jungle,2,0
Rumble,Olaf,2017,Summer,red,Top,Jungle,5,2
Rumble,Hecarim,2017,Summer,red,Top,Jungle,1,1
Aatrox,Gragas,2017,Summer,red,Top,Jungle,2,1
Mordekaiser,RekSai,2017,Summer,red,Top,Jungle,1,1
Kennen,Warwick,2017,Summer,red,Top,Jungle,1,0
Gragas,Hecarim,2017,Summer,red,Top,Jungle,1,1
Kled,Khazix,2017,Summer,red,Top,Jungle,13,5
Rumble,Kindred,2017,Summer,red,Top,Jungle,1,0
Kennen,Gragas,2017,Summer,red,Top,Jungle,10,6
Akali,LeeSin,2017,Summer,red,Top,Jungle,2,1
Rumble,Chogath,2017,Summer,red,Top,Jungle,1,0
Camille,Sejuani,2017,Summer,red,Top,Jungle,15,6
Renekton,Sejuani,2017,Summer,red,Top,Jungle,9,4
Jax,Maokai,2017,Summer,red,Top,Jungle,3,0
Maokai,Chogath,2017,Summer,red,Top,Jungle,1,0
Gnar,JarvanIV,2017,Summer,red,Top,Jungle,8,3
Rumble,Maokai,2017,Summer,red,Top,Jungle,4,1
Rumble,Kayn,2017,Summer,red,Top,Jungle,1,1
Maokai,Nidalee,2017,Summer,red,Top,Jungle,2,1
Irelia,Warwick,2017,Summer,red,Top,Jungle,1,1
Kled,JarvanIV,2017,Summer,red,Top,Jungle,2,1
Trundle,Gragas,2017,Summer,red,Top,Jungle,8,3
Kayle,MasterYi,2017,Summer,red,Top,Jungle,1,0
Shaco,Lulu,2017,Summer,red,Top,Jungle,1,1
LeeSin,Pantheon,2017,Summer,red,Top,Jungle,1,0
Chogath,Poppy,2017,Summer,red,Top,Jungle,2,1
Shen,Poppy,2017,Summer,red,Top,Jungle,1,1
Rumble,Poppy,2017,Summer,red,Top,Jungle,1,1
Gragas,Zac,2017,Summer,red,Top,Jungle,3,1
Camille,JarvanIV,2017,Summer,red,Top,Jungle,3,1
Gnar,Rengar,2017,Summer,red,Top,Jungle,1,1
Chogath,Kayn,2017,Summer,red,Top,Jungle,2,1
Trundle,Rumble,2017,Summer,red,Top,Jungle,1,0
Gnar,Ivern,2017,Summer,red,Top,Jungle,4,3
Shyvana,Sejuani,2015,Spring,red,Top,Jungle,1,0
Hecarim,Gragas,2015,Spring,red,Top,Jungle,6,2
Gnar,Gragas,2015,Spring,red,Top,Jungle,5,4
Gnar,Sejuani,2015,Spring,red,Top,Jungle,6,2
Irelia,Sejuani,2015,Spring,red,Top,Jungle,1,0
DrMundo,JarvanIV,2015,Spring,red,Top,Jungle,4,1
Jayce,Elise,2015,Spring,red,Top,Jungle,2,0
Gnar,Pantheon,2015,Spring,red,Top,Jungle,1,1
Kassadin,Rengar,2015,Spring,red,Top,Jungle,1,1
Kassadin,LeeSin,2015,Spring,red,Top,Jungle,3,2
DrMundo,RekSai,2015,Spring,red,Top,Jungle,5,3
Rengar,LeeSin,2015,Spring,red,Top,Jungle,1,0
Morgana,LeeSin,2015,Spring,red,Top,Jungle,1,0
Hecarim,JarvanIV,2015,Spring,red,Top,Jungle,4,0
Hecarim,LeeSin,2015,Spring,red,Top,Jungle,5,0
Lulu,JarvanIV,2015,Spring,red,Top,Jungle,1,0
Morgana,Nunu,2015,Spring,red,Top,Jungle,1,0
Vladimir,JarvanIV,2015,Spring,red,Top,Jungle,1,0
Kennen,JarvanIV,2015,Spring,red,Top,Jungle,2,2
Gnar,DrMundo,2015,Spring,red,Top,Jungle,1,1
Rumble,Nautilus,2015,Spring,red,Top,Jungle,1,0
Fizz,Sejuani,2015,Spring,red,Top,Jungle,1,1
Trundle,RekSai,2015,Spring,red,Top,Jungle,1,0
Rumble,Nunu,2015,Spring,red,Top,Jungle,3,1
Jax,Nunu,2015,Spring,red,Top,Jungle,1,1
RekSai,Nidalee,2015,Spring,red,Top,Jungle,1,1
Rumble,Nunu,2015,Summer,red,Top,Jungle,2,2
Shyvana,Nunu,2015,Summer,red,Top,Jungle,1,1
Riven,Evelynn,2015,Summer,red,Top,Jungle,1,1
Ryze,Nidalee,2015,Summer,red,Top,Jungle,1,0
RekSai,Evelynn,2015,Summer,red,Top,Jungle,1,0
Vladimir,Sejuani,2015,Summer,red,Top,Jungle,2,2
Rumble,Nidalee,2015,Summer,red,Top,Jungle,4,2
Riven,Gragas,2015,Summer,red,Top,Jungle,4,3
Galio,Sejuani,2015,Summer,red,Top,Jungle,1,0
Shyvana,RekSai,2015,Summer,red,Top,Jungle,1,0
Gragas,LeeSin,2015,Summer,red,Top,Jungle,1,0
Hecarim,Ekko,2015,Summer,red,Top,Jungle,4,1
Riven,LeeSin,2015,Summer,red,Top,Jungle,3,0
Hecarim,Fizz,2015,Summer,red,Top,Jungle,1,0
Fizz,LeeSin,2015,Summer,red,Top,Jungle,3,0
Karma,Nidalee,2015,Summer,red,Top,Jungle,1,0
Ryze,Evelynn,2015,Summer,red,Top,Jungle,1,0
Renekton,RekSai,2015,Summer,red,Top,Jungle,2,1
Shyvana,Evelynn,2015,Summer,red,Top,Jungle,2,1
Maokai,JarvanIV,2015,Summer,red,Top,Jungle,4,1
DrMundo,Olaf,2015,Summer,red,Top,Jungle,1,1
DrMundo,RekSai,2015,Summer,red,Top,Jungle,2,0
Maokai,Olaf,2015,Summer,red,Top,Jungle,1,1
Olaf,RekSai,2015,Summer,red,Top,Jungle,2,1
Lulu,LeeSin,2015,Summer,red,Top,Jungle,2,2
Jax,LeeSin,2015,Summer,red,Top,Jungle,2,1
Malphite,RekSai,2015,Summer,red,Top,Jungle,2,1
Lulu,Elise,2015,Summer,red,Top,Jungle,1,1
Fiora,Elise,2015,Summer,red,Top,Jungle,3,1
Malphite,Evelynn,2015,Summer,red,Top,Jungle,1,1
Yasuo,Elise,2015,Summer,red,Top,Jungle,1,1
TahmKench,RekSai,2016,Spring,red,Top,Jungle,5,4
Lulu,DrMundo,2016,Spring,red,Top,Jungle,3,1
Nautilus,Graves,2016,Spring,red,Top,Jungle,13,2
Lissandra,Elise,2016,Spring,red,Top,Jungle,12,3
Quinn,Kindred,2016,Spring,red,Top,Jungle,1,1
Olaf,Elise,2016,Spring,red,Top,Jungle,4,1
TahmKench,Kindred,2016,Spring,red,Top,Jungle,1,0
Poppy,RekSai,2016,Spring,red,Top,Jungle,12,4
Rumble,RekSai,2016,Spring,red,Top,Jungle,1,1
Morgana,RekSai,2016,Spring,red,Top,Jungle,2,1
Fiora,Nidalee,2016,Spring,red,Top,Jungle,9,5
Lissandra,Kindred,2016,Spring,red,Top,Jungle,4,0
Lulu,Rengar,2016,Spring,red,Top,Jungle,1,0
TahmKench,Nidalee,2016,Spring,red,Top,Jungle,2,0
Morgana,Graves,2016,Spring,red,Top,Jungle,2,1
Lissandra,Graves,2016,Spring,red,Top,Jungle,8,6
Gnar,Graves,2016,Spring,red,Top,Jungle,4,1
Rammus,Rumble,2016,Spring,red,Top,Jungle,1,1
Graves,Rumble,2016,Spring,red,Top,Jungle,1,1
Trundle,Udyr,2016,Spring,red,Top,Jungle,1,0
Fiora,Rumble,2016,Spring,red,Top,Jungle,1,0
Rammus,Elise,2016,Spring,red,Top,Jungle,5,1
Gangplank,Rumble,2016,Spring,red,Top,Jungle,1,0
Jayce,Elise,2016,Spring,red,Top,Jungle,1,1
Rammus,Kindred,2016,Spring,red,Top,Jungle,2,1
Lulu,Graves,2016,Spring,red,Top,Jungle,3,0
Gnar,Kindred,2016,Spring,red,Top,Jungle,1,0
Kennen,Kindred,2016,Spring,red,Top,Jungle,1,1
Ryze,Graves,2016,Spring,red,Top,Jungle,2,1
Maokai,Khazix,2016,Spring,red,Top,Jungle,3,1
Ekko,Nidalee,2016,Spring,red,Top,Jungle,4,2
Maokai,LeeSin,2016,Summer,red,Top,Jungle,8,6
Yasuo,Elise,2016,Summer,red,Top,Jungle,1,0
Renekton,Elise,2016,Summer,red,Top,Jungle,1,1
Renekton,Gragas,2016,Summer,red,Top,Jungle,1,1
Malzahar,Graves,2016,Summer,red,Top,Jungle,2,1
Gnar,Amumu,2016,Summer,red,Top,Jungle,1,0
Rumble,Kindred,2016,Summer,red,Top,Jungle,3,1
Renekton,Nidalee,2016,Summer,red,Top,Jungle,2,1
TahmKench,Elise,2016,Summer,red,Top,Jungle,4,2
Teemo,Elise,2016,Summer,red,Top,Jungle,1,0
Rumble,Hecarim,2016,Summer,red,Top,Jungle,2,2
Gangplank,Hecarim,2016,Summer,red,Top,Jungle,3,2
Ekko,Hecarim,2016,Summer,red,Top,Jungle,5,2
Yasuo,Hecarim,2016,Summer,red,Top,Jungle,1,0
Gragas,Graves,2016,Summer,red,Top,Jungle,2,0
Rumble,Graves,2016,Summer,red,Top,Jungle,1,1
Fizz,Nidalee,2016,Spring,red,Top,Jungle,1,0
Rumble,LeeSin,2016,Summer,red,Top,Jungle,7,3
Jax,Elise,2017,Spring,red,Top,Jungle,1,0
Singed,LeeSin,2017,Spring,red,Top,Jungle,3,1
Nautilus,Shyvana,2017,Spring,red,Top,Jungle,1,0
Kennen,LeeSin,2017,Spring,red,Top,Jungle,5,2
Singed,Elise,2017,Spring,red,Top,Jungle,3,1
Ekko,RekSai,2017,Spring,red,Top,Jungle,5,3
Poppy,Shyvana,2017,Spring,red,Top,Jungle,1,0
Fiora,Elise,2017,Spring,red,Top,Jungle,7,3
Singed,Rengar,2017,Spring,red,Top,Jungle,1,1
Jayce,Rengar,2017,Spring,red,Top,Jungle,1,0
Sion,Elise,2017,Spring,red,Top,Jungle,3,2
Camille,Olaf,2017,Spring,red,Top,Jungle,2,1
Maokai,Gragas,2017,Spring,red,Top,Jungle,3,1
Kennen,Graves,2017,Spring,red,Top,Jungle,1,1
Gangplank,Rengar,2017,Spring,red,Top,Jungle,2,1
DrMundo,Rengar,2017,Spring,red,Top,Jungle,2,0
Gangplank,Graves,2017,Spring,red,Top,Jungle,5,2
Shen,Kindred,2017,Spring,red,Top,Jungle,1,0
Kennen,Rengar,2017,Spring,red,Top,Jungle,3,1
DrMundo,LeeSin,2017,Spring,red,Top,Jungle,1,0
JarvanIV,LeeSin,2017,Spring,red,Top,Jungle,1,1
JarvanIV,Elise,2017,Spring,red,Top,Jungle,1,1
Sion,LeeSin,2017,Spring,red,Top,Jungle,2,1
Sejuani,Gragas,2017,Summer,red,Top,Jungle,2,1
Sejuani,LeeSin,2017,Summer,red,Top,Jungle,2,2
Kennen,Nidalee,2017,Summer,red,Top,Jungle,2,0
Kennen,Graves,2017,Summer,red,Top,Jungle,4,1
Lucian,Graves,2017,Summer,red,Top,Jungle,2,2
Sejuani,Khazix,2017,Summer,red,Top,Jungle,2,0
Renekton,Khazix,2017,Summer,red,Top,Jungle,9,4
Kennen,Rengar,2017,Summer,red,Top,Jungle,1,0
Kennen,Elise,2017,Summer,red,Top,Jungle,8,4
Cassiopeia,Gragas,2017,Summer,red,Top,Jungle,1,1
Fiora,Elise,2017,Summer,red,Top,Jungle,12,6
Renekton,Graves,2017,Summer,red,Top,Jungle,3,0
Fiora,Khazix,2017,Summer,red,Top,Jungle,5,4
Lucian,LeeSin,2017,Summer,red,Top,Jungle,1,0
Yasuo,RekSai,2017,Summer,red,Top,Jungle,1,1
Camille,LeeSin,2017,Summer,red,Top,Jungle,8,6
Camille,RekSai,2017,Summer,red,Top,Jungle,6,2
Jax,RekSai,2017,Summer,red,Top,Jungle,6,4
Camille,Jayce,2017,Summer,red,Top,Jungle,1,0
Rumble,Skarner,2017,Summer,red,Top,Jungle,1,1
Camille,Nidalee,2017,Summer,red,Top,Jungle,5,1
Jax,LeeSin,2017,Summer,red,Top,Jungle,4,2
Trundle,Sejuani,2017,Summer,red,Top,Jungle,4,3
Jax,Elise,2017,Summer,red,Top,Jungle,4,4
Trundle,Nunu,2017,Summer,red,Top,Jungle,1,0
Maokai,Elise,2017,Summer,red,Top,Jungle,4,1
Gnar,Chogath,2017,Summer,red,Top,Jungle,3,1
Jayce,LeeSin,2017,Summer,red,Top,Jungle,2,0
Gragas,Chogath,2017,Summer,red,Top,Jungle,1,0
Malphite,Maokai,2017,Summer,red,Top,Jungle,1,1
Jax,JarvanIV,2017,Summer,red,Top,Jungle,5,4
Rumble,Elise,2017,Summer,red,Top,Jungle,3,1
Renekton,Jax,2017,Summer,red,Top,Jungle,1,1
JarvanIV,Jax,2017,Summer,red,Top,Jungle,1,1
Sion,Gragas,2017,Summer,red,Top,Jungle,2,2
JarvanIV,Lulu,2017,Summer,red,Top,Jungle,1,1
Maokai,LeeSin,2017,Summer,red,Top,Jungle,2,1
Maokai,Zac,2017,Summer,red,Top,Jungle,4,3
Renekton,Lulu,2017,Summer,red,Top,Jungle,1,0
Azir,LeeSin,2015,Spring,red,Top,Jungle,1,1
Kassadin,JarvanIV,2015,Spring,red,Top,Jungle,4,2
Galio,JarvanIV,2015,Spring,red,Top,Jungle,1,0
RekSai,JarvanIV,2015,Spring,red,Top,Jungle,1,1
Lissandra,Khazix,2015,Spring,red,Top,Jungle,1,0
Hecarim,Rengar,2015,Spring,red,Top,Jungle,1,0
Lulu,Olaf,2015,Spring,red,Top,Jungle,1,1
Chogath,Vi,2015,Spring,red,Top,Jungle,1,0
Irelia,Olaf,2015,Spring,red,Top,Jungle,1,0
Fizz,LeeSin,2015,Spring,red,Top,Jungle,1,0
Gnar,JarvanIV,2015,Summer,red,Top,Jungle,1,1
Renekton,Sejuani,2015,Summer,red,Top,Jungle,3,1
Gnar,Nunu,2015,Summer,red,Top,Jungle,2,1
Galio,Ekko,2015,Summer,red,Top,Jungle,1,0
Ekko,Nunu,2015,Summer,red,Top,Jungle,1,1
Cassiopeia,Gragas,2015,Summer,red,Top,Jungle,1,0
Irelia,Nidalee,2015,Summer,red,Top,Jungle,1,0
Shen,Rengar,2015,Summer,red,Top,Jungle,1,0
Vladimir,Ekko,2015,Summer,red,Top,Jungle,1,1
Jayce,RekSai,2015,Summer,red,Top,Jungle,1,0
Lulu,Nidalee,2015,Summer,red,Top,Jungle,1,0
JarvanIV,Ekko,2015,Summer,red,Top,Jungle,1,1
Irelia,Ekko,2015,Summer,red,Top,Jungle,1,0
Lulu,RekSai,2016,Spring,red,Top,Jungle,10,6
Gnar,Trundle,2016,Spring,red,Top,Jungle,1,1
Gnar,LeeSin,2016,Spring,red,Top,Jungle,2,2
TahmKench,DrMundo,2016,Spring,red,Top,Jungle,1,0
Irelia,Graves,2016,Spring,red,Top,Jungle,1,1
Sion,Trundle,2016,Spring,red,Top,Jungle,1,1
Sion,RekSai,2016,Spring,red,Top,Jungle,1,1
TahmKench,LeeSin,2016,Spring,red,Top,Jungle,2,1
Lissandra,DrMundo,2016,Spring,red,Top,Jungle,2,1
Sion,Elise,2016,Spring,red,Top,Jungle,1,0
Olaf,Trundle,2016,Spring,red,Top,Jungle,1,0
Irelia,LeeSin,2016,Spring,red,Top,Jungle,1,0
Trundle,Rumble,2016,Spring,red,Top,Jungle,1,0
Gnar,Gragas,2016,Spring,red,Top,Jungle,3,1
Lulu,Nidalee,2016,Spring,red,Top,Jungle,1,0
Poppy,Sejuani,2016,Spring,red,Top,Jungle,2,0
Nautilus,Sejuani,2016,Spring,red,Top,Jungle,1,0
Lulu,Kindred,2016,Spring,red,Top,Jungle,2,1
Fiora,Sejuani,2016,Spring,red,Top,Jungle,2,0
Maokai,Volibear,2016,Summer,red,Top,Jungle,1,0
Gangplank,LeeSin,2016,Summer,red,Top,Jungle,2,0
Gangplank,Graves,2016,Summer,red,Top,Jungle,1,1
Illaoi,Khazix,2017,Spring,red,Top,Jungle,2,2
Maokai,Nidalee,2017,Spring,red,Top,Jungle,1,1
Olaf,Rengar,2017,Spring,red,Top,Jungle,1,0
Maokai,Pantheon,2017,Spring,red,Top,Jungle,1,0
Fiora,Ivern,2017,Spring,red,Top,Jungle,4,1
Kled,LeeSin,2017,Spring,red,Top,Jungle,4,1
Ekko,Graves,2017,Spring,red,Top,Jungle,1,1
Illaoi,LeeSin,2017,Spring,red,Top,Jungle,1,0
Fizz,Elise,2017,Spring,red,Top,Jungle,2,2
Kled,Elise,2017,Spring,red,Top,Jungle,4,1
Kled,Zac,2017,Summer,red,Top,Jungle,3,2
Sejuani,Ivern,2017,Summer,red,Top,Jungle,1,1
Camille,Rengar,2017,Summer,red,Top,Jungle,1,1
JarvanIV,Rengar,2017,Summer,red,Top,Jungle,1,1
Jayce,Zac,2017,Summer,red,Top,Jungle,2,2
Camille,Zac,2017,Summer,red,Top,Jungle,5,2
JarvanIV,Ivern,2017,Summer,red,Top,Jungle,5,2
Renekton,Ivern,2017,Summer,red,Top,Jungle,3,2
Jax,Nidalee,2017,Summer,red,Top,Jungle,1,0
Jayce,Sejuani,2017,Summer,red,Top,Jungle,3,2
Poppy,Elise,2017,Summer,red,Top,Jungle,4,1
Sion,Graves,2017,Summer,red,Top,Jungle,1,0
Shen,Chogath,2017,Summer,red,Top,Jungle,2,1
Maokai,Galio,2017,Summer,red,Top,Jungle,1,0
Jayce,Maokai,2017,Summer,red,Top,Jungle,2,1
Maokai,Kindred,2017,Summer,red,Top,Jungle,1,0
JarvanIV,Kindred,2017,Summer,red,Top,Jungle,1,0
