,CHAMP1,CHAMP2,Year,Season,Team,CHAMP1_POS,CHAMP2_POS,Total_Played,Wins
189,Karthus,Zed,2015,Spring,blue,Jungle,Middle,2,1
190,Lulu,TwistedFate,2015,Spring,blue,Jungle,Middle,1,0
191,Khazix,Yasuo,2015,Spring,blue,Jungle,Middle,1,1
192,Nocturne,Zed,2015,Spring,blue,Jungle,Middle,1,0
193,Khazix,Ryze,2015,Spring,blue,Jungle,Middle,1,0
194,Vi,Jayce,2015,Spring,blue,Jungle,Middle,1,0
195,Elise,Xerath,2015,Spring,blue,Jungle,Middle,1,1
196,Syndra,Draven,2015,Spring,blue,Jungle,Middle,1,0
197,Khazix,Jayce,2015,Spring,blue,Jungle,Middle,1,1
198,Jax,Orianna,2015,Spring,blue,Jungle,Middle,1,0
199,Rammus,Ahri,2015,Spring,blue,Jungle,Middle,1,1
200,Pantheon,Leblanc,2015,Spring,blue,Jungle,Middle,1,1
201,Khazix,Zed,2015,Spring,blue,Jungle,Middle,1,0
0,RekSai,Janna,2015,Spring,blue,Jungle,Support,29,20
1,Rengar,Leona,2015,Spring,blue,Jungle,Support,5,1
2,Rengar,Annie,2015,Spring,blue,Jungle,Support,4,3
3,JarvanIV,Thresh,2015,Spring,blue,Jungle,Support,25,14
4,JarvanIV,Janna,2015,Spring,blue,Jungle,Support,41,21
5,JarvanIV,Annie,2015,Spring,blue,Jungle,Support,20,14
6,Nocturne,Nami,2015,Spring,blue,Jungle,Support,2,1
7,JarvanIV,Morgana,2015,Spring,blue,Jungle,Support,14,8
8,Vi,Annie,2015,Spring,blue,Jungle,Support,6,5
9,LeeSin,Janna,2015,Spring,blue,Jungle,Support,19,10
10,Vi,Morgana,2015,Spring,blue,Jungle,Support,7,6
11,JarvanIV,Nami,2015,Spring,blue,Jungle,Support,13,5
12,LeeSin,Nami,2015,Spring,blue,Jungle,Support,9,5
13,Rengar,Janna,2015,Spring,blue,Jungle,Support,11,6
14,RekSai,Morgana,2015,Spring,blue,Jungle,Support,21,11
15,Vi,Thresh,2015,Spring,blue,Jungle,Support,9,6
16,RekSai,Nami,2015,Spring,blue,Jungle,Support,13,8
17,LeeSin,Alistar,2015,Spring,blue,Jungle,Support,2,2
18,Vi,Janna,2015,Spring,blue,Jungle,Support,4,2
19,RekSai,Thresh,2015,Spring,blue,Jungle,Support,29,16
20,JarvanIV,Braum,2015,Spring,blue,Jungle,Support,4,0
21,RekSai,Leona,2015,Spring,blue,Jungle,Support,12,8
22,LeeSin,Annie,2015,Spring,blue,Jungle,Support,9,5
23,RekSai,Annie,2015,Spring,blue,Jungle,Support,13,6
24,Nidalee,Veigar,2015,Spring,blue,Jungle,Support,1,1
25,RekSai,Braum,2015,Spring,blue,Jungle,Support,6,3
26,RekSai,Veigar,2015,Spring,blue,Jungle,Support,2,2
27,Nidalee,Morgana,2015,Spring,blue,Jungle,Support,3,2
28,LeeSin,Leona,2015,Spring,blue,Jungle,Support,10,6
29,Nidalee,Braum,2015,Spring,blue,Jungle,Support,1,0
30,Sejuani,Janna,2015,Spring,blue,Jungle,Support,16,7
31,JarvanIV,Leona,2015,Spring,blue,Jungle,Support,12,5
32,Sejuani,Morgana,2015,Spring,blue,Jungle,Support,4,2
33,Nidalee,Annie,2015,Spring,blue,Jungle,Support,8,6
34,Gragas,Leona,2015,Spring,blue,Jungle,Support,2,1
35,RekSai,Lulu,2015,Spring,blue,Jungle,Support,8,4
36,Zac,Janna,2015,Spring,blue,Jungle,Support,2,0
37,Sejuani,Thresh,2015,Spring,blue,Jungle,Support,12,11
38,Nidalee,Thresh,2015,Spring,blue,Jungle,Support,6,5
39,Gragas,Alistar,2015,Spring,blue,Jungle,Support,1,0
40,Nunu,Morgana,2015,Spring,blue,Jungle,Support,3,1
41,Nidalee,Nautilus,2015,Spring,blue,Jungle,Support,2,2
42,RekSai,Nautilus,2015,Spring,blue,Jungle,Support,3,0
43,LeeSin,Lulu,2015,Spring,blue,Jungle,Support,2,1
44,Vi,Nautilus,2015,Spring,blue,Jungle,Support,1,1
45,Zac,Thresh,2015,Spring,blue,Jungle,Support,1,0
46,Nunu,Thresh,2015,Spring,blue,Jungle,Support,4,2
47,RekSai,Alistar,2015,Spring,blue,Jungle,Support,4,3
48,Zac,Morgana,2015,Spring,blue,Jungle,Support,1,1
49,LeeSin,Nautilus,2015,Spring,blue,Jungle,Support,3,1
50,Nunu,Janna,2015,Spring,blue,Jungle,Support,5,3
51,JarvanIV,Alistar,2015,Spring,blue,Jungle,Support,2,1
52,Gragas,Morgana,2015,Spring,blue,Jungle,Support,2,0
53,Nunu,Alistar,2015,Spring,blue,Jungle,Support,7,5
54,Sejuani,Nautilus,2015,Spring,blue,Jungle,Support,5,3
55,Gragas,Nautilus,2015,Spring,blue,Jungle,Support,6,5
56,Nidalee,Janna,2015,Spring,blue,Jungle,Support,8,6
57,Nunu,Nautilus,2015,Spring,blue,Jungle,Support,6,2
58,Gragas,Thresh,2015,Spring,blue,Jungle,Support,8,5
59,Gragas,Nami,2015,Spring,blue,Jungle,Support,2,1
60,Sejuani,Kennen,2015,Spring,blue,Jungle,Support,3,3
61,Zac,Nautilus,2015,Spring,blue,Jungle,Support,1,0
62,Elise,Thresh,2015,Spring,blue,Jungle,Support,5,3
63,JarvanIV,Lulu,2015,Spring,blue,Jungle,Support,4,3
64,Olaf,Annie,2015,Spring,blue,Jungle,Support,1,1
65,RekSai,Blitzcrank,2015,Spring,blue,Jungle,Support,1,1
66,Elise,Leona,2015,Spring,blue,Jungle,Support,2,0
67,Olaf,Thresh,2015,Spring,blue,Jungle,Support,2,0
68,LeeSin,Blitzcrank,2015,Spring,blue,Jungle,Support,2,1
69,Nidalee,Leona,2015,Spring,blue,Jungle,Support,2,1
70,Nidalee,Lulu,2015,Spring,blue,Jungle,Support,2,1
71,LeeSin,Thresh,2015,Spring,blue,Jungle,Support,17,8
72,Hecarim,Lulu,2015,Spring,blue,Jungle,Support,1,0
73,Sejuani,Lulu,2015,Spring,blue,Jungle,Support,1,0
74,Nunu,Annie,2015,Spring,blue,Jungle,Support,5,2
75,Sejuani,Nami,2015,Spring,blue,Jungle,Support,3,2
76,Sejuani,Braum,2015,Spring,blue,Jungle,Support,1,0
77,Udyr,Morgana,2015,Spring,blue,Jungle,Support,4,4
78,Shaco,Thresh,2015,Spring,blue,Jungle,Support,1,1
79,Gragas,Annie,2015,Spring,blue,Jungle,Support,4,3
80,Sion,Morgana,2015,Spring,blue,Jungle,Support,1,0
81,Khazix,Braum,2015,Spring,blue,Jungle,Support,6,2
82,Pantheon,Thresh,2015,Spring,blue,Jungle,Support,3,2
83,Rengar,Morgana,2015,Spring,blue,Jungle,Support,1,0
84,LeeSin,Braum,2015,Spring,blue,Jungle,Support,4,2
85,LeeSin,Morgana,2015,Spring,blue,Jungle,Support,6,3
86,Rengar,Thresh,2015,Spring,blue,Jungle,Support,1,0
87,LeeSin,Veigar,2015,Spring,blue,Jungle,Support,1,0
88,JarvanIV,Karma,2015,Spring,blue,Jungle,Support,2,2
89,Khazix,Leona,2015,Spring,blue,Jungle,Support,1,0
90,JarvanIV,Veigar,2015,Spring,blue,Jungle,Support,2,2
91,Vi,Leona,2015,Spring,blue,Jungle,Support,1,1
92,LeeSin,Irelia,2015,Spring,blue,Jungle,Support,1,0
93,Nidalee,Nami,2015,Spring,blue,Jungle,Support,3,0
94,Sejuani,Alistar,2015,Spring,blue,Jungle,Support,4,3
95,Gragas,Janna,2015,Spring,blue,Jungle,Support,4,2
96,RekSai,Kennen,2015,Spring,blue,Jungle,Support,1,0
97,Nautilus,Kennen,2015,Spring,blue,Jungle,Support,1,0
98,LeeSin,Sona,2015,Spring,blue,Jungle,Support,2,0
99,Nunu,Nami,2015,Spring,blue,Jungle,Support,2,0
100,Vi,Lulu,2015,Spring,blue,Jungle,Support,1,0
101,JarvanIV,Nautilus,2015,Spring,blue,Jungle,Support,1,0
102,Olaf,Nami,2015,Spring,blue,Jungle,Support,2,1
103,Pantheon,Morgana,2015,Spring,blue,Jungle,Support,2,0
104,Pantheon,Janna,2015,Spring,blue,Jungle,Support,1,0
105,JarvanIV,Blitzcrank,2015,Spring,blue,Jungle,Support,1,0
106,Olaf,Janna,2015,Spring,blue,Jungle,Support,1,1
107,Vi,Soraka,2015,Spring,blue,Jungle,Support,1,0
108,JarvanIV,Soraka,2015,Spring,blue,Jungle,Support,2,1
109,Darius,Blitzcrank,2015,Spring,blue,Jungle,Support,1,0
110,RekSai,Velkoz,2015,Spring,blue,Jungle,Support,1,0
111,Zac,Nami,2015,Spring,blue,Jungle,Support,1,1
112,Nautilus,Lulu,2015,Spring,blue,Jungle,Support,1,1
113,Amumu,Nami,2015,Spring,blue,Jungle,Support,1,0
114,Sion,Thresh,2015,Spring,blue,Jungle,Support,1,1
115,Sejuani,Bard,2015,Spring,blue,Jungle,Support,1,0
116,Nautilus,Thresh,2015,Spring,blue,Jungle,Support,1,1
117,Rengar,Lulu,2015,Spring,blue,Jungle,Support,1,0
118,Elise,Braum,2015,Spring,blue,Jungle,Support,2,1
119,Khazix,Alistar,2015,Spring,blue,Jungle,Support,2,2
120,Elise,Nami,2015,Spring,blue,Jungle,Support,2,0
121,Khazix,Nami,2015,Spring,blue,Jungle,Support,6,3
122,Khazix,Thresh,2015,Spring,blue,Jungle,Support,2,2
123,Nocturne,Janna,2015,Spring,blue,Jungle,Support,1,1
124,Khazix,Janna,2015,Spring,blue,Jungle,Support,3,2
125,Rammus,Braum,2015,Spring,blue,Jungle,Support,1,0
126,Nocturne,Braum,2015,Spring,blue,Jungle,Support,1,1
127,Karthus,Thresh,2015,Spring,blue,Jungle,Support,1,1
128,Karthus,Janna,2015,Spring,blue,Jungle,Support,1,0
129,Elise,Janna,2015,Spring,blue,Jungle,Support,2,0
130,LeeSin,Soraka,2015,Spring,blue,Jungle,Support,1,1
131,Lulu,Janna,2015,Spring,blue,Jungle,Support,1,0
132,Khazix,Zilean,2015,Spring,blue,Jungle,Support,1,1
133,Syndra,DrMundo,2015,Spring,blue,Jungle,Support,1,0
134,Jax,Thresh,2015,Spring,blue,Jungle,Support,1,0
135,JarvanIV,Sona,2015,Spring,blue,Jungle,Support,2,1
136,Khazix,Sona,2015,Spring,blue,Jungle,Support,2,1
137,Rammus,Nami,2015,Spring,blue,Jungle,Support,1,1
138,Rengar,Nami,2015,Spring,blue,Jungle,Support,1,0
139,Elise,Alistar,2015,Spring,blue,Jungle,Support,2,2
140,Pantheon,Sona,2015,Spring,blue,Jungle,Support,2,0
0,Jinx,Janna,2015,Spring,blue,ADC,Support,8,5
1,Caitlyn,Leona,2015,Spring,blue,ADC,Support,1,0
2,Sivir,Annie,2015,Spring,blue,ADC,Support,19,15
3,Sivir,Thresh,2015,Spring,blue,ADC,Support,28,15
4,Tristana,Janna,2015,Spring,blue,ADC,Support,6,4
5,Corki,Janna,2015,Spring,blue,ADC,Support,32,15
6,Caitlyn,Annie,2015,Spring,blue,ADC,Support,6,5
7,KogMaw,Janna,2015,Spring,blue,ADC,Support,5,2
8,Sivir,Nami,2015,Spring,blue,ADC,Support,5,4
9,Corki,Morgana,2015,Spring,blue,ADC,Support,13,7
10,Graves,Morgana,2015,Spring,blue,ADC,Support,9,5
11,Kalista,Annie,2015,Spring,blue,ADC,Support,11,7
12,Caitlyn,Morgana,2015,Spring,blue,ADC,Support,6,4
13,KogMaw,Nami,2015,Spring,blue,ADC,Support,9,3
14,Tristana,Morgana,2015,Spring,blue,ADC,Support,5,2
15,Sivir,Janna,2015,Spring,blue,ADC,Support,25,14
16,Kalista,Morgana,2015,Spring,blue,ADC,Support,5,3
17,Graves,Annie,2015,Spring,blue,ADC,Support,14,7
18,Corki,Thresh,2015,Spring,blue,ADC,Support,23,14
19,Vayne,Nami,2015,Spring,blue,ADC,Support,2,1
20,Sivir,Alistar,2015,Spring,blue,ADC,Support,7,6
21,Vayne,Annie,2015,Spring,blue,ADC,Support,2,0
22,Kalista,Thresh,2015,Spring,blue,ADC,Support,23,17
23,Draven,Thresh,2015,Spring,blue,ADC,Support,1,0
24,Graves,Braum,2015,Spring,blue,ADC,Support,3,1
25,Graves,Leona,2015,Spring,blue,ADC,Support,12,6
26,Jinx,Morgana,2015,Spring,blue,ADC,Support,7,5
27,Graves,Thresh,2015,Spring,blue,ADC,Support,19,13
28,Corki,Annie,2015,Spring,blue,ADC,Support,12,7
29,Corki,Veigar,2015,Spring,blue,ADC,Support,2,2
30,Lucian,Morgana,2015,Spring,blue,ADC,Support,8,2
31,Corki,Braum,2015,Spring,blue,ADC,Support,6,3
32,Graves,Janna,2015,Spring,blue,ADC,Support,21,10
33,Graves,Nami,2015,Spring,blue,ADC,Support,5,2
34,Graves,Veigar,2015,Spring,blue,ADC,Support,3,3
35,Tristana,Braum,2015,Spring,blue,ADC,Support,2,1
36,Sivir,Morgana,2015,Spring,blue,ADC,Support,9,8
37,Corki,Leona,2015,Spring,blue,ADC,Support,15,7
38,Jinx,Braum,2015,Spring,blue,ADC,Support,2,0
39,Lucian,Leona,2015,Spring,blue,ADC,Support,3,1
40,Kalista,Janna,2015,Spring,blue,ADC,Support,11,5
41,Lucian,Lulu,2015,Spring,blue,ADC,Support,6,3
42,Lucian,Janna,2015,Spring,blue,ADC,Support,21,14
43,KogMaw,Alistar,2015,Spring,blue,ADC,Support,2,0
44,Caitlyn,Nautilus,2015,Spring,blue,ADC,Support,1,1
45,Twitch,Nautilus,2015,Spring,blue,ADC,Support,1,0
46,Sivir,Lulu,2015,Spring,blue,ADC,Support,5,1
47,Lucian,Nautilus,2015,Spring,blue,ADC,Support,5,3
48,Kalista,Alistar,2015,Spring,blue,ADC,Support,2,1
49,Draven,Morgana,2015,Spring,blue,ADC,Support,3,1
50,Sivir,Nautilus,2015,Spring,blue,ADC,Support,7,5
51,Urgot,Nautilus,2015,Spring,blue,ADC,Support,7,3
52,Sivir,Leona,2015,Spring,blue,ADC,Support,11,6
53,Twitch,Thresh,2015,Spring,blue,ADC,Support,1,1
54,Vayne,Janna,2015,Spring,blue,ADC,Support,4,2
55,Jinx,Nami,2015,Spring,blue,ADC,Support,2,1
56,Corki,Kennen,2015,Spring,blue,ADC,Support,1,1
57,Draven,Annie,2015,Spring,blue,ADC,Support,1,1
58,Graves,Lulu,2015,Spring,blue,ADC,Support,4,4
59,Ezreal,Lulu,2015,Spring,blue,ADC,Support,1,0
60,Graves,Blitzcrank,2015,Spring,blue,ADC,Support,1,1
61,Kalista,Leona,2015,Spring,blue,ADC,Support,2,1
62,Caitlyn,Nami,2015,Spring,blue,ADC,Support,5,0
63,Caitlyn,Lulu,2015,Spring,blue,ADC,Support,1,0
64,Kalista,Blitzcrank,2015,Spring,blue,ADC,Support,2,1
65,Jinx,Thresh,2015,Spring,blue,ADC,Support,9,6
66,Kalista,Lulu,2015,Spring,blue,ADC,Support,1,1
67,Corki,Nami,2015,Spring,blue,ADC,Support,14,9
68,Kalista,Nami,2015,Spring,blue,ADC,Support,1,1
69,Lucian,Nami,2015,Spring,blue,ADC,Support,10,6
70,Urgot,Janna,2015,Spring,blue,ADC,Support,1,1
71,Lucian,Thresh,2015,Spring,blue,ADC,Support,12,5
72,KogMaw,Annie,2015,Spring,blue,ADC,Support,1,0
73,Ezreal,Thresh,2015,Spring,blue,ADC,Support,3,1
74,Tristana,Nami,2015,Spring,blue,ADC,Support,6,1
75,Corki,Lulu,2015,Spring,blue,ADC,Support,2,0
76,KogMaw,Morgana,2015,Spring,blue,ADC,Support,3,1
77,Urgot,Thresh,2015,Spring,blue,ADC,Support,3,3
78,Urgot,Alistar,2015,Spring,blue,ADC,Support,5,4
79,Jinx,Nautilus,2015,Spring,blue,ADC,Support,2,0
80,Lucian,Annie,2015,Spring,blue,ADC,Support,1,1
81,Corki,Alistar,2015,Spring,blue,ADC,Support,2,2
82,Kalista,Braum,2015,Spring,blue,ADC,Support,1,0
83,Twitch,Morgana,2015,Spring,blue,ADC,Support,1,0
84,Sivir,Braum,2015,Spring,blue,ADC,Support,5,1
85,Sivir,Veigar,2015,Spring,blue,ADC,Support,1,0
86,Ezreal,Janna,2015,Spring,blue,ADC,Support,7,4
87,Sivir,Karma,2015,Spring,blue,ADC,Support,1,1
88,Caitlyn,Janna,2015,Spring,blue,ADC,Support,6,4
89,Draven,Janna,2015,Spring,blue,ADC,Support,1,0
90,Ezreal,Leona,2015,Spring,blue,ADC,Support,2,2
91,KogMaw,Thresh,2015,Spring,blue,ADC,Support,4,2
92,Kalista,Irelia,2015,Spring,blue,ADC,Support,1,0
93,Kalista,Nautilus,2015,Spring,blue,ADC,Support,3,2
94,Twitch,Alistar,2015,Spring,blue,ADC,Support,1,0
95,Kalista,Kennen,2015,Spring,blue,ADC,Support,1,1
96,Graves,Kennen,2015,Spring,blue,ADC,Support,2,0
97,Ezreal,Braum,2015,Spring,blue,ADC,Support,2,0
98,Graves,Sona,2015,Spring,blue,ADC,Support,1,0
99,Tristana,Thresh,2015,Spring,blue,ADC,Support,3,1
100,Corki,Karma,2015,Spring,blue,ADC,Support,1,1
101,Urgot,Kennen,2015,Spring,blue,ADC,Support,1,1
102,Graves,Nautilus,2015,Spring,blue,ADC,Support,1,0
103,Urgot,Leona,2015,Spring,blue,ADC,Support,1,0
104,Corki,Nautilus,2015,Spring,blue,ADC,Support,1,0
105,Graves,Soraka,2015,Spring,blue,ADC,Support,1,0
106,Kalista,Soraka,2015,Spring,blue,ADC,Support,1,1
107,Lucian,Braum,2015,Spring,blue,ADC,Support,5,3
108,Lucian,Blitzcrank,2015,Spring,blue,ADC,Support,2,0
109,Lucian,Velkoz,2015,Spring,blue,ADC,Support,1,0
110,Jinx,Annie,2015,Spring,blue,ADC,Support,2,1
111,Jinx,Lulu,2015,Spring,blue,ADC,Support,1,1
112,Ezreal,Nami,2015,Spring,blue,ADC,Support,2,0
113,Lucian,Alistar,2015,Spring,blue,ADC,Support,1,1
114,Corki,Bard,2015,Spring,blue,ADC,Support,1,0
115,Urgot,Annie,2015,Spring,blue,ADC,Support,1,1
116,Ezreal,Alistar,2015,Spring,blue,ADC,Support,3,3
117,Tristana,Alistar,2015,Spring,blue,ADC,Support,1,1
118,Twitch,Janna,2015,Spring,blue,ADC,Support,1,1
119,Lucian,Soraka,2015,Spring,blue,ADC,Support,1,0
120,Corki,Soraka,2015,Spring,blue,ADC,Support,1,1
121,Corki,Zilean,2015,Spring,blue,ADC,Support,1,1
122,Janna,DrMundo,2015,Spring,blue,ADC,Support,1,0
123,Caitlyn,Sona,2015,Spring,blue,ADC,Support,1,1
124,Corki,Sona,2015,Spring,blue,ADC,Support,3,1
125,Lucian,Sona,2015,Spring,blue,ADC,Support,1,0
126,Sivir,Sona,2015,Spring,blue,ADC,Support,1,0
127,Ezreal,Sona,2015,Spring,blue,ADC,Support,1,0
0,Gnar,Elise,2015,Spring,red,Top,Jungle,3,1
1,Irelia,JarvanIV,2015,Spring,red,Top,Jungle,15,9
2,Sion,LeeSin,2015,Spring,red,Top,Jungle,3,1
3,Gnar,Nunu,2015,Spring,red,Top,Jungle,4,3
4,Sion,RekSai,2015,Spring,red,Top,Jungle,4,1
5,Gnar,JarvanIV,2015,Spring,red,Top,Jungle,25,9
6,Renekton,LeeSin,2015,Spring,red,Top,Jungle,2,0
7,Rumble,Rengar,2015,Spring,red,Top,Jungle,7,2
8,Kassadin,Vi,2015,Spring,red,Top,Jungle,1,1
9,Gnar,Rengar,2015,Spring,red,Top,Jungle,8,5
10,Lulu,LeeSin,2015,Spring,red,Top,Jungle,4,2
11,Gnar,RekSai,2015,Spring,red,Top,Jungle,17,5
12,Sion,JarvanIV,2015,Spring,red,Top,Jungle,9,6
13,Lulu,Rengar,2015,Spring,red,Top,Jungle,3,2
14,Maokai,LeeSin,2015,Spring,red,Top,Jungle,23,10
15,Malphite,JarvanIV,2015,Spring,red,Top,Jungle,2,0
16,Lissandra,JarvanIV,2015,Spring,red,Top,Jungle,10,6
17,Rumble,LeeSin,2015,Spring,red,Top,Jungle,15,6
18,Irelia,Vi,2015,Spring,red,Top,Jungle,4,2
19,Maokai,JarvanIV,2015,Spring,red,Top,Jungle,29,16
20,Rumble,JarvanIV,2015,Spring,red,Top,Jungle,25,9
21,Gnar,LeeSin,2015,Spring,red,Top,Jungle,6,4
22,Maokai,RekSai,2015,Spring,red,Top,Jungle,23,11
23,Maokai,Nidalee,2015,Spring,red,Top,Jungle,8,5
24,Lissandra,Vi,2015,Spring,red,Top,Jungle,4,1
25,Maokai,Vi,2015,Spring,red,Top,Jungle,13,9
26,Swain,JarvanIV,2015,Spring,red,Top,Jungle,1,0
27,Maokai,Nunu,2015,Spring,red,Top,Jungle,4,3
28,DrMundo,LeeSin,2015,Spring,red,Top,Jungle,6,0
29,Kassadin,RekSai,2015,Spring,red,Top,Jungle,3,2
30,Renekton,JarvanIV,2015,Spring,red,Top,Jungle,3,1
31,DrMundo,Nunu,2015,Spring,red,Top,Jungle,1,0
32,Hecarim,Nidalee,2015,Spring,red,Top,Jungle,2,0
33,Renekton,Vi,2015,Spring,red,Top,Jungle,1,0
34,Hecarim,RekSai,2015,Spring,red,Top,Jungle,10,5
35,Irelia,RekSai,2015,Spring,red,Top,Jungle,3,0
36,Morgana,RekSai,2015,Spring,red,Top,Jungle,3,2
37,Maokai,FiddleSticks,2015,Spring,red,Top,Jungle,1,0
38,Kennen,LeeSin,2015,Spring,red,Top,Jungle,5,1
39,Lulu,RekSai,2015,Spring,red,Top,Jungle,5,1
40,Lulu,Vi,2015,Spring,red,Top,Jungle,2,1
41,Rumble,Vi,2015,Spring,red,Top,Jungle,3,3
42,JarvanIV,RekSai,2015,Spring,red,Top,Jungle,1,0
43,Gragas,RekSai,2015,Spring,red,Top,Jungle,4,1
44,Irelia,LeeSin,2015,Spring,red,Top,Jungle,6,2
45,Rumble,Nidalee,2015,Spring,red,Top,Jungle,1,1
46,Hecarim,Zac,2015,Spring,red,Top,Jungle,2,1
47,Gragas,Vi,2015,Spring,red,Top,Jungle,1,1
48,Hecarim,Sejuani,2015,Spring,red,Top,Jungle,7,6
49,Kennen,RekSai,2015,Spring,red,Top,Jungle,5,2
50,Lulu,Nunu,2015,Spring,red,Top,Jungle,8,3
51,Kennen,Sejuani,2015,Spring,red,Top,Jungle,1,1
52,Rumble,Sejuani,2015,Spring,red,Top,Jungle,7,3
53,Renekton,RekSai,2015,Spring,red,Top,Jungle,2,1
54,Lulu,Nidalee,2015,Spring,red,Top,Jungle,3,3
55,Sion,Zac,2015,Spring,red,Top,Jungle,1,1
56,Lissandra,Gragas,2015,Spring,red,Top,Jungle,1,0
57,Lulu,Sejuani,2015,Spring,red,Top,Jungle,2,1
58,Hecarim,Vi,2015,Spring,red,Top,Jungle,3,1
59,Vladimir,Sejuani,2015,Spring,red,Top,Jungle,1,0
60,Morgana,Vi,2015,Spring,red,Top,Jungle,2,0
61,Vladimir,Vi,2015,Spring,red,Top,Jungle,1,1
62,Sion,Sejuani,2015,Spring,red,Top,Jungle,2,2
63,Maokai,Sejuani,2015,Spring,red,Top,Jungle,11,6
64,Sion,Nunu,2015,Spring,red,Top,Jungle,1,0
65,Maokai,Gragas,2015,Spring,red,Top,Jungle,7,6
66,Shyvana,Nunu,2015,Spring,red,Top,Jungle,1,1
67,Lulu,Gragas,2015,Spring,red,Top,Jungle,2,1
68,Sion,Gragas,2015,Spring,red,Top,Jungle,6,4
69,Vladimir,RekSai,2015,Spring,red,Top,Jungle,3,1
70,Shyvana,Gragas,2015,Spring,red,Top,Jungle,5,1
71,Hecarim,Nunu,2015,Spring,red,Top,Jungle,5,2
72,Lissandra,Rengar,2015,Spring,red,Top,Jungle,2,2
73,Renekton,Olaf,2015,Spring,red,Top,Jungle,1,0
74,Sion,Elise,2015,Spring,red,Top,Jungle,1,0
75,Lissandra,LeeSin,2015,Spring,red,Top,Jungle,7,1
76,Gnar,Hecarim,2015,Spring,red,Top,Jungle,1,0
77,Irelia,Rengar,2015,Spring,red,Top,Jungle,3,1
78,Gnar,Aatrox,2015,Spring,red,Top,Jungle,1,1
79,Rumble,Olaf,2015,Spring,red,Top,Jungle,1,1
80,Rumble,RekSai,2015,Spring,red,Top,Jungle,8,3
81,Maokai,Rengar,2015,Spring,red,Top,Jungle,2,1
82,Gnar,Nidalee,2015,Spring,red,Top,Jungle,4,1
83,Fizz,Nidalee,2015,Spring,red,Top,Jungle,1,1
84,Fizz,JarvanIV,2015,Spring,red,Top,Jungle,2,0
85,Azir,JarvanIV,2015,Spring,red,Top,Jungle,1,1
86,Morgana,JarvanIV,2015,Spring,red,Top,Jungle,4,2
87,Renekton,Nidalee,2015,Spring,red,Top,Jungle,1,1
88,Lissandra,RekSai,2015,Spring,red,Top,Jungle,3,1
89,Kennen,Evelynn,2015,Spring,red,Top,Jungle,1,0
90,Poppy,LeeSin,2015,Spring,red,Top,Jungle,2,1
91,Maokai,Sion,2015,Spring,red,Top,Jungle,1,1
92,Maokai,Olaf,2015,Spring,red,Top,Jungle,2,1
93,Lissandra,Sejuani,2015,Spring,red,Top,Jungle,1,0
94,Kennen,Fizz,2015,Spring,red,Top,Jungle,1,0
95,JarvanIV,Sejuani,2015,Spring,red,Top,Jungle,1,1
96,Morgana,Nidalee,2015,Spring,red,Top,Jungle,2,1
97,Trundle,LeeSin,2015,Spring,red,Top,Jungle,1,1
98,Irelia,Nidalee,2015,Spring,red,Top,Jungle,3,1
99,Yorick,Nunu,2015,Spring,red,Top,Jungle,1,0
100,Hecarim,Nautilus,2015,Spring,red,Top,Jungle,1,0
101,Shen,Gragas,2015,Spring,red,Top,Jungle,1,1
102,LeeSin,Nunu,2015,Spring,red,Top,Jungle,1,1
103,Diana,Gragas,2015,Spring,red,Top,Jungle,1,0
104,Sion,Udyr,2015,Spring,red,Top,Jungle,1,0
105,Maokai,Gnar,2015,Spring,red,Top,Jungle,1,1
106,Shyvana,RekSai,2015,Spring,red,Top,Jungle,2,1
107,Shyvana,LeeSin,2015,Spring,red,Top,Jungle,2,1
108,Irelia,Udyr,2015,Spring,red,Top,Jungle,1,0
109,Shyvana,Sejuani,2015,Spring,red,Top,Jungle,1,0
110,Hecarim,Gragas,2015,Spring,red,Top,Jungle,6,2
111,Gnar,Gragas,2015,Spring,red,Top,Jungle,5,4
112,Gnar,Sejuani,2015,Spring,red,Top,Jungle,6,2
113,Irelia,Sejuani,2015,Spring,red,Top,Jungle,1,0
114,DrMundo,JarvanIV,2015,Spring,red,Top,Jungle,4,1
115,Jayce,Elise,2015,Spring,red,Top,Jungle,2,0
116,Gnar,Pantheon,2015,Spring,red,Top,Jungle,1,1
117,Kassadin,Rengar,2015,Spring,red,Top,Jungle,1,1
118,Kassadin,LeeSin,2015,Spring,red,Top,Jungle,3,2
119,DrMundo,RekSai,2015,Spring,red,Top,Jungle,5,3
120,Rengar,LeeSin,2015,Spring,red,Top,Jungle,1,0
121,Morgana,LeeSin,2015,Spring,red,Top,Jungle,1,0
122,Hecarim,JarvanIV,2015,Spring,red,Top,Jungle,4,0
123,Hecarim,LeeSin,2015,Spring,red,Top,Jungle,5,0
124,Lulu,JarvanIV,2015,Spring,red,Top,Jungle,1,0
125,Morgana,Nunu,2015,Spring,red,Top,Jungle,1,0
126,Vladimir,JarvanIV,2015,Spring,red,Top,Jungle,1,0
127,Kennen,JarvanIV,2015,Spring,red,Top,Jungle,2,2
128,Gnar,DrMundo,2015,Spring,red,Top,Jungle,1,1
129,Rumble,Nautilus,2015,Spring,red,Top,Jungle,1,0
130,Fizz,Sejuani,2015,Spring,red,Top,Jungle,1,1
131,Trundle,RekSai,2015,Spring,red,Top,Jungle,1,0
132,Rumble,Nunu,2015,Spring,red,Top,Jungle,3,1
