,CHAMP1_x,Team_x,CHAMP2_x,Year_x,CHAMP1_y,CHAMP2_y,Partidas_x,bResult
0,Irelia,blue,RekSai,2015,Fighter/Tank/,Mage/Fighter/,1,1
1,Gnar,blue,Rengar,2015,Fighter/Assassin/,Tank/Fighter/,1,0
2,Renekton,blue,Rengar,2015,Tank/Fighter/,Fighter/Assassin/,1,1
3,Irelia,blue,JarvanIV,2015,Fighter/Tank/,Tank/Fighter/,1,0
4,Gnar,blue,JarvanIV,2015,Tank/Fighter/,Fighter/,1,1
5,Kassadin,blue,Rengar,2015,Fighter/Tank/,Tank/Fighter/,1,0
6,Irelia,blue,JarvanIV,2015,Fighter/Tank/,Fighter/Assassin/,2,1
7,Renekton,blue,JarvanIV,2015,Fighter/Mage/,Assassin/Fighter/,1,1
8,Sion,blue,RekSai,2015,Assassin/Mage/,Fighter/Assassin/,1,0
9,Irelia,blue,Nocturne,2015,Fighter/Tank/,Assassin/Fighter/,1,1
10,Gnar,blue,JarvanIV,2015,Support/Mage/,Fighter/Assassin/,1,1
11,Jax,blue,JarvanIV,2015,Fighter/Tank/,Fighter/,1,1
12,Irelia,blue,Vi,2015,Fighter/Tank/,Tank/Fighter/,1,1
13,Lulu,blue,LeeSin,2015,Tank/Fighter/,Tank/Fighter/,1,0
14,Maokai,blue,JarvanIV,2015,Support/Mage/,Assassin/Fighter/,1,1
15,Rumble,blue,Vi,2015,Fighter/Tank/,Fighter/,1,1
16,Gnar,blue,JarvanIV,2015,Tank/Mage/,Fighter/Assassin/,2,0
17,Lissandra,blue,JarvanIV,2015,Fighter/Tank/,Tank/Fighter/,2,2
18,Gnar,blue,LeeSin,2015,Tank/Fighter/,Tank/Fighter/,2,2
19,Sion,blue,Rengar,2015,Mage/,Tank/Fighter/,1,0
20,Lulu,blue,RekSai,2015,Fighter/Mage/,Fighter/Assassin/,1,0
21,Maokai,blue,Vi,2015,Fighter/Assassin/,Tank/Fighter/,1,1
22,RekSai,blue,Vi,2015,Tank/Mage/,Fighter/Assassin/,1,0
23,Lissandra,blue,RekSai,2015,Tank/Fighter/,Tank/Fighter/,1,1
24,Gnar,blue,JarvanIV,2015,Fighter/Assassin/,Fighter/Assassin/,2,0
25,Rumble,blue,Vi,2015,Tank/Mage/,Tank/Fighter/,1,1
26,Lissandra,blue,LeeSin,2015,Fighter/Assassin/,Fighter/Assassin/,1,1
27,Maokai,blue,Vi,2015,Fighter/Mage/,Tank/Fighter/,2,0
28,Jax,blue,RekSai,2015,Fighter/Tank/,Fighter/Assassin/,1,1
29,Sion,blue,Vi,2015,Tank/Mage/,Fighter/Assassin/,1,1
30,Irelia,blue,RekSai,2015,Tank/Fighter/,Tank/Fighter/,1,0
31,Lissandra,blue,Vi,2015,Tank/Mage/,Fighter/,1,1
32,Gnar,blue,JarvanIV,2015,Tank/Mage/,Assassin/Fighter/,1,0
33,Maokai,blue,RekSai,2015,Fighter/Mage/,Tank/Fighter/,3,1
34,Maokai,blue,JarvanIV,2015,Mage/,Fighter/Assassin/,3,2
35,Lissandra,blue,RekSai,2015,Tank/Mage/,Fighter/Assassin/,1,1
36,Rumble,blue,Vi,2015,Fighter/Tank/,Tank/Fighter/,2,2
37,Gnar,blue,Vi,2015,Tank/Fighter/,Tank/Fighter/,1,0
38,Maokai,blue,Vi,2015,Mage/Fighter/,Tank/Fighter/,1,1
39,Renekton,blue,LeeSin,2015,Tank/Mage/,Fighter/Assassin/,1,1
40,Fizz,blue,RekSai,2015,Tank/Mage/,Fighter/Assassin/,2,0
41,Gnar,blue,RekSai,2015,Tank/Mage/,Tank/Fighter/,3,0
42,Maokai,blue,Nidalee,2015,Fighter/Tank/,Fighter/Assassin/,3,2
43,Rumble,blue,RekSai,2015,Tank/Mage/,Fighter/Assassin/,3,2
44,Maokai,blue,Vi,2015,Assassin/Mage/,Fighter/,1,1
45,Rumble,blue,RekSai,2015,Tank/Mage/,Tank/Fighter/,7,5
46,Irelia,blue,RekSai,2015,Fighter/Mage/,Tank/Fighter/,1,1
47,Sion,blue,RekSai,2015,Fighter/Tank/,Tank/Fighter/,1,0
48,Maokai,blue,RekSai,2015,Fighter/Assassin/,Tank/Fighter/,2,1
49,Morgana,blue,RekSai,2015,Fighter/Tank/,Tank/Fighter/,1,1
50,Gnar,blue,JarvanIV,2015,Tank/Mage/,Fighter/,4,2
51,Fizz,blue,RekSai,2015,Tank/Mage/,Tank/Fighter/,1,1
52,Kennen,blue,RekSai,2015,Fighter/Tank/,Assassin/Fighter/,2,2
53,Maokai,blue,RekSai,2015,Fighter/Tank/,Fighter/Assassin/,4,3
54,Maokai,blue,JarvanIV,2015,Fighter/Tank/,Fighter/,3,2
55,Maokai,blue,RekSai,2015,Fighter/Mage/,Assassin/Fighter/,1,1
56,Maokai,blue,Nidalee,2015,Fighter/Tank/,Tank/Fighter/,2,2
57,Morgana,blue,LeeSin,2015,Fighter/Assassin/,Fighter/,1,1
58,Rumble,blue,Nidalee,2015,Mage/Support/,Fighter/,1,0
59,Gragas,blue,RekSai,2015,Tank/Mage/,Mage/Support/,1,1
60,Rumble,blue,Vi,2015,Mage/Marksman/,Fighter/Assassin/,1,1
61,Lissandra,blue,Sejuani,2015,Fighter/Tank/,Fighter/,1,0
62,Kennen,blue,JarvanIV,2015,Support/Mage/,Fighter/,1,0
63,Kennen,blue,LeeSin,2015,Support/Mage/,Fighter/Assassin/,1,1
64,Kennen,blue,JarvanIV,2015,Fighter/Mage/,Fighter/Assassin/,1,0
65,Lissandra,blue,Sejuani,2015,Tank/Fighter/,Fighter/,1,1
66,Rumble,blue,Nidalee,2015,Fighter/Mage/,Fighter/,1,1
67,Kennen,blue,JarvanIV,2015,Tank/Mage/,Fighter/Assassin/,1,0
68,Kennen,blue,Vi,2015,Fighter/Assassin/,Fighter/Assassin/,1,1
69,Irelia,blue,Gragas,2015,Fighter/Mage/,Assassin/Fighter/,1,0
70,DrMundo,blue,RekSai,2015,Tank/Mage/,Fighter/Assassin/,3,0
71,DrMundo,blue,RekSai,2015,Tank/Mage/,Tank/Fighter/,1,0
72,Sion,blue,Vi,2015,Fighter/Tank/,Tank/Fighter/,1,1
73,Lulu,blue,Sejuani,2015,Fighter/Mage/,Fighter/Assassin/,1,0
74,Sion,blue,Zac,2015,Fighter/Tank/,Tank/Fighter/,1,0
75,Lulu,blue,Sejuani,2015,Mage/Marksman/,Fighter/,1,1
76,Vladimir,blue,Sejuani,2015,Tank/Mage/,Tank/Fighter/,1,1
77,Hecarim,blue,Nidalee,2015,Support/Mage/,Tank/Fighter/,1,1
78,Lissandra,blue,Gragas,2015,Support/Mage/,Tank/Fighter/,1,0
79,Irelia,blue,Nunu,2015,Mage/Marksman/,Tank/Fighter/,1,0
80,Sion,blue,Nidalee,2015,Fighter/Tank/,Fighter/,1,1
81,Sion,blue,RekSai,2015,Support/Mage/,Assassin/Fighter/,1,0
82,Rumble,blue,RekSai,2015,Tank/Fighter/,Tank/Fighter/,1,0
83,Sion,blue,LeeSin,2015,Mage/,Fighter/Mage/,1,1
84,Maokai,blue,Vi,2015,Mage/Marksman/,Fighter/,1,1
85,Kennen,blue,Zac,2015,Fighter/Tank/,Tank/Fighter/,1,0
86,Rumble,blue,Nunu,2015,Fighter/Mage/,Fighter/,1,1
87,Jax,blue,RekSai,2015,Fighter/Mage/,Fighter/Assassin/,1,0
88,Hecarim,blue,RekSai,2015,Support/Mage/,Tank/Fighter/,1,0
89,Maokai,blue,Zac,2015,Fighter/Tank/,Fighter/Assassin/,1,1
90,Rumble,blue,Gragas,2015,Tank/Mage/,Fighter/,7,2
91,Rumble,blue,RekSai,2015,Fighter/Tank/,Fighter/Mage/,7,2
92,Maokai,blue,LeeSin,2015,Fighter/Tank/,Tank/Fighter/,5,4
93,Gnar,blue,RekSai,2015,Fighter/Assassin/,Assassin/Mage/,2,0
94,Hecarim,blue,Nunu,2015,Fighter/Mage/,Tank/Fighter/,1,0
95,Rumble,blue,Nunu,2015,Fighter/Assassin/,Tank/Fighter/,1,1
96,Gnar,blue,Zac,2015,Tank/Mage/,Fighter/,1,1
97,Hecarim,blue,Evelynn,2015,Fighter/Tank/,Tank/Fighter/,2,0
98,Rumble,blue,Sejuani,2015,Fighter/Tank/,Assassin/Mage/,1,1
99,Vladimir,blue,Gragas,2015,Fighter/Tank/,Fighter/Assassin/,1,0
100,Irelia,blue,Gragas,2015,Mage/Fighter/,Fighter/,2,1
101,Ryze,blue,Sejuani,2015,Tank/Mage/,Fighter/,1,0
102,Gnar,blue,RekSai,2015,Fighter/Mage/,Fighter/Assassin/,2,2
103,Maokai,blue,Sejuani,2015,Fighter/Mage/,Fighter/,3,0
104,Ryze,blue,Zac,2015,Fighter/Assassin/,Fighter/Mage/,1,1
105,Maokai,blue,Gragas,2015,Fighter/Mage/,Tank/Fighter/,2,1
106,Maokai,blue,RekSai,2015,Mage/Fighter/,Tank/Fighter/,1,0
107,Maokai,blue,LeeSin,2015,Fighter/Tank/,Fighter/,3,1
108,Rumble,blue,Sejuani,2015,Fighter/Assassin/,Fighter/Mage/,1,0
109,Rumble,blue,RekSai,2015,Fighter/Tank/,Tank/Fighter/,5,4
110,Gnar,blue,RekSai,2015,Fighter/Tank/,Tank/Fighter/,2,1
111,Hecarim,blue,Gragas,2015,Assassin/Fighter/,Fighter/,2,1
112,Hecarim,blue,Ekko,2015,Assassin/Fighter/,Tank/Fighter/,1,1
113,Maokai,blue,LeeSin,2015,Fighter/Tank/,Assassin/Fighter/,4,1
114,Hecarim,blue,JarvanIV,2015,Assassin/Fighter/,Fighter/Mage/,1,0
115,Maokai,blue,Gragas,2015,Assassin/Fighter/,Tank/Fighter/,1,1
116,Rumble,blue,RekSai,2015,Mage/Tank/,Fighter/Mage/,1,1
117,Rumble,blue,LeeSin,2015,Fighter/Tank/,Tank/Fighter/,3,0
118,Maokai,blue,RekSai,2015,Fighter/Mage/,Fighter/Mage/,4,3
119,Gnar,blue,Nunu,2015,Fighter/Tank/,Fighter/,2,1
120,Hecarim,blue,XinZhao,2015,Assassin/Fighter/,Fighter/,1,1
121,Rumble,blue,Sejuani,2015,Fighter/Tank/,Fighter/,2,1
122,Ekko,blue,RekSai,2015,Fighter/Tank/,Fighter/Mage/,2,2
123,Rumble,blue,Sejuani,2015,Tank/Mage/,Assassin/Fighter/,1,1
124,Rumble,blue,Gragas,2015,Fighter/Assassin/,Assassin/Mage/,1,1
125,Rumble,blue,XinZhao,2015,Fighter/Tank/,Fighter/,1,0
126,Gnar,blue,RekSai,2015,Assassin/Fighter/,Assassin/Fighter/,2,1
127,Hecarim,blue,RekSai,2015,Fighter/Mage/,Fighter/Mage/,1,0
128,Rumble,blue,Sejuani,2015,Tank/Fighter/,Fighter/,1,0
129,Maokai,blue,Nocturne,2015,Fighter/Mage/,Assassin/Mage/,1,0
130,Sion,blue,Ekko,2015,Fighter/Tank/,Assassin/Mage/,1,1
131,Gnar,blue,JarvanIV,2015,Tank/,Assassin/Fighter/,1,1
132,Fizz,blue,RekSai,2015,Fighter/Tank/,Assassin/Fighter/,2,2
133,Hecarim,blue,RekSai,2015,Fighter/Mage/,Tank/Fighter/,2,2
134,Hecarim,blue,Gragas,2015,Fighter/Tank/,Fighter/,1,1
135,Maokai,blue,LeeSin,2015,Fighter/Mage/,Assassin/Fighter/,1,1
136,Rumble,blue,JarvanIV,2015,Fighter/Tank/,Assassin/Mage/,1,1
137,Vladimir,blue,Gragas,2015,Fighter/Tank/,Fighter/,2,2
138,Shen,blue,RekSai,2015,Tank/Fighter/,Fighter/Tank/,1,1
139,Nautilus,blue,Nidalee,2015,Tank/,Fighter/Mage/,1,1
140,Lulu,blue,Evelynn,2015,Tank/Fighter/,Fighter/Mage/,1,0
141,Fizz,blue,RekSai,2015,Tank/Fighter/,Fighter/Mage/,2,0
142,Rumble,blue,Gragas,2015,Tank/Fighter/,Assassin/Fighter/,1,0
143,Shen,blue,Evelynn,2015,Fighter/Assassin/,Fighter/,1,1
144,Shen,blue,RekSai,2015,Fighter/Mage/,Fighter/Mage/,1,1
145,Rumble,blue,Gragas,2015,Fighter/Tank/,Assassin/Fighter/,2,0
146,Gnar,blue,Gragas,2015,Tank/Mage/,Assassin/Fighter/,1,0
147,Shen,blue,Evelynn,2015,Tank/Mage/,Fighter/,2,1
148,Shen,blue,JarvanIV,2015,Fighter/Mage/,Fighter/Assassin/,1,1
149,Gnar,blue,Gragas,2015,Tank/Mage/,Fighter/,3,1
150,Nautilus,blue,RekSai,2015,Assassin/Fighter/,Fighter/Mage/,1,0
151,Maokai,blue,Nidalee,2015,Fighter/Mage/,Fighter/,2,1
152,Maokai,blue,Gragas,2015,Tank/Fighter/,Fighter/Assassin/,1,1
153,Gnar,blue,LeeSin,2015,Fighter/Mage/,Tank/Fighter/,3,3
154,Irelia,blue,Gragas,2015,Tank/Mage/,Fighter/,1,0
155,Maokai,blue,Rengar,2015,Tank/Fighter/,Fighter/Assassin/,1,1
156,Maokai,blue,Gragas,2015,Tank/Fighter/,Fighter/,1,0
157,Ryze,blue,LeeSin,2015,Tank/Fighter/,Fighter/Mage/,1,1
158,Fizz,blue,Nautilus,2015,Tank/Mage/,Assassin/Mage/,1,1
159,Rumble,blue,Shyvana,2015,Tank/Mage/,Assassin/Mage/,1,1
160,Maokai,blue,Nidalee,2015,Tank/,Fighter/Mage/,1,1
161,Fizz,blue,Gragas,2015,Fighter/Tank/,Fighter/,1,1
162,Shen,blue,Vi,2015,Fighter/Tank/,Fighter/,1,0
163,Rumble,blue,Evelynn,2015,Tank/Mage/,Fighter/Mage/,2,1
164,Maokai,blue,RekSai,2015,Assassin/Fighter/,Fighter/Mage/,1,1
165,Maokai,blue,Nidalee,2015,Mage/Marksman/,Fighter/Mage/,1,0
166,Rumble,blue,RekSai,2015,Tank/Mage/,Fighter/Mage/,5,2
167,Vladimir,blue,Elise,2015,Tank/,Fighter/Assassin/,1,0
168,Fizz,blue,Gragas,2015,Tank/Mage/,Assassin/Fighter/,3,2
169,Shen,blue,RekSai,2015,Fighter/Tank/,Fighter/Mage/,2,1
170,Maokai,blue,Nidalee,2015,Tank/,Assassin/Mage/,1,0
171,Nautilus,blue,Nidalee,2015,Tank/Mage/,Fighter/Mage/,2,0
172,Khazix,blue,Zac,2015,Tank/Mage/,Tank/Fighter/,1,1
173,Riven,blue,Ekko,2015,Tank/Fighter/,Fighter/,1,0
174,Olaf,blue,Gragas,2015,Fighter/Mage/,Fighter/,1,1
175,Shen,blue,Gragas,2015,Fighter/Tank/,Fighter/Tank/,1,0
176,Rumble,blue,Gragas,2015,Assassin/Mage/,Mage/Fighter/,1,0
177,Maokai,blue,Gragas,2015,Fighter/Tank/,Fighter/Assassin/,1,1
178,Shen,blue,Gragas,2015,Tank/Mage/,Fighter/Tank/,1,0
179,Gnar,blue,Nidalee,2015,Tank/Mage/,Assassin/Fighter/,1,1
180,Maokai,blue,Nidalee,2015,Assassin/Fighter/,Tank/Fighter/,1,1
181,Vladimir,blue,LeeSin,2015,Fighter/Mage/,Tank/Fighter/,1,0
182,Lulu,blue,Nunu,2015,Mage/Tank/,Tank/Fighter/,1,1
183,Rumble,blue,JarvanIV,2015,Fighter/Tank/,Tank/Fighter/,2,0
184,Hecarim,blue,LeeSin,2015,Tank/Mage/,Fighter/,2,2
185,Rumble,blue,RekSai,2015,Mage/Support/,Fighter/Assassin/,2,2
186,Shyvana,blue,Nunu,2015,Fighter/Tank/,Fighter/,1,0
187,Maokai,blue,RekSai,2015,Mage/Tank/,Fighter/Assassin/,1,0
188,Hecarim,blue,Gragas,2015,Tank/Fighter/,Tank/Fighter/,2,1
189,Hecarim,blue,Nunu,2015,Tank/Mage/,Tank/Fighter/,1,1
190,Hecarim,blue,Sejuani,2015,Tank/Fighter/,Tank/Fighter/,1,1
191,Lulu,blue,Sejuani,2015,Tank/Mage/,Fighter/Mage/,2,1
192,Hecarim,blue,Gragas,2015,Tank/Mage/,Tank/Fighter/,2,2
193,Lulu,blue,Nidalee,2015,Fighter/Tank/,Tank/Fighter/,1,0
194,Kennen,blue,Nunu,2015,Support/Mage/,Fighter/Mage/,1,0
195,Gnar,blue,LeeSin,2015,Tank/Mage/,Fighter/Mage/,1,0
196,Shyvana,blue,Nunu,2015,Tank/Fighter/,Fighter/Mage/,1,0
197,Gnar,blue,Gragas,2015,Mage/Tank/,Fighter/,1,1
198,Rumble,blue,Sejuani,2015,Mage/Support/,Fighter/,1,1
199,Hecarim,blue,RekSai,2015,Fighter/Tank/,Fighter/Mage/,4,2
200,Sion,blue,Gragas,2015,Fighter/Tank/,Tank/Fighter/,2,1
201,Gnar,blue,Sejuani,2015,Support/Mage/,Tank/Fighter/,1,0
202,Lulu,blue,Gragas,2015,Tank/Mage/,Tank/Fighter/,1,0
203,Maokai,blue,Gragas,2015,Tank/Fighter/,Tank/Fighter/,1,0
204,Maokai,blue,Sejuani,2015,Tank/Fighter/,Fighter/Mage/,1,1
205,Vladimir,blue,Zac,2015,Tank/Mage/,Fighter/Assassin/,1,0
206,Shen,blue,Elise,2015,Fighter/Tank/,Assassin/Fighter/,2,2
207,Gnar,blue,Nidalee,2015,Tank/,Mage/Fighter/,1,0
208,Shen,blue,Elise,2015,Fighter/,Fighter/,1,1
209,Shen,blue,Evelynn,2015,Fighter/Tank/,Assassin/Fighter/,1,0
210,Olaf,blue,Nidalee,2015,Tank/Mage/,Mage/Fighter/,1,1
211,Shen,blue,Evelynn,2015,Fighter/Tank/,Mage/Fighter/,1,0
212,Olaf,blue,Ekko,2015,Tank/,Assassin/Mage/,1,1
213,Gnar,blue,Ekko,2015,Tank/Mage/,Fighter/Assassin/,1,1
214,Gnar,blue,Elise,2015,Tank/Mage/,Assassin/Fighter/,2,0
215,Gnar,blue,Nidalee,2015,Tank/Mage/,Mage/Fighter/,1,1
216,Nautilus,blue,Gragas,2015,Tank/Mage/,Assassin/Mage/,1,1
217,Gnar,blue,Ekko,2015,Tank/Fighter/,Fighter/Mage/,2,2
218,Maokai,blue,Gragas,2015,Mage/Fighter/,Fighter/Assassin/,1,1
219,Shen,blue,Evelynn,2015,Fighter/,Fighter/Mage/,1,1
220,Sion,blue,Gragas,2015,Tank/Fighter/,Mage/Fighter/,1,1
221,Maokai,blue,Evelynn,2015,Tank/Fighter/,Fighter/Mage/,1,0
222,Yasuo,blue,Gragas,2015,Fighter/Tank/,Assassin/Fighter/,1,1
223,Nautilus,blue,Ekko,2015,Fighter/Tank/,Fighter/Mage/,1,0
224,Rumble,blue,Amumu,2015,Fighter/Tank/,Fighter/Mage/,1,0
225,Lulu,blue,Amumu,2015,Fighter/Tank/,Fighter/Mage/,1,0
226,Maokai,blue,Shyvana,2015,Fighter/Tank/,Fighter/Mage/,1,1
227,Maokai,blue,Khazix,2015,Fighter/,Fighter/Mage/,1,1
228,Shen,blue,Elise,2015,Tank/Fighter/,Fighter/Assassin/,1,1
229,Shen,blue,Gragas,2015,Tank/Mage/,Mage/Fighter/,1,1
230,Gnar,blue,Shyvana,2015,Assassin/Fighter/,Mage/Fighter/,1,0
231,Shen,blue,Evelynn,2015,Fighter/Mage/,Fighter/Mage/,1,0
232,Rumble,blue,Gragas,2015,Tank/,Mage/Fighter/,1,1
233,Lulu,blue,Ekko,2015,Tank/Mage/,Mage/Fighter/,1,0
234,Shen,blue,Elise,2015,Fighter/Tank/,Fighter/Mage/,1,0
235,Gnar,blue,Gragas,2015,Fighter/Mage/,Assassin/Fighter/,4,0
236,Sion,blue,Nidalee,2015,Support/Mage/,Fighter/,1,1
237,DrMundo,blue,Elise,2016,Fighter/Assassin/,Fighter/,1,0
238,Ryze,blue,LeeSin,2016,Tank/Mage/,Fighter/,1,0
239,Malphite,blue,Kindred,2016,Fighter/Assassin/,Fighter/Assassin/,1,0
240,DrMundo,blue,RekSai,2016,Fighter/Tank/,Mage/Fighter/,1,1
241,Lulu,blue,Elise,2016,Fighter/Tank/,Tank/Fighter/,1,1
242,DrMundo,blue,RekSai,2016,Fighter/Assassin/,Mage/Fighter/,1,0
243,Fiora,blue,Elise,2016,Fighter/Assassin/,Tank/Fighter/,1,1
244,TahmKench,blue,RekSai,2016,Fighter/Tank/,Mage/Fighter/,3,2
245,Lissandra,blue,RekSai,2016,Fighter/Assassin/,Mage/Fighter/,2,0
246,Fiora,blue,Elise,2016,Fighter/Tank/,Assassin/Fighter/,3,1
247,Lissandra,blue,LeeSin,2016,Tank/,Assassin/Fighter/,1,1
248,Poppy,blue,LeeSin,2016,Fighter/Assassin/,Fighter/Tank/,1,0
249,Shen,blue,RekSai,2016,Fighter/Assassin/,Mage/Fighter/,2,0
250,TahmKench,blue,Elise,2016,Marksman/,Fighter/,1,1
251,Poppy,blue,Graves,2016,Fighter/Tank/,Fighter/,2,2
252,Maokai,blue,Nidalee,2016,Mage/,Assassin/Fighter/,1,0
253,Gangplank,blue,Elise,2016,Fighter/Assassin/,Marksman/,1,0
254,Shen,blue,Elise,2016,Fighter/,Assassin/Fighter/,1,0
255,Fiora,blue,RekSai,2016,Tank/Fighter/,Assassin/Fighter/,2,1
256,TahmKench,blue,Nidalee,2016,Mage/,Fighter/,1,0
257,Poppy,blue,RekSai,2016,Fighter/Tank/,Mage/Fighter/,3,2
258,Fiora,blue,RekSai,2016,Fighter/Tank/,Mage/Fighter/,3,2
259,Graves,blue,Poppy,2016,Fighter/Tank/,Assassin/Fighter/,1,1
260,TahmKench,blue,Graves,2016,Mage/Fighter/,Mage/Fighter/,1,1
261,Poppy,blue,RekSai,2016,Marksman/,Mage/Fighter/,1,1
262,Poppy,blue,Graves,2016,Mage/,Assassin/Fighter/,1,0
263,Fiora,blue,LeeSin,2016,Marksman/Fighter/,Mage/Fighter/,1,0
264,Gangplank,blue,RekSai,2016,Mage/Marksman/,Mage/Fighter/,1,1
265,Poppy,blue,Nidalee,2016,Fighter/Tank/,Marksman/,2,2
266,Fiora,blue,Nidalee,2016,Marksman/Fighter/,Fighter/,1,1
267,Ryze,blue,Graves,2016,Tank/Mage/,Assassin/Fighter/,2,0
268,Poppy,blue,Graves,2016,Fighter/Tank/,Mage/Fighter/,2,1
269,Malphite,blue,RekSai,2016,Marksman/,Assassin/Fighter/,2,1
270,Ekko,blue,RekSai,2016,Tank/Mage/,Mage/Fighter/,5,4
271,Poppy,blue,Nunu,2016,Fighter/,Fighter/,1,1
272,Ryze,blue,Nidalee,2016,Fighter/Assassin/,Marksman/,1,0
273,Quinn,blue,Elise,2016,Mage/Fighter/,Fighter/,1,0
274,Trundle,blue,Nidalee,2016,Mage/Fighter/,Mage/Fighter/,1,1
275,Malphite,blue,Elise,2016,Marksman/Fighter/,Fighter/,1,1
276,Malphite,blue,Kindred,2016,Fighter/Assassin/,Mage/Fighter/,2,1
277,Malphite,blue,Nunu,2016,Marksman/Fighter/,Fighter/,1,1
278,Nautilus,blue,Graves,2016,Fighter/Assassin/,Marksman/,1,0
279,Gangplank,blue,RekSai,2016,Marksman/Fighter/,Mage/Fighter/,1,1
280,Malphite,blue,Graves,2016,Tank/Mage/,Assassin/Mage/,1,1
281,Ryze,blue,RekSai,2016,Fighter/Assassin/,Marksman/,2,0
282,Quinn,blue,Nidalee,2016,Tank/Fighter/,Fighter/Assassin/,1,1
283,Nautilus,blue,Graves,2016,Tank/Fighter/,Mage/Fighter/,2,1
284,Poppy,blue,Nidalee,2016,Marksman/,Fighter/,1,0
285,Malphite,blue,Gragas,2016,Assassin/Fighter/,Fighter/Mage/,1,0
286,Poppy,blue,Gragas,2016,Fighter/,Fighter/Assassin/,2,1
287,Poppy,blue,Nidalee,2016,Fighter/,Assassin/Fighter/,1,1
288,Poppy,blue,Gragas,2016,Tank/Fighter/,Mage/Fighter/,2,0
289,Gangplank,blue,RekSai,2016,Fighter/Assassin/,Fighter/Mage/,1,0
290,Malphite,blue,Kindred,2016,Marksman/Fighter/,Fighter/Mage/,1,1
291,Nautilus,blue,Graves,2016,Support/Mage/,Fighter/Assassin/,1,0
292,Poppy,blue,Elise,2016,Fighter/Support/,Fighter/Mage/,1,0
293,Poppy,blue,Udyr,2016,Marksman/Fighter/,Fighter/Mage/,1,0
294,Malphite,blue,Nidalee,2016,Tank/Fighter/,Fighter/Assassin/,1,0
295,Malphite,blue,Gragas,2016,Tank/Fighter/,Mage/Fighter/,3,2
296,Quinn,blue,Gragas,2016,Fighter/Assassin/,Fighter/Tank/,1,0
297,Poppy,blue,Elise,2016,Fighter/Assassin/,Fighter/,4,3
298,Pantheon,blue,Gragas,2016,Fighter/Assassin/,Mage/Fighter/,2,2
299,Nautilus,blue,Nidalee,2016,Support/Tank/,Fighter/Mage/,1,1
300,Lulu,blue,LeeSin,2016,Fighter/Assassin/,Fighter/Tank/,1,0
301,Nautilus,blue,LeeSin,2016,Fighter/,Mage/Fighter/,1,1
302,Graves,blue,Nidalee,2016,Tank/Fighter/,Fighter/Mage/,2,1
303,Graves,blue,Elise,2016,Fighter/Tank/,Fighter/Mage/,1,0
304,Gangplank,blue,RekSai,2016,Tank/Fighter/,Mage/Fighter/,2,2
305,Yasuo,blue,Gragas,2016,Tank/Fighter/,Fighter/Assassin/,1,0
306,Trundle,blue,Kindred,2016,Marksman/,Fighter/Mage/,1,1
307,Nautilus,blue,Nidalee,2016,Tank/Fighter/,Mage/Fighter/,3,2
308,Trundle,blue,Gragas,2016,Marksman/,Mage/Fighter/,1,1
309,Nautilus,blue,Elise,2016,Support/Mage/,Fighter/Assassin/,1,1
310,Trundle,blue,Elise,2016,Marksman/,Fighter/Mage/,2,1
311,Rammus,blue,Gragas,2016,Marksman/,Fighter/,1,0
312,Poppy,blue,Nidalee,2016,Marksman/,Fighter/Mage/,1,0
313,Nautilus,blue,LeeSin,2016,Support/Mage/,Mage/Fighter/,1,0
314,Graves,blue,Nidalee,2016,Fighter/Tank/,Marksman/,1,1
315,Yasuo,blue,Sejuani,2016,Marksman/,Fighter/Mage/,1,1
316,Trundle,blue,Udyr,2016,Tank/Fighter/,Mage/Fighter/,1,0
317,Poppy,blue,LeeSin,2016,Fighter/Tank/,Fighter/Mage/,1,1
318,Lulu,blue,Gragas,2016,Tank/Fighter/,Fighter/Assassin/,1,1
319,Poppy,blue,RekSai,2016,Fighter/Tank/,Fighter/Assassin/,1,1
320,Malphite,blue,Elise,2016,Assassin/Fighter/,Fighter/Mage/,1,0
321,Gnar,blue,Nidalee,2016,Tank/Fighter/,Fighter/Mage/,2,2
322,Poppy,blue,Gragas,2016,Fighter/Tank/,Marksman/,2,1
323,Nautilus,blue,Kindred,2016,Fighter/,Fighter/Mage/,1,0
324,Maokai,blue,Graves,2016,Fighter/Tank/,Fighter/,2,1
325,Fiora,blue,RekSai,2016,Assassin/Fighter/,Mage/Fighter/,1,0
326,Trundle,blue,Nidalee,2016,Tank/Mage/,Marksman/,2,2
327,Maokai,blue,Gragas,2016,Assassin/Fighter/,Fighter/,3,2
328,Vladimir,blue,Graves,2016,Tank/Mage/,Fighter/,1,1
329,Gragas,blue,RekSai,2016,Assassin/Fighter/,Fighter/Tank/,1,0
330,Ekko,blue,Olaf,2016,Tank/Mage/,Fighter/,1,0
331,Trundle,blue,Gragas,2016,Fighter/Assassin/,Fighter/,6,1
332,Maokai,blue,Graves,2016,Assassin/Fighter/,Fighter/,5,3
333,Ekko,blue,Kindred,2016,Mage/,Marksman/,1,0
334,Fizz,blue,Nidalee,2016,Assassin/Fighter/,Fighter/,1,1
335,Trundle,blue,Elise,2016,Assassin/Fighter/,Marksman/,5,4
336,Fizz,blue,Nidalee,2016,Assassin/Fighter/,Marksman/,1,1
337,Fiora,blue,Gragas,2016,Tank/Mage/,Fighter/,2,1
338,Maokai,blue,RekSai,2016,Mage/Tank/,Mage/Fighter/,1,1
