,CHAMP1_x,Team_x,Partidas_x,CHAMP2_POS_x,CHAMP1_POS_x,CHAMP2_x,Year_x,Season_x,bResult,CHAMP1_y,Team_y,Partidas_y,CHAMP2_POS_y,CHAMP1_POS_y,CHAMP2_y,Year_y,Season_y,rResult
1719,Khazix,blue,1,Middle,Jungle,Taliyah,2017,Spring,1,Nocturne,red,1,Middle,Jungle,Ryze,2017,Spring,0
1720,Rengar,blue,1,Middle,Jungle,Ryze,2017,Spring,1,Khazix,red,1,Middle,Jungle,Orianna,2017,Spring,0
1721,Khazix,blue,1,Middle,Jungle,Ryze,2017,Spring,1,RekSai,red,1,Middle,Jungle,Syndra,2017,Spring,0
1722,Khazix,blue,1,Middle,Jungle,Corki,2017,Spring,1,Warwick,red,1,Middle,Jungle,Katarina,2017,Spring,0
1723,Ivern,blue,1,Middle,Jungle,Ryze,2017,Spring,1,LeeSin,red,1,Middle,Jungle,Viktor,2017,Spring,0
1724,Khazix,blue,1,Middle,Jungle,Corki,2017,Spring,0,Warwick,red,1,Middle,Jungle,Ryze,2017,Spring,1
1725,Elise,blue,1,Middle,Jungle,Zed,2017,Spring,0,Ivern,red,1,Middle,Jungle,Corki,2017,Spring,1
1726,Ivern,blue,1,Middle,Jungle,Corki,2017,Spring,1,Elise,red,1,Middle,Jungle,Katarina,2017,Spring,0
1727,Ivern,blue,1,Middle,Jungle,Ryze,2017,Spring,1,Khazix,red,1,Middle,Jungle,Viktor,2017,Spring,0
1728,Khazix,blue,1,Middle,Jungle,Corki,2017,Spring,1,Olaf,red,1,Middle,Jungle,Zed,2017,Spring,0
1729,Olaf,blue,1,Middle,Jungle,Syndra,2017,Spring,0,Ivern,red,1,Middle,Jungle,Corki,2017,Spring,1
1730,Ivern,blue,1,Middle,Jungle,Syndra,2017,Spring,0,Graves,red,1,Middle,Jungle,Ekko,2017,Spring,1
1731,RekSai,blue,1,Middle,Jungle,Ryze,2017,Spring,1,Ivern,red,1,Middle,Jungle,Taliyah,2017,Spring,0
1732,RekSai,blue,1,Middle,Jungle,Cassiopeia,2017,Spring,0,Khazix,red,1,Middle,Jungle,Corki,2017,Spring,1
1733,Khazix,blue,1,Middle,Jungle,Viktor,2017,Spring,1,Elise,red,1,Middle,Jungle,Jayce,2017,Spring,0
1734,Khazix,blue,1,Middle,Jungle,Ryze,2017,Spring,0,Ivern,red,1,Middle,Jungle,Camille,2017,Spring,1
1735,Khazix,blue,1,Middle,Jungle,Ryze,2017,Spring,1,Ivern,red,1,Middle,Jungle,Corki,2017,Spring,0
1736,Khazix,blue,1,Middle,Jungle,Corki,2017,Spring,0,Ivern,red,1,Middle,Jungle,Ryze,2017,Spring,1
1737,Ivern,blue,1,Middle,Jungle,Cassiopeia,2017,Spring,1,Rumble,red,1,Middle,Jungle,Ryze,2017,Spring,0
1738,Graves,blue,1,Middle,Jungle,Zilean,2017,Spring,0,Ivern,red,1,Middle,Jungle,Corki,2017,Spring,1
1739,Rumble,blue,1,Middle,Jungle,Orianna,2017,Spring,1,Ivern,red,1,Middle,Jungle,Azir,2017,Spring,0
1740,RekSai,blue,1,Middle,Jungle,Ryze,2017,Spring,1,Graves,red,1,Middle,Jungle,Corki,2017,Spring,0
1741,Khazix,blue,1,Middle,Jungle,Jayce,2017,Spring,1,RekSai,red,1,Middle,Jungle,Ryze,2017,Spring,0
1742,LeeSin,blue,1,Middle,Jungle,Orianna,2017,Spring,1,Khazix,red,1,Middle,Jungle,Corki,2017,Spring,0
1743,LeeSin,blue,1,Middle,Jungle,Orianna,2017,Spring,1,Khazix,red,1,Middle,Jungle,Ryze,2017,Spring,0
1744,LeeSin,blue,1,Middle,Jungle,Varus,2017,Spring,1,Khazix,red,1,Middle,Jungle,Cassiopeia,2017,Spring,0
1745,Khazix,blue,1,Middle,Jungle,Leblanc,2017,Spring,1,Ivern,red,1,Middle,Jungle,Camille,2017,Spring,0
1746,Ivern,blue,1,Middle,Jungle,Malzahar,2017,Spring,1,Graves,red,1,Middle,Jungle,Xerath,2017,Spring,0
1747,Ivern,blue,1,Middle,Jungle,Ryze,2017,Spring,0,Graves,red,1,Middle,Jungle,Corki,2017,Spring,1
1748,Warwick,blue,1,Middle,Jungle,Jayce,2017,Spring,1,Ivern,red,1,Middle,Jungle,Zed,2017,Spring,0
1749,Khazix,blue,1,Middle,Jungle,Ryze,2017,Spring,1,Graves,red,1,Middle,Jungle,Taliyah,2017,Spring,0
1750,Elise,blue,1,Middle,Jungle,Jayce,2017,Spring,1,Khazix,red,1,Middle,Jungle,Corki,2017,Spring,0
1751,Graves,blue,1,Middle,Jungle,Orianna,2017,Spring,1,Khazix,red,1,Middle,Jungle,Ryze,2017,Spring,0
1752,Graves,blue,1,Middle,Jungle,Azir,2017,Spring,1,Ivern,red,1,Middle,Jungle,Ryze,2017,Spring,0
1753,LeeSin,blue,1,Middle,Jungle,Ryze,2017,Spring,1,RekSai,red,1,Middle,Jungle,Cassiopeia,2017,Spring,0
1754,Ivern,blue,1,Middle,Jungle,Leblanc,2017,Spring,1,LeeSin,red,1,Middle,Jungle,Malzahar,2017,Spring,0
1755,LeeSin,blue,1,Middle,Jungle,Ryze,2017,Spring,0,Khazix,red,1,Middle,Jungle,Corki,2017,Spring,1
1756,Khazix,blue,1,Middle,Jungle,Leblanc,2017,Spring,0,LeeSin,red,1,Middle,Jungle,Ryze,2017,Spring,1
1757,Rengar,blue,1,Middle,Jungle,Taliyah,2017,Spring,1,LeeSin,red,1,Middle,Jungle,Jayce,2017,Spring,0
1758,LeeSin,blue,1,Middle,Jungle,Leblanc,2017,Spring,1,Graves,red,1,Middle,Jungle,Ryze,2017,Spring,0
1759,Camille,blue,1,Middle,Jungle,Azir,2017,Spring,0,Graves,red,1,Middle,Jungle,Ryze,2017,Spring,1
1760,Rengar,blue,1,Middle,Jungle,Cassiopeia,2017,Spring,1,LeeSin,red,1,Middle,Jungle,Corki,2017,Spring,0
1761,Graves,blue,1,Middle,Jungle,Orianna,2017,Spring,0,Khazix,red,1,Middle,Jungle,Corki,2017,Spring,1
1762,Graves,blue,1,Middle,Jungle,Jayce,2017,Spring,0,Nidalee,red,1,Middle,Jungle,Syndra,2017,Spring,1
1763,Rengar,blue,1,Middle,Jungle,Orianna,2017,Spring,1,Khazix,red,1,Middle,Jungle,Jayce,2017,Spring,0
1764,Graves,blue,1,Middle,Jungle,Jayce,2017,Spring,0,Elise,red,1,Middle,Jungle,Orianna,2017,Spring,1
1765,LeeSin,blue,1,Middle,Jungle,Ahri,2017,Spring,0,Graves,red,1,Middle,Jungle,Orianna,2017,Spring,1
1766,LeeSin,blue,1,Middle,Jungle,Ahri,2017,Spring,1,Graves,red,1,Middle,Jungle,Orianna,2017,Spring,0
1767,Graves,blue,1,Middle,Jungle,Syndra,2017,Spring,1,Khazix,red,1,Middle,Jungle,Jayce,2017,Spring,0
1768,Khazix,blue,1,Middle,Jungle,Syndra,2017,Spring,1,Elise,red,1,Middle,Jungle,Jayce,2017,Spring,0
1769,Rengar,blue,1,Middle,Jungle,Orianna,2017,Spring,0,Khazix,red,1,Middle,Jungle,Syndra,2017,Spring,1
1770,Nidalee,blue,1,Middle,Jungle,Ryze,2017,Spring,1,Graves,red,1,Middle,Jungle,Orianna,2017,Spring,0
1771,Graves,blue,1,Middle,Jungle,Ryze,2017,Spring,0,Elise,red,1,Middle,Jungle,Syndra,2017,Spring,1
1772,Elise,blue,1,Middle,Jungle,Ekko,2017,Spring,1,Graves,red,1,Middle,Jungle,Talon,2017,Spring,0
1773,LeeSin,blue,1,Middle,Jungle,Syndra,2017,Spring,1,Khazix,red,1,Middle,Jungle,Ryze,2017,Spring,0
1774,Elise,blue,1,Middle,Jungle,Jayce,2017,Spring,0,LeeSin,red,1,Middle,Jungle,Syndra,2017,Spring,1
1775,Khazix,blue,1,Middle,Jungle,Ryze,2017,Spring,0,Graves,red,1,Middle,Jungle,Syndra,2017,Spring,1
1776,Rengar,blue,1,Middle,Jungle,Cassiopeia,2017,Spring,1,Khazix,red,1,Middle,Jungle,Ryze,2017,Spring,0
1777,Gragas,blue,1,Middle,Jungle,Orianna,2017,Spring,0,Khazix,red,1,Middle,Jungle,Ahri,2017,Spring,1
1778,Rengar,blue,1,Middle,Jungle,Ryze,2017,Spring,0,Gragas,red,1,Middle,Jungle,Cassiopeia,2017,Spring,1
1779,Graves,blue,1,Middle,Jungle,Jayce,2017,Spring,0,Gragas,red,1,Middle,Jungle,Ryze,2017,Spring,1
1780,LeeSin,blue,1,Middle,Jungle,Ahri,2017,Spring,0,Graves,red,1,Middle,Jungle,Viktor,2017,Spring,1
1781,LeeSin,blue,1,Middle,Jungle,Swain,2017,Spring,1,Graves,red,1,Middle,Jungle,Syndra,2017,Spring,0
1782,Graves,blue,1,Middle,Jungle,Cassiopeia,2017,Spring,0,Rengar,red,1,Middle,Jungle,Ryze,2017,Spring,1
1783,Graves,blue,1,Middle,Jungle,Cassiopeia,2017,Spring,0,Gragas,red,1,Middle,Jungle,Viktor,2017,Spring,1
1784,Graves,blue,1,Middle,Jungle,Ahri,2017,Spring,1,Gragas,red,1,Middle,Jungle,Ekko,2017,Spring,0
1785,Rengar,blue,1,Middle,Jungle,Jayce,2017,Spring,0,Graves,red,1,Middle,Jungle,Zed,2017,Spring,1
1786,Graves,blue,1,Middle,Jungle,Viktor,2017,Spring,1,Rengar,red,1,Middle,Jungle,Ryze,2017,Spring,0
1787,Rengar,blue,1,Middle,Jungle,Ryze,2017,Spring,1,Graves,red,1,Middle,Jungle,Cassiopeia,2017,Spring,0
1788,Elise,blue,1,Middle,Jungle,Vladimir,2017,Spring,0,Ivern,red,1,Middle,Jungle,Syndra,2017,Spring,1
1789,Graves,blue,1,Middle,Jungle,Ryze,2017,Spring,0,Rengar,red,1,Middle,Jungle,Azir,2017,Spring,1
1790,Rengar,blue,1,Middle,Jungle,Viktor,2017,Spring,1,Elise,red,1,Middle,Jungle,Cassiopeia,2017,Spring,0
1791,Rengar,blue,1,Middle,Jungle,Ahri,2017,Spring,0,Khazix,red,1,Middle,Jungle,Syndra,2017,Spring,1
1792,LeeSin,blue,1,Middle,Jungle,Leblanc,2017,Spring,1,Ivern,red,1,Middle,Jungle,Ryze,2017,Spring,0
1793,Graves,blue,1,Middle,Jungle,Jayce,2017,Spring,1,Elise,red,1,Middle,Jungle,Ryze,2017,Spring,0
1794,LeeSin,blue,1,Middle,Jungle,Jayce,2017,Spring,1,Graves,red,1,Middle,Jungle,Ahri,2017,Spring,0
1795,Elise,blue,1,Middle,Jungle,Zed,2017,Spring,1,LeeSin,red,1,Middle,Jungle,Jayce,2017,Spring,0
1796,Graves,blue,1,Middle,Jungle,Jayce,2017,Spring,0,LeeSin,red,1,Middle,Jungle,Vladimir,2017,Spring,1
1797,RekSai,blue,1,Middle,Jungle,Syndra,2017,Spring,0,LeeSin,red,1,Middle,Jungle,Ekko,2017,Spring,1
1798,Graves,blue,1,Middle,Jungle,Leblanc,2017,Spring,1,Rengar,red,1,Middle,Jungle,Vladimir,2017,Spring,0
1799,Graves,blue,1,Middle,Jungle,Viktor,2017,Spring,0,Rengar,red,1,Middle,Jungle,Swain,2017,Spring,1
1800,LeeSin,blue,1,Middle,Jungle,Vladimir,2017,Spring,1,Graves,red,1,Middle,Jungle,Orianna,2017,Spring,0
1801,Graves,blue,1,Middle,Jungle,Ahri,2017,Spring,0,Rengar,red,1,Middle,Jungle,Leblanc,2017,Spring,1
1802,Khazix,blue,1,Middle,Jungle,Orianna,2017,Spring,0,Rengar,red,1,Middle,Jungle,Viktor,2017,Spring,1
1803,Rengar,blue,1,Middle,Jungle,Syndra,2017,Spring,1,Graves,red,1,Middle,Jungle,Orianna,2017,Spring,0
1804,Graves,blue,1,Middle,Jungle,Ahri,2017,Spring,1,Rengar,red,1,Middle,Jungle,Orianna,2017,Spring,0
1805,LeeSin,blue,1,Middle,Jungle,Viktor,2017,Spring,0,Elise,red,1,Middle,Jungle,Orianna,2017,Spring,1
1806,Rumble,blue,1,Middle,Jungle,Ahri,2017,Spring,0,Graves,red,1,Middle,Jungle,Ekko,2017,Spring,1
1807,LeeSin,blue,1,Middle,Jungle,Swain,2017,Spring,1,Rumble,red,1,Middle,Jungle,Talon,2017,Spring,0
1808,Khazix,blue,1,Middle,Jungle,Ahri,2017,Spring,1,Rengar,red,1,Middle,Jungle,Leblanc,2017,Spring,0
1809,Gragas,blue,1,Middle,Jungle,Vladimir,2017,Spring,1,LeeSin,red,1,Middle,Jungle,Talon,2017,Spring,0
1810,LeeSin,blue,1,Middle,Jungle,Vladimir,2017,Spring,0,Elise,red,1,Middle,Jungle,Orianna,2017,Spring,1
1811,Rengar,blue,1,Middle,Jungle,Kassadin,2017,Spring,1,Graves,red,1,Middle,Jungle,Vladimir,2017,Spring,0
1812,Elise,blue,1,Middle,Jungle,Talon,2017,Spring,0,LeeSin,red,1,Middle,Jungle,Zilean,2017,Spring,1
1813,Graves,blue,1,Middle,Jungle,Zilean,2017,Spring,1,Rengar,red,1,Middle,Jungle,Ekko,2017,Spring,0
1814,Rengar,blue,1,Middle,Jungle,Karma,2017,Spring,0,Graves,red,1,Middle,Jungle,Vladimir,2017,Spring,1
1815,Graves,blue,1,Middle,Jungle,Kassadin,2017,Spring,1,Rengar,red,1,Middle,Jungle,Vladimir,2017,Spring,0
1816,Rengar,blue,1,Middle,Jungle,Orianna,2017,Spring,0,Warwick,red,1,Middle,Jungle,Talon,2017,Spring,1
1817,Warwick,blue,1,Middle,Jungle,Kassadin,2017,Spring,1,LeeSin,red,1,Middle,Jungle,Jayce,2017,Spring,0
1818,Rengar,blue,1,Middle,Jungle,Orianna,2017,Spring,0,Khazix,red,1,Middle,Jungle,Syndra,2017,Spring,1
1819,Elise,blue,1,Middle,Jungle,Syndra,2017,Spring,0,Graves,red,1,Middle,Jungle,Ekko,2017,Spring,1
1820,LeeSin,blue,1,Middle,Jungle,Orianna,2017,Spring,0,Ivern,red,1,Middle,Jungle,Syndra,2017,Spring,1
1821,Graves,blue,1,Middle,Jungle,Vladimir,2017,Spring,0,LeeSin,red,1,Middle,Jungle,Kayle,2017,Spring,1
1822,Elise,blue,1,Middle,Jungle,Vladimir,2017,Spring,0,Khazix,red,1,Middle,Jungle,Anivia,2017,Spring,1
1823,Graves,blue,1,Middle,Jungle,Ryze,2017,Spring,0,Khazix,red,1,Middle,Jungle,Leblanc,2017,Spring,1
1824,Elise,blue,1,Middle,Jungle,Talon,2017,Spring,1,Ivern,red,1,Middle,Jungle,Leblanc,2017,Spring,0
1825,Rengar,blue,1,Middle,Jungle,Vladimir,2017,Spring,1,Elise,red,1,Middle,Jungle,Talon,2017,Spring,0
1826,Graves,blue,1,Middle,Jungle,Orianna,2017,Spring,0,Rengar,red,1,Middle,Jungle,Vladimir,2017,Spring,1
1827,Elise,blue,1,Middle,Jungle,Ekko,2017,Spring,1,Rengar,red,1,Middle,Jungle,Syndra,2017,Spring,0
1828,Rengar,blue,1,Middle,Jungle,Syndra,2017,Spring,1,Khazix,red,1,Middle,Jungle,Ekko,2017,Spring,0
1829,Elise,blue,1,Middle,Jungle,Leblanc,2017,Spring,0,Rengar,red,1,Middle,Jungle,Syndra,2017,Spring,1
1830,Rengar,blue,1,Middle,Jungle,Leblanc,2017,Spring,1,RekSai,red,1,Middle,Jungle,Katarina,2017,Spring,0
1831,Graves,blue,1,Middle,Jungle,Orianna,2017,Spring,1,LeeSin,red,1,Middle,Jungle,Zilean,2017,Spring,0
1832,LeeSin,blue,1,Middle,Jungle,Orianna,2017,Spring,1,Khazix,red,1,Middle,Jungle,Taliyah,2017,Spring,0
1833,Graves,blue,1,Middle,Jungle,Viktor,2017,Spring,0,Rengar,red,1,Middle,Jungle,Ahri,2017,Spring,1
1834,Shaco,blue,1,Middle,Jungle,TwistedFate,2017,Spring,0,Hecarim,red,1,Middle,Jungle,Leblanc,2017,Spring,1
1835,Shaco,blue,1,Middle,Jungle,Yasuo,2017,Spring,0,Rumble,red,1,Middle,Jungle,Leblanc,2017,Spring,1
1836,Graves,blue,1,Middle,Jungle,Syndra,2017,Spring,1,Rengar,red,1,Middle,Jungle,Nasus,2017,Spring,0
1837,Graves,blue,1,Middle,Jungle,Ryze,2017,Spring,1,Rengar,red,1,Middle,Jungle,Jayce,2017,Spring,0
1838,Graves,blue,1,Middle,Jungle,Swain,2017,Spring,1,LeeSin,red,1,Middle,Jungle,Leblanc,2017,Spring,0
1839,Rengar,blue,1,Middle,Jungle,Orianna,2017,Spring,1,LeeSin,red,1,Middle,Jungle,Lux,2017,Spring,0
1840,Elise,blue,1,Middle,Jungle,Ezreal,2017,Spring,0,LeeSin,red,1,Middle,Jungle,Zed,2017,Spring,1
1841,LeeSin,blue,1,Middle,Jungle,Leblanc,2017,Spring,0,Elise,red,1,Middle,Jungle,Ryze,2017,Spring,1
1842,Rengar,blue,1,Middle,Jungle,Syndra,2017,Spring,0,LeeSin,red,1,Middle,Jungle,Leblanc,2017,Spring,1
1843,LeeSin,blue,1,Middle,Jungle,Ryze,2017,Spring,1,Elise,red,1,Middle,Jungle,Vladimir,2017,Spring,0
1844,Graves,blue,1,Middle,Jungle,Syndra,2017,Spring,1,Rengar,red,1,Middle,Jungle,Viktor,2017,Spring,0
1845,Rengar,blue,1,Middle,Jungle,Cassiopeia,2017,Spring,0,Khazix,red,1,Middle,Jungle,Syndra,2017,Spring,1
1846,Graves,blue,1,Middle,Jungle,Ahri,2017,Spring,0,Rengar,red,1,Middle,Jungle,Syndra,2017,Spring,1
1847,Rengar,blue,1,Middle,Jungle,Leblanc,2017,Spring,1,Elise,red,1,Middle,Jungle,Syndra,2017,Spring,0
1848,Elise,blue,1,Middle,Jungle,Viktor,2017,Spring,0,Graves,red,1,Middle,Jungle,Leblanc,2017,Spring,1
1849,Elise,blue,1,Middle,Jungle,Leblanc,2017,Spring,1,Rengar,red,1,Middle,Jungle,Syndra,2017,Spring,0
1850,Khazix,blue,1,Middle,Jungle,Leblanc,2017,Spring,0,Elise,red,1,Middle,Jungle,Ryze,2017,Spring,1
1851,Khazix,blue,1,Middle,Jungle,AurelionSol,2017,Spring,1,Elise,red,1,Middle,Jungle,Syndra,2017,Spring,0
1852,Graves,blue,1,Middle,Jungle,Orianna,2017,Spring,0,Elise,red,1,Middle,Jungle,AurelionSol,2017,Spring,1
1853,Graves,blue,1,Middle,Jungle,Orianna,2017,Spring,1,Elise,red,1,Middle,Jungle,AurelionSol,2017,Spring,0
1854,Khazix,blue,1,Middle,Jungle,Syndra,2017,Spring,0,Elise,red,1,Middle,Jungle,Ekko,2017,Spring,1
1855,LeeSin,blue,1,Middle,Jungle,Kayle,2017,Spring,0,Elise,red,1,Middle,Jungle,Cassiopeia,2017,Spring,1
1856,Graves,blue,1,Middle,Jungle,Corki,2017,Spring,0,Gragas,red,1,Middle,Jungle,Leblanc,2017,Spring,1
1857,Graves,blue,1,Middle,Jungle,Vladimir,2017,Spring,1,Rengar,red,1,Middle,Jungle,Orianna,2017,Spring,0
1858,Rengar,blue,1,Middle,Jungle,Lulu,2017,Spring,1,Graves,red,1,Middle,Jungle,Leblanc,2017,Spring,0
1859,Rengar,blue,1,Middle,Jungle,Vladimir,2017,Spring,1,Graves,red,1,Middle,Jungle,Kayle,2017,Spring,0
1860,Ivern,blue,1,Middle,Jungle,Ryze,2017,Spring,1,Graves,red,1,Middle,Jungle,Leblanc,2017,Spring,0
1861,Ivern,blue,1,Middle,Jungle,Leblanc,2017,Spring,1,Graves,red,1,Middle,Jungle,Lulu,2017,Spring,0
1862,Elise,blue,1,Middle,Jungle,Leblanc,2017,Spring,1,LeeSin,red,1,Middle,Jungle,Lulu,2017,Spring,0
1863,Ivern,blue,1,Middle,Jungle,Vladimir,2017,Spring,0,Rumble,red,1,Middle,Jungle,Ryze,2017,Spring,1
1864,Ivern,blue,1,Middle,Jungle,Swain,2017,Spring,1,Rengar,red,1,Middle,Jungle,Leblanc,2017,Spring,0
1865,Gragas,blue,1,Middle,Jungle,Talon,2017,Spring,1,Elise,red,1,Middle,Jungle,Cassiopeia,2017,Spring,0
1866,Gragas,blue,1,Middle,Jungle,Talon,2017,Spring,0,Rengar,red,1,Middle,Jungle,Leblanc,2017,Spring,1
1867,Graves,blue,1,Middle,Jungle,Viktor,2017,Summer,1,Elise,red,1,Middle,Jungle,Orianna,2017,Summer,0
1868,Elise,blue,1,Middle,Jungle,Lucian,2017,Summer,0,Graves,red,1,Middle,Jungle,Orianna,2017,Summer,1
1869,Elise,blue,1,Middle,Jungle,Taliyah,2017,Summer,1,Khazix,red,1,Middle,Jungle,Syndra,2017,Summer,0
1870,Elise,blue,1,Middle,Jungle,Orianna,2017,Summer,1,LeeSin,red,1,Middle,Jungle,Ahri,2017,Summer,0
1871,Elise,blue,1,Middle,Jungle,Syndra,2017,Summer,1,LeeSin,red,1,Middle,Jungle,Karma,2017,Summer,0
1872,Khazix,blue,1,Middle,Jungle,Orianna,2017,Summer,1,Elise,red,1,Middle,Jungle,Lucian,2017,Summer,0
1873,Graves,blue,1,Middle,Jungle,Syndra,2017,Summer,0,Khazix,red,1,Middle,Jungle,Fizz,2017,Summer,1
1874,Gragas,blue,1,Middle,Jungle,Syndra,2017,Summer,1,Elise,red,1,Middle,Jungle,Ekko,2017,Summer,0
1875,Graves,blue,1,Middle,Jungle,Orianna,2017,Summer,0,Zac,red,1,Middle,Jungle,Leblanc,2017,Summer,1
1876,Elise,blue,1,Middle,Jungle,Lucian,2017,Summer,1,Khazix,red,1,Middle,Jungle,Leblanc,2017,Summer,0
1877,Elise,blue,1,Middle,Jungle,Viktor,2017,Summer,1,Khazix,red,1,Middle,Jungle,Cassiopeia,2017,Summer,0
1878,Elise,blue,1,Middle,Jungle,Syndra,2017,Summer,1,Khazix,red,1,Middle,Jungle,Galio,2017,Summer,0
1879,LeeSin,blue,1,Middle,Jungle,Taliyah,2017,Summer,0,Ivern,red,1,Middle,Jungle,Syndra,2017,Summer,1
1880,Zac,blue,1,Middle,Jungle,Viktor,2017,Summer,1,Khazix,red,1,Middle,Jungle,Galio,2017,Summer,0
1881,Graves,blue,1,Middle,Jungle,Taliyah,2017,Summer,0,LeeSin,red,1,Middle,Jungle,Orianna,2017,Summer,1
1882,Zac,blue,1,Middle,Jungle,Lucian,2017,Summer,0,Khazix,red,1,Middle,Jungle,Orianna,2017,Summer,1
1883,Khazix,blue,1,Middle,Jungle,Leblanc,2017,Summer,0,LeeSin,red,1,Middle,Jungle,Cassiopeia,2017,Summer,1
1884,Elise,blue,1,Middle,Jungle,Lucian,2017,Summer,0,LeeSin,red,1,Middle,Jungle,Cassiopeia,2017,Summer,1
1885,LeeSin,blue,1,Middle,Jungle,Syndra,2017,Summer,1,Khazix,red,1,Middle,Jungle,Fizz,2017,Summer,0
1886,Ivern,blue,1,Middle,Jungle,Taliyah,2017,Summer,1,Graves,red,1,Middle,Jungle,Ekko,2017,Summer,0
1887,Elise,blue,1,Middle,Jungle,Orianna,2017,Summer,0,Ivern,red,1,Middle,Jungle,Taliyah,2017,Summer,1
1888,Warwick,blue,1,Middle,Jungle,Syndra,2017,Summer,1,LeeSin,red,1,Middle,Jungle,Katarina,2017,Summer,0
1889,LeeSin,blue,1,Middle,Jungle,Viktor,2017,Summer,0,Khazix,red,1,Middle,Jungle,Vladimir,2017,Summer,1
1890,LeeSin,blue,1,Middle,Jungle,Cassiopeia,2017,Summer,1,Khazix,red,1,Middle,Jungle,Taliyah,2017,Summer,0
1891,Zac,blue,1,Middle,Jungle,Leblanc,2017,Summer,1,Khazix,red,1,Middle,Jungle,Vladimir,2017,Summer,0
1892,Zac,blue,1,Middle,Jungle,Viktor,2017,Summer,0,Gragas,red,1,Middle,Jungle,Lucian,2017,Summer,1
1893,Khazix,blue,1,Middle,Jungle,Leblanc,2017,Summer,1,LeeSin,red,1,Middle,Jungle,Orianna,2017,Summer,0
1894,Khazix,blue,1,Middle,Jungle,Syndra,2017,Summer,0,LeeSin,red,1,Middle,Jungle,Galio,2017,Summer,1
1895,Khazix,blue,1,Middle,Jungle,Orianna,2017,Summer,0,LeeSin,red,1,Middle,Jungle,AurelionSol,2017,Summer,1
1896,Zac,blue,1,Middle,Jungle,Lucian,2017,Summer,1,Gragas,red,1,Middle,Jungle,Viktor,2017,Summer,0
1897,Warwick,blue,1,Middle,Jungle,Taliyah,2017,Summer,1,Khazix,red,1,Middle,Jungle,Syndra,2017,Summer,0
1898,Rengar,blue,1,Middle,Jungle,Vladimir,2017,Summer,1,Ivern,red,1,Middle,Jungle,Syndra,2017,Summer,0
1899,Khazix,blue,1,Middle,Jungle,Leblanc,2017,Summer,1,LeeSin,red,1,Middle,Jungle,Cassiopeia,2017,Summer,0
1900,Khazix,blue,1,Middle,Jungle,Syndra,2017,Summer,1,LeeSin,red,1,Middle,Jungle,Taliyah,2017,Summer,0
1901,Warwick,blue,1,Middle,Jungle,Orianna,2017,Summer,0,Khazix,red,1,Middle,Jungle,Syndra,2017,Summer,1
1902,LeeSin,blue,1,Middle,Jungle,Leblanc,2017,Summer,0,Elise,red,1,Middle,Jungle,Syndra,2017,Summer,1
1903,Warwick,blue,1,Middle,Jungle,Viktor,2017,Summer,1,Khazix,red,1,Middle,Jungle,Cassiopeia,2017,Summer,0
1904,LeeSin,blue,1,Middle,Jungle,Orianna,2017,Summer,1,Graves,red,1,Middle,Jungle,Syndra,2017,Summer,0
1905,Khazix,blue,1,Middle,Jungle,Galio,2017,Summer,1,LeeSin,red,1,Middle,Jungle,Cassiopeia,2017,Summer,0
1906,LeeSin,blue,1,Middle,Jungle,Taliyah,2017,Summer,1,Gragas,red,1,Middle,Jungle,Galio,2017,Summer,0
1907,Gragas,blue,1,Middle,Jungle,AurelionSol,2017,Summer,0,Warwick,red,1,Middle,Jungle,Ryze,2017,Summer,1
1908,Warwick,blue,1,Middle,Jungle,Galio,2017,Summer,0,Gragas,red,1,Middle,Jungle,Kassadin,2017,Summer,1
1909,Gragas,blue,1,Middle,Jungle,Galio,2017,Summer,0,Ivern,red,1,Middle,Jungle,Malzahar,2017,Summer,1
1910,Khazix,blue,1,Middle,Jungle,Galio,2017,Summer,0,LeeSin,red,1,Middle,Jungle,Vladimir,2017,Summer,1
1911,Khazix,blue,1,Middle,Jungle,Orianna,2017,Summer,1,LeeSin,red,1,Middle,Jungle,Taliyah,2017,Summer,0
1912,LeeSin,blue,1,Middle,Jungle,Orianna,2017,Summer,1,Warwick,red,1,Middle,Jungle,Leblanc,2017,Summer,0
1913,Khazix,blue,1,Middle,Jungle,Leblanc,2017,Summer,1,Warwick,red,1,Middle,Jungle,Ryze,2017,Summer,0
1914,Zac,blue,1,Middle,Jungle,Corki,2017,Summer,1,Ivern,red,1,Middle,Jungle,Taliyah,2017,Summer,0
1915,Khazix,blue,1,Middle,Jungle,Orianna,2017,Summer,1,LeeSin,red,1,Middle,Jungle,Corki,2017,Summer,0
1916,Elise,blue,1,Middle,Jungle,Orianna,2017,Summer,1,Olaf,red,1,Middle,Jungle,Lucian,2017,Summer,0
1917,Khazix,blue,1,Middle,Jungle,Corki,2017,Summer,1,LeeSin,red,1,Middle,Jungle,Zed,2017,Summer,0
1918,Warwick,blue,1,Middle,Jungle,Syndra,2017,Summer,0,LeeSin,red,1,Middle,Jungle,Corki,2017,Summer,1
1919,Warwick,blue,1,Middle,Jungle,Syndra,2017,Summer,1,RekSai,red,1,Middle,Jungle,Taliyah,2017,Summer,0
1920,LeeSin,blue,1,Middle,Jungle,Syndra,2017,Summer,0,Gragas,red,1,Middle,Jungle,Lucian,2017,Summer,1
1921,LeeSin,blue,1,Middle,Jungle,Orianna,2017,Summer,0,Gragas,red,1,Middle,Jungle,Corki,2017,Summer,1
