,CHAMP1_x,Team_x,Partidas_x,CHAMP2_POS_x,CHAMP1_POS_x,CHAMP2_x,Year_x,Season_x,bResult,CHAMP1_y,Team_y,Partidas_y,CHAMP2_POS_y,CHAMP1_POS_y,CHAMP2_y,Year_y,Season_y,rResult
1365,Corki,blue,1,Support,ADC,Poppy,2016,Spring,1,Lucian,red,1,Support,ADC,Braum,2016,Spring,0
1366,Kalista,blue,1,Support,ADC,Braum,2016,Spring,1,Lucian,red,1,Support,ADC,Alistar,2016,Spring,0
1367,Corki,blue,1,Support,ADC,Braum,2016,Spring,0,Kalista,red,1,Support,ADC,Thresh,2016,Spring,1
1368,Ezreal,blue,1,Support,ADC,Trundle,2016,Spring,0,Kalista,red,1,Support,ADC,Alistar,2016,Spring,1
1369,Kalista,blue,1,Support,ADC,Alistar,2016,Spring,1,Corki,red,1,Support,ADC,Trundle,2016,Spring,0
1370,Corki,blue,1,Support,ADC,Alistar,2016,Spring,0,Kalista,red,1,Support,ADC,Morgana,2016,Spring,1
1371,Kalista,blue,1,Support,ADC,Alistar,2016,Spring,1,Corki,red,1,Support,ADC,Morgana,2016,Spring,0
1372,Kalista,blue,1,Support,ADC,Thresh,2016,Spring,1,Kindred,red,1,Support,ADC,Alistar,2016,Spring,0
1373,Kalista,blue,1,Support,ADC,Thresh,2016,Spring,1,Ezreal,red,1,Support,ADC,Trundle,2016,Spring,0
1374,Corki,blue,1,Support,ADC,Alistar,2016,Spring,0,Kalista,red,1,Support,ADC,Thresh,2016,Spring,1
1375,Ezreal,blue,1,Support,ADC,Morgana,2016,Spring,1,Kalista,red,1,Support,ADC,Alistar,2016,Spring,0
1376,Ezreal,blue,1,Support,ADC,Braum,2016,Spring,0,Lucian,red,1,Support,ADC,Alistar,2016,Spring,1
1377,Lucian,blue,1,Support,ADC,Alistar,2016,Spring,0,Corki,red,1,Support,ADC,Morgana,2016,Spring,1
1378,Lucian,blue,1,Support,ADC,Alistar,2016,Spring,1,Vayne,red,1,Support,ADC,Poppy,2016,Spring,0
1379,Lucian,blue,1,Support,ADC,Braum,2016,Spring,1,Ezreal,red,1,Support,ADC,Trundle,2016,Spring,0
1380,Kalista,blue,1,Support,ADC,Thresh,2016,Spring,1,Lucian,red,1,Support,ADC,Janna,2016,Spring,0
1381,Caitlyn,blue,1,Support,ADC,Alistar,2016,Spring,1,MissFortune,red,1,Support,ADC,Morgana,2016,Spring,0
1382,Lucian,blue,1,Support,ADC,Alistar,2016,Spring,1,Corki,red,1,Support,ADC,Zilean,2016,Spring,0
1383,MissFortune,blue,1,Support,ADC,Thresh,2016,Spring,1,Kalista,red,1,Support,ADC,Morgana,2016,Spring,0
1384,Ezreal,blue,1,Support,ADC,Alistar,2016,Spring,0,Lucian,red,1,Support,ADC,Braum,2016,Spring,1
1385,Lucian,blue,1,Support,ADC,Braum,2016,Spring,1,Ezreal,red,1,Support,ADC,Thresh,2016,Spring,0
1386,Kalista,blue,1,Support,ADC,Alistar,2016,Spring,0,Corki,red,1,Support,ADC,Trundle,2016,Spring,1
1387,MissFortune,blue,1,Support,ADC,Thresh,2016,Spring,0,Corki,red,1,Support,ADC,TahmKench,2016,Spring,1
1388,Caitlyn,blue,1,Support,ADC,Braum,2016,Spring,0,Lucian,red,1,Support,ADC,Janna,2016,Spring,1
1389,Kalista,blue,1,Support,ADC,Braum,2016,Spring,1,Ezreal,red,1,Support,ADC,Janna,2016,Spring,0
1390,Kalista,blue,1,Support,ADC,Braum,2016,Spring,0,Ezreal,red,1,Support,ADC,Alistar,2016,Spring,1
1391,Lucian,blue,1,Support,ADC,Janna,2016,Spring,1,Ezreal,red,1,Support,ADC,Bard,2016,Spring,0
1392,Ezreal,blue,1,Support,ADC,Braum,2016,Spring,1,Lucian,red,1,Support,ADC,Janna,2016,Spring,0
1393,Lucian,blue,1,Support,ADC,TahmKench,2016,Spring,0,Ezreal,red,1,Support,ADC,Janna,2016,Spring,1
1394,Lucian,blue,1,Support,ADC,Braum,2016,Spring,1,Jinx,red,1,Support,ADC,Thresh,2016,Spring,0
1395,MissFortune,blue,1,Support,ADC,Alistar,2016,Spring,1,Lucian,red,1,Support,ADC,Morgana,2016,Spring,0
1396,Lucian,blue,1,Support,ADC,Braum,2016,Spring,0,Caitlyn,red,1,Support,ADC,Janna,2016,Spring,1
1397,Lucian,blue,1,Support,ADC,Braum,2016,Spring,0,Corki,red,1,Support,ADC,TahmKench,2016,Spring,1
1398,Lucian,blue,1,Support,ADC,Thresh,2016,Spring,1,Ezreal,red,1,Support,ADC,Braum,2016,Spring,0
1399,Tristana,blue,1,Support,ADC,Poppy,2016,Spring,1,Corki,red,1,Support,ADC,Braum,2016,Spring,0
1400,Kalista,blue,1,Support,ADC,Alistar,2016,Spring,0,Corki,red,1,Support,ADC,Thresh,2016,Spring,1
1401,Lucian,blue,1,Support,ADC,Alistar,2016,Spring,0,Kalista,red,1,Support,ADC,Braum,2016,Spring,1
1402,Lucian,blue,1,Support,ADC,Braum,2016,Spring,0,Corki,red,1,Support,ADC,Bard,2016,Spring,1
1403,Corki,blue,1,Support,ADC,Alistar,2016,Spring,1,Ezreal,red,1,Support,ADC,Braum,2016,Spring,0
1404,Caitlyn,blue,1,Support,ADC,Poppy,2016,Spring,0,Ezreal,red,1,Support,ADC,Braum,2016,Spring,1
1405,Lucian,blue,1,Support,ADC,Janna,2016,Spring,1,Corki,red,1,Support,ADC,Braum,2016,Spring,0
1406,Lucian,blue,1,Support,ADC,TahmKench,2016,Spring,1,Ezreal,red,1,Support,ADC,Alistar,2016,Spring,0
1407,Lucian,blue,1,Support,ADC,Janna,2016,Spring,0,Corki,red,1,Support,ADC,Alistar,2016,Spring,1
1408,KogMaw,blue,1,Support,ADC,Soraka,2016,Spring,1,Kalista,red,1,Support,ADC,Alistar,2016,Spring,0
1409,Lucian,blue,1,Support,ADC,Thresh,2016,Spring,1,KogMaw,red,1,Support,ADC,Braum,2016,Spring,0
1410,KogMaw,blue,1,Support,ADC,Alistar,2016,Spring,1,Lucian,red,1,Support,ADC,Trundle,2016,Spring,0
1411,Corki,blue,1,Support,ADC,Bard,2016,Spring,1,KogMaw,red,1,Support,ADC,Thresh,2016,Spring,0
1412,Lucian,blue,1,Support,ADC,Bard,2016,Spring,1,Corki,red,1,Support,ADC,Braum,2016,Spring,0
1413,KogMaw,blue,1,Support,ADC,TahmKench,2016,Spring,1,Lucian,red,1,Support,ADC,Thresh,2016,Spring,0
1414,Corki,blue,1,Support,ADC,TahmKench,2016,Spring,0,Lucian,red,1,Support,ADC,Alistar,2016,Spring,1
1415,Caitlyn,blue,1,Support,ADC,Braum,2016,Spring,1,Lucian,red,1,Support,ADC,Alistar,2016,Spring,0
1416,Ezreal,blue,1,Support,ADC,Bard,2016,Spring,0,Lucian,red,1,Support,ADC,Alistar,2016,Spring,1
1417,Lucian,blue,1,Support,ADC,Braum,2016,Spring,1,Corki,red,1,Support,ADC,Thresh,2016,Spring,0
1418,Lucian,blue,1,Support,ADC,Braum,2016,Spring,0,Corki,red,1,Support,ADC,Thresh,2016,Spring,1
1419,Caitlyn,blue,1,Support,ADC,Braum,2016,Spring,1,Ezreal,red,1,Support,ADC,Thresh,2016,Spring,0
1420,Caitlyn,blue,1,Support,ADC,Braum,2016,Spring,0,Lucian,red,1,Support,ADC,Alistar,2016,Spring,1
1421,Lucian,blue,1,Support,ADC,Alistar,2016,Spring,0,Kalista,red,1,Support,ADC,Bard,2016,Spring,1
1422,KogMaw,blue,1,Support,ADC,Nautilus,2016,Spring,0,Lucian,red,1,Support,ADC,Thresh,2016,Spring,1
1423,Ezreal,blue,1,Support,ADC,Janna,2016,Spring,0,Caitlyn,red,1,Support,ADC,Braum,2016,Spring,1
1424,Kalista,blue,1,Support,ADC,Thresh,2016,Spring,1,Corki,red,1,Support,ADC,Alistar,2016,Spring,0
1425,Kalista,blue,1,Support,ADC,Braum,2016,Spring,1,KogMaw,red,1,Support,ADC,Alistar,2016,Spring,0
1426,Corki,blue,1,Support,ADC,TahmKench,2016,Spring,1,Lucian,red,1,Support,ADC,Thresh,2016,Spring,0
1427,Jhin,blue,1,Support,ADC,Braum,2016,Spring,1,Ezreal,red,1,Support,ADC,Trundle,2016,Spring,0
1428,Sivir,blue,1,Support,ADC,Janna,2016,Spring,1,Kalista,red,1,Support,ADC,Braum,2016,Spring,0
1429,Ezreal,blue,1,Support,ADC,Alistar,2016,Spring,0,Lucian,red,1,Support,ADC,Trundle,2016,Spring,1
1430,Kalista,blue,1,Support,ADC,Janna,2016,Spring,0,Lucian,red,1,Support,ADC,Bard,2016,Spring,1
1431,Lucian,blue,1,Support,ADC,Thresh,2016,Spring,0,Kalista,red,1,Support,ADC,Alistar,2016,Spring,1
1432,Ezreal,blue,1,Support,ADC,Thresh,2016,Spring,1,Kalista,red,1,Support,ADC,Braum,2016,Spring,0
1433,MissFortune,blue,1,Support,ADC,Morgana,2016,Spring,1,Sivir,red,1,Support,ADC,Alistar,2016,Spring,0
1434,Jhin,blue,1,Support,ADC,Braum,2016,Spring,0,Kalista,red,1,Support,ADC,Thresh,2016,Spring,1
1435,Corki,blue,1,Support,ADC,Nautilus,2016,Spring,0,Lucian,red,1,Support,ADC,Thresh,2016,Spring,1
1436,Sivir,blue,1,Support,ADC,Trundle,2016,Spring,0,Lucian,red,1,Support,ADC,Braum,2016,Spring,1
1437,Sivir,blue,1,Support,ADC,Braum,2016,Spring,0,Jhin,red,1,Support,ADC,Thresh,2016,Spring,1
1438,Ezreal,blue,1,Support,ADC,Alistar,2016,Spring,1,Lucian,red,1,Support,ADC,Soraka,2016,Spring,0
1439,Lucian,blue,1,Support,ADC,Alistar,2016,Spring,0,Sivir,red,1,Support,ADC,Thresh,2016,Spring,1
1440,Jhin,blue,1,Support,ADC,Alistar,2016,Spring,1,Sivir,red,1,Support,ADC,Thresh,2016,Spring,0
1441,Lucian,blue,1,Support,ADC,Thresh,2016,Spring,0,Sivir,red,1,Support,ADC,Bard,2016,Spring,1
1442,Kalista,blue,1,Support,ADC,Braum,2016,Spring,1,Lucian,red,1,Support,ADC,Thresh,2016,Spring,0
1443,Sivir,blue,1,Support,ADC,Janna,2016,Spring,1,Kalista,red,1,Support,ADC,Braum,2016,Spring,0
1444,Lucian,blue,1,Support,ADC,Bard,2016,Spring,1,Ezreal,red,1,Support,ADC,Braum,2016,Spring,0
1445,Lucian,blue,1,Support,ADC,Braum,2016,Spring,1,Sivir,red,1,Support,ADC,Alistar,2016,Spring,0
1446,Lucian,blue,1,Support,ADC,Trundle,2016,Spring,1,Sivir,red,1,Support,ADC,Janna,2016,Spring,0
1447,Corki,blue,1,Support,ADC,Janna,2016,Summer,0,Caitlyn,red,1,Support,ADC,Soraka,2016,Summer,1
1448,Caitlyn,blue,1,Support,ADC,TahmKench,2016,Summer,1,Lucian,red,1,Support,ADC,Alistar,2016,Summer,0
1449,Lucian,blue,1,Support,ADC,Alistar,2016,Summer,1,Twitch,red,1,Support,ADC,Taric,2016,Summer,0
1450,Ezreal,blue,1,Support,ADC,Trundle,2016,Summer,0,Lucian,red,1,Support,ADC,Braum,2016,Summer,1
1451,Kalista,blue,1,Support,ADC,Braum,2016,Summer,1,Caitlyn,red,1,Support,ADC,Nautilus,2016,Summer,0
1452,Sivir,blue,1,Support,ADC,Nautilus,2016,Summer,0,Kalista,red,1,Support,ADC,Janna,2016,Summer,1
1453,Caitlyn,blue,1,Support,ADC,Braum,2016,Summer,1,Jhin,red,1,Support,ADC,Thresh,2016,Summer,0
1454,Lucian,blue,1,Support,ADC,Braum,2016,Summer,1,Ezreal,red,1,Support,ADC,Thresh,2016,Summer,0
1455,Ezreal,blue,1,Support,ADC,Braum,2016,Summer,0,Caitlyn,red,1,Support,ADC,Soraka,2016,Summer,1
1456,Lucian,blue,1,Support,ADC,Bard,2016,Summer,1,Caitlyn,red,1,Support,ADC,Nautilus,2016,Summer,0
1457,Caitlyn,blue,1,Support,ADC,Alistar,2016,Summer,1,Sivir,red,1,Support,ADC,Braum,2016,Summer,0
1458,Sivir,blue,1,Support,ADC,Alistar,2016,Summer,1,Caitlyn,red,1,Support,ADC,Trundle,2016,Summer,0
1459,Caitlyn,blue,1,Support,ADC,Braum,2016,Summer,0,Jhin,red,1,Support,ADC,Thresh,2016,Summer,1
1460,Caitlyn,blue,1,Support,ADC,Bard,2016,Summer,0,Lucian,red,1,Support,ADC,Braum,2016,Summer,1
1461,Lucian,blue,1,Support,ADC,Bard,2016,Summer,1,Caitlyn,red,1,Support,ADC,Braum,2016,Summer,0
1462,Ezreal,blue,1,Support,ADC,Karma,2016,Summer,1,Lucian,red,1,Support,ADC,Trundle,2016,Summer,0
1463,Kalista,blue,1,Support,ADC,Braum,2016,Summer,1,Lucian,red,1,Support,ADC,Janna,2016,Summer,0
1464,Lucian,blue,1,Support,ADC,Alistar,2016,Summer,0,Caitlyn,red,1,Support,ADC,Bard,2016,Summer,1
1465,Ezreal,blue,1,Support,ADC,Karma,2016,Summer,1,Lucian,red,1,Support,ADC,Braum,2016,Summer,0
1466,Kalista,blue,1,Support,ADC,Braum,2016,Summer,1,Lucian,red,1,Support,ADC,Thresh,2016,Summer,0
1467,Ashe,blue,1,Support,ADC,Zyra,2016,Summer,1,Sivir,red,1,Support,ADC,Karma,2016,Summer,0
1468,Jhin,blue,1,Support,ADC,Nami,2016,Summer,0,Ashe,red,1,Support,ADC,Zyra,2016,Summer,1
1469,Sivir,blue,1,Support,ADC,Nami,2016,Summer,1,Caitlyn,red,1,Support,ADC,Karma,2016,Summer,0
1470,Jinx,blue,1,Support,ADC,Karma,2016,Summer,0,Sivir,red,1,Support,ADC,Nami,2016,Summer,1
1471,Caitlyn,blue,1,Support,ADC,Bard,2016,Summer,1,Ezreal,red,1,Support,ADC,Karma,2016,Summer,0
1472,Sivir,blue,1,Support,ADC,Alistar,2016,Summer,0,Caitlyn,red,1,Support,ADC,Zyra,2016,Summer,1
1473,Ashe,blue,1,Support,ADC,Thresh,2016,Summer,0,Caitlyn,red,1,Support,ADC,TahmKench,2016,Summer,1
1474,Sivir,blue,1,Support,ADC,Soraka,2016,Summer,1,Lucian,red,1,Support,ADC,Zyra,2016,Summer,0
1475,Draven,blue,1,Support,ADC,Karma,2016,Summer,1,Sivir,red,1,Support,ADC,Nami,2016,Summer,0
1476,Kalista,blue,1,Support,ADC,Nami,2016,Summer,0,Draven,red,1,Support,ADC,Karma,2016,Summer,1
1477,MissFortune,blue,1,Support,ADC,Karma,2016,Summer,1,Sivir,red,1,Support,ADC,Nami,2016,Summer,0
1478,Lucian,blue,1,Support,ADC,Braum,2016,Summer,1,Sivir,red,1,Support,ADC,Karma,2016,Summer,0
1479,Vayne,blue,1,Support,ADC,Nami,2016,Summer,1,Sivir,red,1,Support,ADC,Alistar,2016,Summer,0
1480,Lucian,blue,1,Support,ADC,Nami,2016,Summer,1,Ezreal,red,1,Support,ADC,Karma,2016,Summer,0
1481,Sivir,blue,1,Support,ADC,Zyra,2016,Summer,0,Caitlyn,red,1,Support,ADC,Nami,2016,Summer,1
1482,Ezreal,blue,1,Support,ADC,Bard,2016,Summer,0,Caitlyn,red,1,Support,ADC,Janna,2016,Summer,1
1483,Ashe,blue,1,Support,ADC,Karma,2016,Summer,0,Caitlyn,red,1,Support,ADC,Janna,2016,Summer,1
1484,Caitlyn,blue,1,Support,ADC,Janna,2016,Summer,1,Ezreal,red,1,Support,ADC,Bard,2016,Summer,0
1485,Ashe,blue,1,Support,ADC,Nami,2016,Summer,1,Caitlyn,red,1,Support,ADC,Karma,2016,Summer,0
1486,Sivir,blue,1,Support,ADC,Braum,2016,Summer,0,Ezreal,red,1,Support,ADC,Karma,2016,Summer,1
1487,Caitlyn,blue,1,Support,ADC,Janna,2016,Summer,0,Ashe,red,1,Support,ADC,Karma,2016,Summer,1
1488,Ezreal,blue,1,Support,ADC,Braum,2016,Summer,1,Lucian,red,1,Support,ADC,Bard,2016,Summer,0
1489,Caitlyn,blue,1,Support,ADC,Janna,2016,Summer,1,Sivir,red,1,Support,ADC,Nami,2016,Summer,0
1490,Jhin,blue,1,Support,ADC,Zyra,2016,Summer,0,Ashe,red,1,Support,ADC,Karma,2016,Summer,1
1491,Ezreal,blue,1,Support,ADC,Thresh,2016,Summer,1,Lucian,red,1,Support,ADC,Nami,2016,Summer,0
1492,Jhin,blue,1,Support,ADC,Karma,2016,Summer,0,Ezreal,red,1,Support,ADC,Zyra,2016,Summer,1
1493,Sivir,blue,1,Support,ADC,Nami,2016,Summer,0,Ezreal,red,1,Support,ADC,Soraka,2016,Summer,1
1494,Sivir,blue,1,Support,ADC,Braum,2016,Summer,1,Ezreal,red,1,Support,ADC,Karma,2016,Summer,0
1495,Caitlyn,blue,1,Support,ADC,Nami,2016,Summer,0,Ezreal,red,1,Support,ADC,Karma,2016,Summer,1
1496,Ezreal,blue,1,Support,ADC,Karma,2016,Summer,1,Caitlyn,red,1,Support,ADC,Soraka,2016,Summer,0
1497,Ezreal,blue,1,Support,ADC,Nami,2016,Summer,1,Ashe,red,1,Support,ADC,Karma,2016,Summer,0
1498,Sivir,blue,1,Support,ADC,Karma,2016,Summer,0,Ashe,red,1,Support,ADC,Braum,2016,Summer,1
1499,Caitlyn,blue,1,Support,ADC,Braum,2016,Summer,1,Ashe,red,1,Support,ADC,Soraka,2016,Summer,0
1500,Jhin,blue,1,Support,ADC,Thresh,2016,Summer,0,Ezreal,red,1,Support,ADC,Braum,2016,Summer,1
1501,Caitlyn,blue,1,Support,ADC,Bard,2016,Summer,1,Sivir,red,1,Support,ADC,Karma,2016,Summer,0
1502,Ezreal,blue,1,Support,ADC,Karma,2016,Summer,1,Sivir,red,1,Support,ADC,Braum,2016,Summer,0
1503,Lucian,blue,1,Support,ADC,Braum,2016,Summer,0,Jhin,red,1,Support,ADC,Karma,2016,Summer,1
1504,Ezreal,blue,1,Support,ADC,Bard,2016,Summer,1,Jhin,red,1,Support,ADC,Braum,2016,Summer,0
1505,Ezreal,blue,1,Support,ADC,Karma,2016,Summer,0,Ashe,red,1,Support,ADC,Zyra,2016,Summer,1
1506,Ashe,blue,1,Support,ADC,Karma,2016,Summer,1,Jhin,red,1,Support,ADC,Bard,2016,Summer,0
1507,Ezreal,blue,1,Support,ADC,Braum,2016,Summer,0,Sivir,red,1,Support,ADC,Karma,2016,Summer,1
1508,Ezreal,blue,1,Support,ADC,Nami,2016,Summer,0,Sivir,red,1,Support,ADC,Karma,2016,Summer,1
1509,Ezreal,blue,1,Support,ADC,Nami,2016,Summer,1,Caitlyn,red,1,Support,ADC,Karma,2016,Summer,0
1510,Ashe,blue,1,Support,ADC,Karma,2016,Summer,1,Ezreal,red,1,Support,ADC,Nami,2016,Summer,0
1511,Caitlyn,blue,1,Support,ADC,Bard,2016,Summer,1,Ashe,red,1,Support,ADC,Karma,2016,Summer,0
1512,Ashe,blue,1,Support,ADC,Zyra,2016,Summer,1,Ezreal,red,1,Support,ADC,Braum,2016,Summer,0
1513,Ashe,blue,1,Support,ADC,Braum,2016,Summer,0,Jhin,red,1,Support,ADC,Thresh,2016,Summer,1
1514,Jhin,blue,1,Support,ADC,Thresh,2016,Summer,1,Ezreal,red,1,Support,ADC,Braum,2016,Summer,0
1515,Jhin,blue,1,Support,ADC,TahmKench,2016,Summer,0,Sivir,red,1,Support,ADC,Karma,2016,Summer,1
1516,Caitlyn,blue,1,Support,ADC,Karma,2016,Summer,0,Ashe,red,1,Support,ADC,Braum,2016,Summer,1
1517,Lucian,blue,1,Support,ADC,Braum,2016,Summer,1,Ezreal,red,1,Support,ADC,Bard,2016,Summer,0
1518,Lucian,blue,1,Support,ADC,Bard,2016,Summer,1,Ezreal,red,1,Support,ADC,Thresh,2016,Summer,0
1519,Ashe,blue,1,Support,ADC,TahmKench,2016,Summer,1,Jhin,red,1,Support,ADC,Zyra,2016,Summer,0
1520,Jhin,blue,1,Support,ADC,Nami,2016,Summer,1,Ezreal,red,1,Support,ADC,Karma,2016,Summer,0
1521,Sivir,blue,1,Support,ADC,Karma,2016,Summer,0,Jhin,red,1,Support,ADC,Bard,2016,Summer,1
1522,Ezreal,blue,1,Support,ADC,Taric,2016,Summer,0,Lucian,red,1,Support,ADC,Braum,2016,Summer,1
1523,Jhin,blue,1,Support,ADC,Nami,2016,Summer,0,Ashe,red,1,Support,ADC,Karma,2016,Summer,1
1524,Ezreal,blue,1,Support,ADC,Karma,2016,Summer,1,Caitlyn,red,1,Support,ADC,Bard,2016,Summer,0
1525,Jhin,blue,1,Support,ADC,Thresh,2016,Summer,0,Ashe,red,1,Support,ADC,Bard,2016,Summer,1
1526,Ashe,blue,1,Support,ADC,Thresh,2016,Summer,1,Draven,red,1,Support,ADC,Nami,2016,Summer,0
1527,Lucian,blue,1,Support,ADC,Braum,2016,Summer,0,Jhin,red,1,Support,ADC,Bard,2016,Summer,1
1528,Jhin,blue,1,Support,ADC,Nami,2016,Summer,0,Caitlyn,red,1,Support,ADC,Karma,2016,Summer,1
1529,Sivir,blue,1,Support,ADC,Braum,2016,Summer,1,Caitlyn,red,1,Support,ADC,Nami,2016,Summer,0
1530,Sivir,blue,1,Support,ADC,Karma,2016,Summer,1,Lucian,red,1,Support,ADC,Braum,2016,Summer,0
1531,Ezreal,blue,1,Support,ADC,Karma,2016,Summer,0,Jhin,red,1,Support,ADC,Braum,2016,Summer,1
1532,Ashe,blue,1,Support,ADC,Bard,2016,Summer,1,Jhin,red,1,Support,ADC,Alistar,2016,Summer,0
1533,Caitlyn,blue,1,Support,ADC,Janna,2016,Summer,1,Draven,red,1,Support,ADC,Bard,2016,Summer,0
1534,Caitlyn,blue,1,Support,ADC,Bard,2016,Summer,1,Jhin,red,1,Support,ADC,Thresh,2016,Summer,0
1535,Sivir,blue,1,Support,ADC,Braum,2016,Summer,0,Caitlyn,red,1,Support,ADC,Karma,2016,Summer,1
1536,Caitlyn,blue,1,Support,ADC,Bard,2016,Summer,1,Jhin,red,1,Support,ADC,Morgana,2016,Summer,0
1537,Ashe,blue,1,Support,ADC,Braum,2016,Summer,1,Jhin,red,1,Support,ADC,Nami,2016,Summer,0
1538,Sivir,blue,1,Support,ADC,Bard,2016,Summer,0,Jhin,red,1,Support,ADC,Nami,2016,Summer,1
1539,Lucian,blue,1,Support,ADC,Karma,2016,Summer,0,Jhin,red,1,Support,ADC,Braum,2016,Summer,1
1540,Jhin,blue,1,Support,ADC,Braum,2016,Summer,1,Lucian,red,1,Support,ADC,Bard,2016,Summer,0
1541,Ezreal,blue,1,Support,ADC,Nami,2016,Summer,0,Lucian,red,1,Support,ADC,Karma,2016,Summer,1
1542,Lucian,blue,1,Support,ADC,Thresh,2016,Summer,0,Ezreal,red,1,Support,ADC,Nami,2016,Summer,1
1543,Caitlyn,blue,1,Support,ADC,Nami,2016,Summer,1,Jhin,red,1,Support,ADC,Karma,2016,Summer,0
1544,Jhin,blue,1,Support,ADC,Karma,2016,Summer,1,Caitlyn,red,1,Support,ADC,Nami,2016,Summer,0
1545,Sivir,blue,1,Support,ADC,Karma,2016,Summer,0,Lucian,red,1,Support,ADC,Braum,2016,Summer,1
1546,Lucian,blue,1,Support,ADC,Bard,2016,Summer,0,Sivir,red,1,Support,ADC,Karma,2016,Summer,1
1547,Lucian,blue,1,Support,ADC,Nami,2016,Summer,1,Sivir,red,1,Support,ADC,Karma,2016,Summer,0
1548,Ashe,blue,1,Support,ADC,Braum,2016,Summer,0,Sivir,red,1,Support,ADC,Nami,2016,Summer,1
1549,Lucian,blue,1,Support,ADC,Braum,2016,Summer,0,Sivir,red,1,Support,ADC,Nami,2016,Summer,1
1550,Jhin,blue,1,Support,ADC,Karma,2016,Summer,1,Caitlyn,red,1,Support,ADC,Janna,2016,Summer,0
1551,Caitlyn,blue,1,Support,ADC,Nami,2016,Summer,0,Sivir,red,1,Support,ADC,Karma,2016,Summer,1
1552,Caitlyn,blue,1,Support,ADC,Bard,2016,Summer,1,Sivir,red,1,Support,ADC,Karma,2016,Summer,0
1553,Jhin,blue,1,Support,ADC,Karma,2016,Summer,0,Sivir,red,1,Support,ADC,Janna,2016,Summer,1
1554,Sivir,blue,1,Support,ADC,Nami,2016,Summer,1,Ezreal,red,1,Support,ADC,Karma,2016,Summer,0
1555,Ashe,blue,1,Support,ADC,Karma,2016,Summer,1,Jhin,red,1,Support,ADC,Thresh,2016,Summer,0
1556,Jhin,blue,1,Support,ADC,Thresh,2016,Summer,0,Lucian,red,1,Support,ADC,Bard,2016,Summer,1
1557,Ashe,blue,1,Support,ADC,Nami,2016,Summer,0,Jhin,red,1,Support,ADC,Karma,2016,Summer,1
1558,Sivir,blue,1,Support,ADC,Karma,2016,Summer,1,Jhin,red,1,Support,ADC,Thresh,2016,Summer,0
1559,Jhin,blue,1,Support,ADC,Bard,2016,Summer,0,Ashe,red,1,Support,ADC,Braum,2016,Summer,1
1560,Sivir,blue,1,Support,ADC,Taric,2016,Summer,1,Ashe,red,1,Support,ADC,Braum,2016,Summer,0
1561,Lucian,blue,1,Support,ADC,TahmKench,2016,Summer,0,Jhin,red,1,Support,ADC,Braum,2016,Summer,1
1562,Lucian,blue,1,Support,ADC,Karma,2016,Summer,0,Jhin,red,1,Support,ADC,Thresh,2016,Summer,1
1563,Ashe,blue,1,Support,ADC,Thresh,2016,Summer,0,Ezreal,red,1,Support,ADC,Braum,2016,Summer,1
1564,Ezreal,blue,1,Support,ADC,Karma,2016,Summer,0,Ashe,red,1,Support,ADC,Braum,2016,Summer,1
1565,Sivir,blue,1,Support,ADC,Karma,2016,Summer,1,Draven,red,1,Support,ADC,Braum,2016,Summer,0
1566,Ashe,blue,1,Support,ADC,Karma,2016,Summer,0,Ezreal,red,1,Support,ADC,Braum,2016,Summer,1
1567,Ashe,blue,1,Support,ADC,Taric,2016,Summer,1,Jhin,red,1,Support,ADC,Braum,2016,Summer,0
1568,Ashe,blue,1,Support,ADC,Karma,2016,Summer,0,Ezreal,red,1,Support,ADC,Bard,2016,Summer,1
1569,Lucian,blue,1,Support,ADC,Karma,2016,Summer,0,Jhin,red,1,Support,ADC,Morgana,2016,Summer,1
1570,Jhin,blue,1,Support,ADC,Morgana,2016,Summer,1,Lucian,red,1,Support,ADC,Braum,2016,Summer,0
1571,Jhin,blue,1,Support,ADC,Trundle,2016,Summer,1,Caitlyn,red,1,Support,ADC,Braum,2016,Summer,0
1572,Jhin,blue,1,Support,ADC,Karma,2016,Summer,0,Sivir,red,1,Support,ADC,Braum,2016,Summer,1
1573,Ezreal,blue,1,Support,ADC,Taric,2016,Summer,0,Sivir,red,1,Support,ADC,Karma,2016,Summer,1
1574,Sivir,blue,1,Support,ADC,Janna,2016,Summer,0,Ashe,red,1,Support,ADC,Karma,2016,Summer,1
1575,Sivir,blue,1,Support,ADC,Karma,2016,Summer,1,Caitlyn,red,1,Support,ADC,Bard,2016,Summer,0
1576,Lucian,blue,1,Support,ADC,Karma,2016,Summer,0,Sivir,red,1,Support,ADC,TahmKench,2016,Summer,1
1577,Ashe,blue,1,Support,ADC,Braum,2016,Summer,1,Sivir,red,1,Support,ADC,Karma,2016,Summer,0
1578,Sivir,blue,1,Support,ADC,Janna,2016,Summer,0,Jhin,red,1,Support,ADC,Braum,2016,Summer,1
1579,Jhin,blue,1,Support,ADC,Trundle,2016,Summer,0,Caitlyn,red,1,Support,ADC,Braum,2016,Summer,1
1580,Caitlyn,blue,1,Support,ADC,Karma,2016,Summer,0,Sivir,red,1,Support,ADC,Braum,2016,Summer,1
1581,Sivir,blue,1,Support,ADC,Braum,2016,Summer,1,Lucian,red,1,Support,ADC,Trundle,2016,Summer,0
1582,Lucian,blue,1,Support,ADC,Trundle,2016,Summer,1,Sivir,red,1,Support,ADC,Braum,2016,Summer,0
