,TAG1,TAG2,Total_Played,Wins
2249,Twitch,Zyra,3,2
2144,Vayne,Annie,5,2
2112,JarvanIV,Sona,6,2
2113,Rammus,Nami,3,2
2115,Poppy,Lulu,2,2
620,DrMundo,Sejuani,4,2
622,Lissandra,Pantheon,3,2
995,Gragas,Swain,7,2
989,Olaf,Varus,4,2
2179,Jinx,Karma,3,2
289,Kled,Olaf,7,2
984,Udyr,Corki,4,2
638,Trundle,Zac,6,2
423,Swain,Nidalee,3,2
651,Gangplank,Ekko,3,2
656,Kled,Chogath,3,2
683,Gragas,Maokai,5,2
898,Evelynn,Diana,3,2
3236,Ezreal,Elise,2,2
67,Hecarim,Ekko,6,2
852,Sejuani,Karthus,6,2
2324,KogMaw,Karma,7,2
706,TahmKench,Khazix,2,2
2332,KogMaw,Bard,2,2
3233,Ashe,Shen,3,2
68,Hecarim,JarvanIV,10,2
2341,Kennen,Blitzcrank,4,2
859,LeeSin,Chogath,3,2
2342,Kennen,Braum,8,2
2346,Ziggs,TahmKench,6,2
716,Fiora,Poppy,2,2
717,Malphite,LeeSin,9,2
2356,Tristana,Soraka,5,2
828,Vi,Kassadin,5,2
705,Singed,Graves,2,2
2313,Ziggs,Braum,3,2
2257,Twitch,Soraka,5,2
698,Renekton,Chogath,2,2
135,Graves,Poppy,5,2
133,TahmKench,Nidalee,8,2
2267,Lucian,Sona,8,2
2276,Vayne,Karma,5,2
119,Maokai,Shyvana,4,2
697,Fiora,Rammus,2,2
2290,Varus,Zilean,10,2
2311,Ashe,Camille,3,2
869,Zac,Vladimir,2,2
867,Nunu,Fizz,4,2
866,RekSai,Ziggs,8,2
865,LeeSin,KogMaw,2,2
2303,MissFortune,Malzahar,4,2
2304,Ziggs,Thresh,2,2
513,Yasuo,Elise,3,2
732,Alistar,LeeSin,3,2
1505,Rumble,Zed,2,2
1667,LeeSin,Shen,4,2
1362,Kindred,AurelionSol,5,2
3071,Gragas,Sona,5,2
1310,Nidalee,JarvanIV,2,2
1311,Nunu,Ezreal,5,2
494,Sion,Nunu,4,2
1409,Nidalee,Talon,5,2
1604,Sejuani,Zilean,6,2
1603,Jax,Ryze,3,2
1602,Nidalee,Zoe,2,2
1601,Camille,Galio,2,2
1414,Chogath,Kassadin,2,2
1417,JarvanIV,Ziggs,3,2
1595,Nidalee,Diana,4,2
1425,Elise,Katarina,6,2
3078,Olaf,Leona,2,2
1307,Pantheon,Kassadin,2,2
1400,DrMundo,Lulu,2,2
475,Chogath,Elise,7,2
1383,Rumble,Corki,4,2
1278,Warwick,Taliyah,3,2
1661,Ekko,Annie,4,2
1368,Skarner,Taliyah,2,2
3062,Zac,Annie,3,2
1283,Khazix,Lucian,2,2
1284,RekSai,Katarina,8,2
1643,Vi,Nautilus,2,2
1363,Kindred,Cassiopeia,6,2
507,Fizz,Ekko,6,2
464,Fiora,Warwick,4,2
465,Gnar,Warwick,6,2
466,Rumble,Chogath,3,2
467,JarvanIV,Kayn,4,2
1365,Kindred,Malzahar,4,2
1429,RekSai,Camille,5,2
1431,Ivern,Ahri,7,2
1349,Nocturne,Lissandra,3,2
1500,Ivern,Galio,3,2
1549,Nidalee,AurelionSol,3,2
1547,Zac,Veigar,2,2
1325,Sejuani,Varus,4,2
1492,Maokai,Galio,7,2
1494,Graves,Xerath,7,2
1497,Elise,Ziggs,6,2
424,Lissandra,Hecarim,5,2
3103,Poppy,Rakan,2,2
1507,Ekko,Zed,2,2
1508,Graves,Ziggs,2,2
1536,Rengar,TwistedFate,5,2
3090,Quinn,Janna,2,2
1528,Kayn,Anivia,2,2
1526,Olaf,Anivia,2,2
1552,Skarner,Cassiopeia,3,2
1476,Ekko,Zilean,4,2
1313,RekSai,Karthus,8,2
1458,Evelynn,Corki,3,2
1348,Kindred,Gangplank,5,2
1447,Poppy,Ahri,3,2
1572,Shyvana,Malzahar,6,2
1314,Vi,Xerath,2,2
1568,Sejuani,Zoe,5,2
1455,Warwick,Ziggs,2,2
1459,Graves,Katarina,6,2
1323,Gragas,Xerath,6,2
1566,Evelynn,Malzahar,5,2
1463,Sejuani,AurelionSol,2,2
1319,Sejuani,Anivia,2,2
1473,Rumble,Lux,3,2
1320,JarvanIV,Karthus,5,2
1321,Nunu,Chogath,3,2
445,Gangplank,Ivern,6,2
1521,Hecarim,Corki,3,2
430,Malzahar,Hecarim,2,2
428,Gangplank,Olaf,4,2
437,Kled,Ivern,4,2
444,Rumble,Warwick,4,2
425,Taliyah,RekSai,3,2
443,Fiora,Ivern,9,2
1265,Warwick,Jayce,4,2
1371,Graves,Talon,4,2
1256,Rumble,Orianna,3,2
441,Trundle,Ivern,2,2
1272,LeeSin,Kayle,5,2
1452,Camille,Ahri,1,1
2949,Rumble,Quinn,2,1
2764,Nautilus,Quinn,1,1
2391,KogMaw,Nautilus,5,1
2763,DrMundo,Graves,1,1
728,Kayle,Olaf,1,1
3240,Ziggs,Ashe,1,1
810,Ornn,Gragas,1,1
2815,Trundle,XinZhao,1,1
803,Vladimir,Camille,1,1
3243,Vayne,Zilean,1,1
2761,Malphite,Poppy,1,1
808,Gnar,Camille,1,1
807,Gangplank,Skarner,2,1
3108,Fizz,Thresh,2,1
2389,KogMaw,Soraka,2,1
806,Ornn,Jax,1,1
1342,Elise,Riven,1,1
2765,Quinn,Udyr,1,1
726,Camille,Nocturne,1,1
814,Rengar,Fizz,4,1
3107,LeeSin,Kennen,2,1
1472,Zac,Yasuo,2,1
64,Ryze,Zac,1,1
710,Kled,Evelynn,2,1
1470,RekSai,Yasuo,8,1
1469,Zac,TwistedFate,3,1
711,Kennen,Warwick,3,1
712,Maokai,Chogath,2,1
713,Chogath,LeeSin,3,1
714,Chogath,Jax,2,1
715,TahmKench,Poppy,1,1
3139,Evelynn,Brand,1,1
3235,Tristana,Leona,4,1
3112,Skarner,Lulu,1,1
2950,Malzahar,Azir,1,1
1464,Maokai,Leblanc,3,1
2767,Gangplank,Poppy,1,1
47,Lissandra,Gragas,5,1
2814,Nasus,JarvanIV,1,1
1462,RekSai,Quinn,1,1
720,Trundle,Lulu,1,1
1461,Zac,Talon,2,1
3238,Nunu,Ziggs,1,1
44,Sion,Zac,3,1
723,Fiora,Nocturne,1,1
1451,Zac,Katarina,3,1
2712,Karma,RekSai,1,1
3244,Jinx,Poppy,1,1
1437,Sejuani,Ezreal,1,1
2939,Kindred,Ezreal,1,1
3116,Evelynn,Gragas,1,1
780,Lulu,Khazix,5,1
2442,Vayne,Kennen,1,1
2754,Sion,Kindred,1,1
2444,MissFortune,Bard,3,1
3253,Ezreal,Velkoz,1,1
2937,Gragas,Karthus,1,1
8,Irelia,Nocturne,1,1
2448,Draven,Bard,4,1
776,Ornn,Evelynn,1,1
3254,Jhin,Rengar,1,1
1433,Kayn,Taliyah,3,1
3137,Riven,Taric,1,1
772,Karma,Khazix,1,1
2457,Ziggs,Elise,1,1
2458,Varus,Sion,1,1
2459,KogMaw,Zilean,2,1
2461,Ashe,Lux,1,1
2462,Ashe,Velkoz,1,1
2463,KogMaw,Malzahar,2,1
2753,XinZhao,Sejuani,1,1
2465,Caitlyn,Brand,5,1
782,Nidalee,LeeSin,2,1
2818,Nidalee,Sejuani,1,1
3245,Caitlyn,Udyr,1,1
2432,Twitch,Morgana,3,1
1474,Udyr,TwistedFate,2,1
2759,Pantheon,LeeSin,1,1
799,Maokai,Jax,1,1
26,Gnar,Vi,5,1
798,Ornn,Camille,1,1
1449,Amumu,Teemo,1,1
2816,Urgot,Sejuani,1,1
2404,Kennen,MissFortune,1,1
1445,Ekko,Ryze,1,1
3113,Maokai,Zyra,1,1
2407,Ezreal,Camille,3,1
793,Gangplank,Nunu,1,1
2410,Ezreal,Fiddlesticks,2,1
1441,Sion,Diana,1,1
2757,Camille,Vi,1,1
2414,Tristana,Camille,3,1
1438,Nautilus,Ahri,1,1
2422,Twitch,Trundle,1,1
2424,Heimerdinger,LeeSin,1,1
730,Lucian,Chogath,1,1
786,Maokai,Karthus,3,1
785,Lissandra,Karthus,1,1
3250,Varus,Gragas,1,1
2760,Galio,Maokai,1,1
3104,Pantheon,Nami,2,1
846,LeeSin,Karthus,4,1
882,XinZhao,TwistedFate,1,1
172,Vladimir,Graves,3,1
680,Kassadin,Nunu,1,1
2968,Riven,Zed,1,1
168,Yasuo,Sejuani,1,1
3096,Hecarim,Rakan,3,1
2791,Nautilus,Ezreal,1,1
2790,Riven,Zac,1,1
2789,Darius,Evelynn,2,1
3141,Nunu,Zyra,1,1
2799,Gragas,Nunu,1,1
1504,Poppy,Anivia,2,1
684,Gragas,Kayn,4,1
686,Zac,Khazix,1,1
148,Malphite,Nunu,1,1
687,Darius,Khazix,1,1
1502,Kayn,Lux,1,1
143,Poppy,Nunu,1,1
689,Jax,Rengar,1,1
691,Kayle,Elise,5,1
1501,Rammus,Orianna,1,1
1499,Shaco,Talon,1,1
888,Nocturne,Kassadin,2,1
3098,Warwick,Janna,1,1
907,Nautilus,TwistedFate,2,1
908,Shyvana,Ahri,2,1
3223,KogMaw,Brand,1,1
1516,Poppy,Corki,1,1
931,Elise,Urgot,1,1
3091,Rumble,Trundle,2,1
217,Trundle,Mordekaiser,1,1
668,Nautilus,Poppy,3,1
1519,Lulu,Viktor,1,1
926,Nunu,Karthus,3,1
2214,MissFortune,Braum,4,1
3092,Warwick,Lulu,3,1
209,Ryze,Olaf,2,1
3093,Ivern,Soraka,2,1
672,Yasuo,Zac,1,1
3222,Ashe,Zilean,2,1
198,Lissandra,Kindred,6,1
1514,JarvanIV,Anivia,2,1
2798,Jayce,Nunu,1,1
195,Irelia,Evelynn,3,1
1332,Evelynn,MasterYi,2,1
2792,Galio,Nocturne,1,1
674,Camille,Hecarim,2,1
915,Zac,Zed,3,1
675,Talon,Elise,1,1
3219,Ezreal,MissFortune,3,1
884,RekSai,Urgot,2,1
693,Galio,Nidalee,1,1
2768,Ekko,Malzahar,1,1
123,DrMundo,Elise,12,1
862,Zac,JarvanIV,1,1
3229,Corki,Gragas,1,1
2806,Camille,Warwick,1,1
2957,Maokai,Diana,1,1
2308,Mordekaiser,Nautilus,1,1
2309,Mordekaiser,Blitzcrank,2,1
87,Rumble,Shyvana,1,1
1483,Hecarim,TwistedFate,2,1
3100,Gragas,Vayne,1,1
86,Fizz,Nautilus,2,1
703,Morgana,Elise,1,1
1480,Shen,Corki,1,1
853,Zac,Xerath,2,1
1478,Kassadin,Elise,2,1
2775,Nautilus,Rammus,1,1
75,Sion,Ekko,1,1
2810,Vladimir,Shyvana,1,1
2328,Xayah,Sejuani,2,1
2771,Shen,Rammus,1,1
707,Singed,Olaf,1,1
71,Hecarim,XinZhao,1,1
2812,Vladimir,XinZhao,1,1
2466,KogMaw,Sona,2,1
1484,Gragas,Jhin,2,1
702,Poppy,Rumble,6,1
92,Khazix,Zac,1,1
699,Shen,Kayn,2,1
2964,MonkeyKing,Alistar,1,1
121,Gnar,Shyvana,6,1
2800,Fizz,Olaf,1,1
1496,LeeSin,Ziggs,3,1
1336,Evelynn,Yasuo,1,1
2786,Akali,Rengar,1,1
694,Nautilus,Hecarim,2,1
695,Swain,Shaco,1,1
696,Vladimir,Rengar,2,1
3264,Xayah,Ornn,1,1
3228,Urgot,Bard,1,1
1338,Nidalee,Fizz,3,1
2783,JarvanIV,Poppy,1,1
1491,Kayn,Galio,3,1
2960,DrMundo,Corki,1,1
870,Evelynn,Leblanc,8,1
2293,Jhin,Camille,2,1
1490,JarvanIV,Vladimir,10,1
2803,Vladimir,Udyr,1,1
1337,Trundle,Viktor,3,1
1488,Nunu,Fiora,1,1
1487,LeeSin,Jhin,1,1
2752,Trundle,Kayn,2,1
2470,Vayne,Leona,3,1
2467,Kalista,Maokai,2,1
2866,Evelynn,Talon,1,1
2877,Evelynn,Vladimir,2,1
740,Ryze,Rengar,2,1
1387,Jax,Viktor,1,1
2872,Zac,Lissandra,1,1
2871,Sion,Ahri,1,1
2636,Nautilus,Warwick,1,1
2870,Nidalee,KogMaw,2,1
2638,Gangplank,Rumble,2,1
3128,Chogath,Shen,1,1
2640,Aatrox,Gragas,2,1
2641,Mordekaiser,RekSai,1,1
2642,Akali,LeeSin,2,1
2831,Chogath,XinZhao,1,1
2643,Rumble,Kayn,1,1
2644,Irelia,Warwick,1,1
2869,Aatrox,Kassadin,1,1
2646,Shaco,Lulu,1,1
2647,Chogath,Poppy,2,1
2867,Olaf,Velkoz,1,1
2832,Vi,Nidalee,1,1
2650,Gnar,DrMundo,2,1
2651,Fizz,Sejuani,2,1
2652,Jax,Nunu,1,1
2878,MonkeyKing,KogMaw,1,1
2626,Maokai,Gnar,1,1
2624,Shyvana,MonkeyKing,1,1
2604,Fiora,Hecarim,3,1
2592,Gragas,Vi,1,1
2593,Yasuo,Evelynn,1,1
2898,Rumble,Leblanc,1,1
2897,Warwick,Talon,1,1
2598,Vladimir,Vi,1,1
2895,Rengar,Swain,1,1
2600,Chogath,Nidalee,1,1
2894,Ivern,Camille,2,1
2602,Jax,Udyr,1,1
2603,Fiora,Evelynn,1,1
1393,LeeSin,Diana,3,1
2881,Gnar,Orianna,1,1
2891,Ivern,Kassadin,1,1
2890,Olaf,TwistedFate,1,1
2889,Khazix,Lissandra,4,1
3126,Olaf,Shen,1,1
2612,Lucian,Ivern,1,1
2727,Quinn,Zac,1,1
2886,Quinn,Lulu,1,1
496,Gnar,Nautilus,2,1
2616,Gnar,Aatrox,1,1
2618,Maokai,Sion,1,1
2653,Riven,Evelynn,1,1
2655,Shyvana,Evelynn,2,1
2590,Lulu,Vi,2,1
2656,DrMundo,Olaf,1,1
2852,Vi,Chogath,1,1
2688,Chogath,Ivern,2,1
2689,Zed,DrMundo,1,1
2716,Yasuo,MonkeyKing,1,1
2692,Pantheon,Kindred,1,1
2693,Maokai,Malzahar,1,1
2715,Aatrox,JarvanIV,2,1
2849,Shyvana,Lulu,1,1
2695,Zed,RekSai,1,1
2696,Yorick,Khazix,1,1
3129,Rengar,Trundle,1,1
2847,Vi,KogMaw,1,1
2838,Nunu,Urgot,1,1
2700,Fiora,Chogath,1,1
2701,Cassiopeia,Maokai,1,1
2844,Evelynn,Hecarim,1,1
2843,LeeSin,Malphite,1,1
2841,Evelynn,Fizz,2,1
2839,Gragas,Urgot,4,1
2707,Gragas,Nocturne,2,1
2708,Irelia,Maokai,2,1
2709,Cassiopeia,Nunu,1,1
2840,Vi,Corki,1,1
2686,Jayce,Maokai,2,1
2685,Sejuani,Ivern,1,1
736,Irelia,Rammus,2,1
2722,Shen,DrMundo,2,1
2657,Lulu,DrMundo,3,1
2658,Morgana,Graves,2,1
2833,Vi,Orianna,2,1
2723,Lucian,RekSai,1,1
2659,Rammus,Rumble,1,1
2660,Graves,Rumble,1,1
2865,Gragas,Katarina,2,1
2662,Malzahar,Graves,2,1
2664,Singed,Elise,3,1
1385,Rumble,Taliyah,4,1
499,Nunu,Sejuani,1,1
2853,Elise,Yasuo,3,1
2671,Renekton,Jax,1,1
2719,Graves,Riven,1,1
2672,JarvanIV,Jax,1,1
2859,Nidalee,Ziggs,3,1
739,Kassadin,Khazix,3,1
2677,Ekko,Nunu,1,1
2837,Vi,Karthus,1,1
2856,Udyr,Leblanc,1,1
2679,Gnar,Trundle,1,1
2681,Sion,Trundle,1,1
2591,Hecarim,Zac,3,1
2586,Malphite,JarvanIV,3,1
1351,Nocturne,Ahri,2,1
2917,Ekko,Fizz,2,1
1416,Maokai,Jayce,2,1
501,Ryze,Nunu,2,1
2503,Ashe,Veigar,1,1
2507,Jhin,Veigar,1,1
2508,Twitch,Cassiopeia,1,1
2926,Gragas,Pantheon,1,1
753,Poppy,Hecarim,1,1
2925,Elise,JarvanIV,1,1
2924,Graves,JarvanIV,1,1
2514,Alistar,Kalista,1,1
3216,Urgot,Braum,1,1
493,Hecarim,Udyr,1,1
2519,Varus,Lux,2,1
2520,KogMaw,Camille,1,1
2748,Darius,Ivern,1,1
2521,Vayne,Taric,4,1
2745,Lucian,Olaf,1,1
2743,Riven,Rammus,1,1
3133,JarvanIV,Ashe,1,1
2740,TahmKench,Rengar,1,1
2525,Lucian,Malphite,2,1
2739,Rengar,Nidalee,2,1
2528,Jinx,Leona,5,1
2820,Viktor,Khazix,1,1
2750,Kled,Warwick,1,1
2499,Caitlyn,Syndra,1,1
3257,Jinx,Kennen,1,1
2711,Graves,Kindred,1,1
766,Ornn,Nidalee,2,1
2473,Sivir,Gragas,1,1
2475,Urgot,Kennen,1,1
2476,Urgot,Leona,3,1
2478,Ezreal,Blitzcrank,3,1
765,Ornn,Rengar,4,1
763,Maokai,FiddleSticks,2,1
2819,DrMundo,Fizz,1,1
2483,Xayah,Leona,1,1
1422,Zac,Gangplank,5,1
756,Urgot,Kayn,2,1
2487,Kalista,Gragas,3,1
2932,Olaf,Xerath,1,1
2489,Kalista,Lissandra,1,1
759,Fizz,Ivern,2,1
2491,Lucian,Rakan,2,1
1421,Trundle,Leblanc,1,1
492,Nidalee,Vi,2,1
1419,JarvanIV,TwistedFate,7,1
2496,Lucian,Blitzcrank,6,1
2930,Lulu,Taliyah,2,1
2738,Singed,Ivern,1,1
3121,DrMundo,Thresh,3,1
2585,Kassadin,Vi,1,1
2532,Quinn,Bard,1,1
2560,Mordekaiser,Alistar,1,1
1399,JarvanIV,Urgot,3,1
1398,Ekko,Ahri,4,1
2563,Kennen,Alistar,1,1
2564,Caitlyn,Shen,2,1
2910,Pantheon,Lissandra,2,1
2566,Sivir,LeeSin,1,1
2909,Poppy,Lucian,1,1
745,Darius,Skarner,1,1
1397,Ekko,Talon,1,1
2908,Poppy,Syndra,1,1
2571,MissFortune,Soraka,1,1
2572,Draven,Brand,1,1
2907,Poppy,Vladimir,1,1
3262,Jinx,Zyra,1,1
2575,KogMaw,Shen,3,1
2578,Corki,Soraka,1,1
2729,Lissandra,Ekko,2,1
1396,Ekko,Rumble,2,1
2904,Lulu,Twitch,1,1
2830,Vladimir,Jax,1,1
2582,Xayah,Gragas,2,1
2903,Gragas,Nasus,1,1
2559,Kennen,Shen,2,1
2558,Mordekaiser,Leona,1,1
2911,JarvanIV,Sion,1,1
2542,Ziggs,Janna,1,1
2533,Varus,Zac,1,1
2737,Tryndamere,RekSai,1,1
1361,Amumu,Varus,2,1
2535,Tristana,Galio,1,1
2916,Evelynn,Ekko,2,1
2826,Ryze,Jax,1,1
2538,Varus,Camille,2,1
2539,Ashe,Gragas,2,1
2540,Sivir,Blitzcrank,4,1
749,Malphite,Evelynn,2,1
3122,Quinn,Alistar,1,1
2730,Lulu,Bard,1,1
3123,Malzahar,Bard,1,1
2915,Nunu,Varus,1,1
2546,Draven,Ashe,1,1
2547,Vayne,Trundle,4,1
2914,Nunu,Malzahar,1,1
1402,DrMundo,Viktor,2,1
2552,MissFortune,Rakan,1,1
2553,Xayah,Soraka,1,1
1401,Graves,Diana,1,1
2732,Rammus,Zac,1,1
2923,Graves,Quinn,1,1
1702,Poppy,Soraka,1,1
3215,Corki,Blitzcrank,1,1
1611,Nocturne,Nami,4,1
1907,Draven,LeeSin,1,1
3029,Ezreal,Ryze,3,1
1909,Bard,Gragas,1,1
3028,Skarner,Orianna,1,1
575,Renekton,Evelynn,3,1
3187,Draven,Blitzcrank,1,1
3027,Skarner,Ryze,1,1
482,Nocturne,Bard,1,1
3147,Gragas,MissFortune,1,1
1922,Trundle,Braum,3,1
3190,Urgot,Morgana,2,1
505,Riven,Nidalee,1,1
1903,Khazix,Kennen,3,1
580,Nautilus,DrMundo,1,1
1928,Evelynn,TahmKench,5,1
484,Shyvana,Sejuani,3,1
1931,Nocturne,Braum,3,1
3022,Evelynn,Karthus,1,1
1934,Amumu,Alistar,2,1
1936,Skarner,TahmKench,3,1
486,Rumble,Pantheon,1,1
3021,Elise,Olaf,1,1
1940,LeeSin,Elise,1,1
1941,Graves,Sion,1,1
1904,JarvanIV,Trundle,3,1
3184,Varus,Soraka,2,1
1943,Khazix,Lux,1,1
1880,Rumble,Malzahar,2,1
562,Camille,Jax,1,1
1867,Rumble,Braum,5,1
1123,Khazix,Karthus,1,1
563,Renekton,Rumble,1,1
1627,Nidalee,Veigar,1,1
564,Trundle,Maokai,3,1
1872,Hecarim,Zyra,4,1
3180,Evelynn,Taric,1,1
1112,Olaf,Talon,1,1
1877,Rumble,Nautilus,2,1
1302,Bard,Heimerdinger,1,1
1881,Gragas,Camille,4,1
3069,Rumble,Soraka,1,1
1882,Warwick,Taric,1,1
3150,Nidalee,Blitzcrank,2,1
1888,Graves,Fiddlesticks,1,1
3182,KogMaw,Leona,2,1
1890,LeeSin,Camille,4,1
3149,Warwick,Gragas,1,1
570,Hecarim,Nautilus,4,1
3032,DrMundo,Kassadin,1,1
3183,Jhin,Sona,2,1
3068,Vi,Kennen,2,1
478,Ekko,Draven,1,1
1075,Rengar,Katarina,3,1
3019,Rengar,Yasuo,1,1
2024,Ekko,Kalista,1,1
2005,Sion,Thresh,1,1
3077,Aatrox,Blitzcrank,1,1
1582,Karthus,Zed,2,1
1996,Sejuani,Shen,6,1
3010,Nidalee,Velkoz,3,1
1998,Pantheon,Janna,3,1
1581,Pantheon,Zed,3,1
599,Ryze,Trundle,1,1
3009,Malzahar,Viktor,1,1
1580,Nocturne,Xerath,1,1
2003,Nautilus,Lulu,1,1
3008,Shen,Lux,1,1
2006,Ekko,Bard,1,1
1988,Trundle,Alistar,2,1
2009,Kindred,Blitzcrank,1,1
2010,Rumble,Poppy,2,1
1578,Khazix,Tristana,1,1
3080,Sion,Annie,1,1
2013,Hecarim,Veigar,1,1
2014,Nidalee,Brand,4,1
3006,Poppy,Zilean,1,1
2016,Amumu,Cassiopeia,1,1
2019,Camille,Malzahar,2,1
3004,Kindred,Jhin,1,1
1050,Mordekaiser,Karma,1,1
1586,Elise,Xerath,6,1
1987,Ekko,Poppy,1,1
1952,Jax,Alistar,2,1
1594,Khazix,Akali,1,1
1953,Rumble,Rakan,1,1
589,Singed,LeeSin,4,1
1955,LeeSin,Sona,3,1
1599,Skarner,Azir,4,1
1598,Sejuani,Veigar,1,1
1961,Ekko,Leona,2,1
3015,Warwick,Ahri,1,1
1522,Nocturne,Leblanc,1,1
1965,DrMundo,Morgana,4,1
1967,Hecarim,Morgana,3,1
1968,Trundle,Morgana,4,1
3014,Khazix,Kayle,1,1
1986,Trundle,Thresh,1,1
3013,Rammus,Syndra,1,1
3194,Twitch,Taric,3,1
328,Chogath,Rengar,4,1
1593,Poppy,Cassiopeia,1,1
1592,Rengar,Karthus,2,1
1976,Rengar,Sona,3,1
1591,Elise,Graves,2,1
3012,Rammus,Cassiopeia,1,1
1981,Zac,Brand,2,1
1589,Pantheon,Leblanc,1,1
1985,Chogath,Rakan,5,1
1865,Rumble,Karma,3,1
1298,Draven,Nunu,1,1
3039,XinZhao,Azir,1,1
1202,Ekko,Cassiopeia,3,1
1269,Warwick,Kassadin,1,1
391,Olaf,LeeSin,4,1
1223,Elise,KogMaw,2,1
3156,Malzahar,Morgana,1,1
3168,Ivern,Leona,1,1
1215,Shaco,Syndra,1,1
386,LeeSin,Nunu,2,1
1214,Udyr,KogMaw,2,1
1211,Nidalee,Irelia,1,1
3169,Sejuani,Soraka,1,1
1203,Ekko,Jayce,8,1
1672,Vi,Braum,5,1
1741,Mordekaiser,Taric,1,1
378,Fizz,Nunu,5,1
1770,Warwick,Malzahar,2,1
1669,Nautilus,Janna,3,1
1773,Shaco,Karma,3,1
377,Vladimir,Ekko,2,1
3171,DrMundo,Shen,1,1
1199,Evelynn,KogMaw,2,1
1197,Nunu,KogMaw,2,1
1196,Nidalee,Chogath,2,1
373,Nocturne,Gragas,1,1
1275,Ivern,Swain,1,1
397,Olaf,Zac,2,1
1266,Camille,Azir,2,1
1125,Olaf,Jayce,5,1
3162,Kayn,Janna,1,1
422,Gragas,Hecarim,2,1
420,Olaf,Kindred,1,1
1254,Hecarim,Syndra,4,1
3055,Jax,Zoe,1,1
427,Trundle,Nunu,4,1
514,Riven,LeeSin,9,1
3052,Jayce,Cassiopeia,1,1
413,Malphite,Rumble,3,1
1248,Rumble,Azir,1,1
1719,Kindred,Zyra,4,1
1695,Shyvana,Karma,2,1
3163,Kayn,Blitzcrank,1,1
3050,Pantheon,Azir,2,1
429,Irelia,Rumble,1,1
1243,Olaf,Kassadin,6,1
3057,Jax,Corki,1,1
1690,Evelynn,Soraka,1,1
1257,Ivern,Katarina,4,1
518,TahmKench,Kindred,6,1
3058,JarvanIV,Fiddlesticks,1,1
433,Shen,Rumble,2,1
521,Fiora,Udyr,3,1
1259,Rengar,Mordekaiser,1,1
3159,Hecarim,Maokai,1,1
1783,Rengar,Camille,1,1
532,Ekko,Amumu,1,1
369,Irelia,Sejuani,10,1
1845,Shaco,Thresh,1,1
1295,Elise,Kayn,1,1
545,Rengar,Graves,1,1
3153,Quinn,Braum,2,1
463,Renekton,Warwick,4,1
1835,Hecarim,Lulu,4,1
343,Jax,Maokai,6,1
549,Sejuani,Elise,2,1
1143,Ivern,Lucian,5,1
3177,Jayce,Lulu,1,1
1140,Nidalee,Lucian,1,1
1139,LeeSin,Fiora,1,1
553,Akali,RekSai,4,1
3046,Fizz,Orianna,1,1
1850,Zac,Poppy,3,1
1297,Kayn,Leblanc,2,1
554,Mordekaiser,Khazix,2,1
556,JarvanIV,Rumble,3,1
557,Jayce,Nidalee,3,1
1855,Udyr,Braum,3,1
3178,Zac,Zilean,1,1
1857,Rumble,Bard,2,1
339,Camille,Maokai,5,1
3179,XinZhao,Rakan,1,1
560,Gnar,Rumble,1,1
460,Galio,Warwick,1,1
3042,XinZhao,Ryze,1,1
3154,Udyr,Janna,1,1
350,Jax,Vi,1,1
1789,LeeSin,Sejuani,2,1
366,Yorick,Nunu,2,1
364,Morgana,Sejuani,1,1
3059,Jax,Malzahar,1,1
1279,Warwick,Orianna,5,1
3060,XinZhao,Veigar,1,1
1280,Warwick,Viktor,2,1
1657,XinZhao,Alistar,1,1
3174,XinZhao,TahmKench,2,1
3175,XinZhao,Janna,1,1
1281,Warwick,Galio,6,1
536,Yasuo,Hecarim,2,1
538,Malzahar,LeeSin,1,1
1807,Kayn,Bard,1,1
3155,Shen,Braum,1,1
1811,Maokai,Soraka,1,1
1163,Chogath,TwistedFate,1,1
1814,Olaf,Blitzcrank,4,1
1285,Olaf,Lucian,4,1
1286,Chogath,Syndra,2,1
1288,Maokai,Talon,2,1
1289,Chogath,Galio,2,1
1825,Nocturne,Thresh,2,1
1575,Shyvana,Azir,3,1
1596,Jax,Galio,2,1
3003,Quinn,Corki,1,1
1559,Nautilus,Cassiopeia,1,1
2102,Rengar,Taric,3,1
2980,Bard,Gangplank,1,1
2107,Nocturne,Janna,1,1
2108,Karthus,Thresh,1,1
2978,Ekko,Gangplank,1,1
2026,JarvanIV,Lux,2,1
1554,Ezreal,Syndra,2,1
3144,LeeSin,Brand,1,1
616,Galio,Sejuani,3,1
2118,Camille,Janna,1,1
2120,Camille,Shen,1,1
2121,Skarner,Braum,3,1
2122,Jax,Taric,2,1
2123,Camille,Braum,1,1
1550,Alistar,AurelionSol,1,1
621,Cassiopeia,Rengar,1,1
317,Kled,Nunu,1,1
623,Gnar,Pantheon,3,1
314,Renekton,Nunu,1,1
624,Malphite,Pantheon,3,1
625,Olaf,JarvanIV,2,1
2099,Shyvana,Taric,3,1
2096,FiddleSticks,Janna,1,1
627,Cassiopeia,Olaf,1,1
1560,JarvanIV,Diana,4,1
2069,Nocturne,Karma,2,1
609,Darius,Rengar,3,1
2071,Rammus,Zilean,1,1
2072,Warwick,Trundle,1,1
2986,Maokai,Zed,2,1
2074,Warwick,Alistar,3,1
2075,Kayn,TahmKench,2,1
327,Shen,Nunu,4,1
2078,Evelynn,Nami,2,1
2081,Rammus,Braum,3,1
2082,Skarner,Thresh,3,1
