,TAG1,TAG2,Total_Played,Wins
650,Irelia,Khazix,10,8
916,Ekko,Viktor,19,8
228,Gragas,Nidalee,12,8
1819,Maokai,Braum,17,8
1827,Maokai,Rakan,19,8
175,Fizz,Nidalee,13,8
1262,Ivern,Cassiopeia,16,8
1840,Evelynn,Nautilus,15,8
1912,Pantheon,Thresh,13,8
1427,Kindred,Morgana,15,8
1221,LeeSin,Yasuo,21,8
1823,JarvanIV,Taric,23,8
13,Rumble,Vi,8,8
1080,Rengar,Azir,12,8
1567,Zac,Ryze,11,8
1047,RekSai,Swain,15,8
1991,Ivern,Braum,10,8
1607,Rengar,Annie,13,8
356,Irelia,LeeSin,21,8
1597,JarvanIV,Karma,13,8
2418,Varus,Rakan,28,8
1193,Sejuani,Kassadin,14,8
1636,Gragas,Leona,18,8
2022,Elise,Brand,10,8
1094,Nidalee,Jayce,17,8
1191,JarvanIV,Jayce,17,8
1088,Rengar,Ekko,16,8
2416,Xayah,TahmKench,17,8
1630,LeeSin,Leona,16,8
1935,Kindred,Nami,13,8
483,Renekton,Sejuani,20,8
1346,Elise,Lux,17,7
883,Sejuani,Jayce,15,7
124,Malphite,Kindred,10,7
1369,Khazix,Zilean,16,7
533,Trundle,LeeSin,20,7
1113,Khazix,Vladimir,19,7
300,Gragas,Ivern,13,7
1984,Khazix,Blitzcrank,13,7
1810,Chogath,Thresh,11,7
1755,Khazix,Taric,17,7
970,Nidalee,Lux,11,7
1833,Elise,Leona,21,7
1091,Ivern,Taliyah,13,7
1128,Rengar,Talon,9,7
2170,Urgot,Thresh,14,7
561,Jayce,JarvanIV,11,7
416,Rammus,Nidalee,8,7
35,Rumble,Nidalee,15,7
981,Kindred,Lulu,24,7
392,Riven,Elise,8,7
537,Ekko,Hecarim,14,7
2382,Tristana,Shen,10,7
685,Kled,Sejuani,11,7
1938,Graves,MissFortune,15,7
1428,Khazix,Fizz,13,7
294,Galio,LeeSin,18,7
1556,Sejuani,Karma,14,7
1007,Kindred,Vladimir,13,7
1727,Hecarim,Bard,11,7
831,Vi,Leblanc,11,7
1198,Sejuani,Leblanc,18,7
1102,Graves,Jayce,22,7
946,Elise,Diana,10,7
1896,Olaf,TahmKench,16,7
1730,Olaf,Nami,17,7
247,Rumble,Ivern,14,7
2339,Kennen,Zyra,12,7
1647,Zac,Morgana,8,7
2472,Varus,Trundle,11,7
1729,Nidalee,Zyra,15,7
1083,Khazix,Katarina,11,7
1045,Nidalee,Malzahar,14,7
1926,Elise,Kennen,9,7
2360,Tristana,Nami,22,7
825,Vi,Zed,10,7
1021,Hecarim,Cassiopeia,13,7
816,JarvanIV,Lissandra,17,7
309,Renekton,Olaf,13,7
1111,LeeSin,Talon,10,7
254,Gangplank,Rengar,13,7
252,Singed,Khazix,11,7
1018,Kindred,TwistedFate,15,7
189,Trundle,Olaf,18,7
1048,Olaf,Leblanc,8,7
1839,Evelynn,Morgana,12,7
764,Ornn,JarvanIV,13,7
823,Vi,Lissandra,10,7
80,Shen,Evelynn,20,7
1836,Nunu,Annie,11,6
961,Graves,Lux,10,6
355,Lissandra,Elise,24,6
265,Gangplank,Zac,12,6
1841,Ekko,Morgana,10,6
250,Jayce,Ivern,11,6
1149,Gragas,AurelionSol,8,6
1085,Rengar,Zed,12,6
2045,Ivern,Nami,11,6
268,Kled,Zac,11,6
1779,Rengar,Alistar,14,6
578,Vladimir,JarvanIV,16,6
613,Renekton,Ivern,12,6
2098,Jax,Braum,6,6
1194,Sejuani,Ahri,9,6
381,Shyvana,Gragas,14,6
1763,Rengar,Morgana,12,6
383,Galio,RekSai,14,6
1894,Warwick,Thresh,11,6
1923,Gragas,Kennen,10,6
1759,Rengar,MissFortune,10,6
2130,Caitlyn,Annie,10,6
353,Lissandra,Rengar,7,6
311,Jax,LeeSin,14,6
307,JarvanIV,Olaf,9,6
362,Kennen,Sejuani,10,6
1876,Ivern,TahmKench,16,6
999,Gragas,Gangplank,10,6
1114,Gragas,Talon,14,6
296,Kennen,Rengar,11,6
1187,Rengar,Xerath,7,6
290,Kennen,Olaf,18,6
1977,Zac,Zyra,12,6
526,Gangplank,Sejuani,14,6
1873,Khazix,Bard,13,6
282,JarvanIV,Graves,15,6
1861,Kindred,Janna,12,6
979,Gragas,Lux,18,6
1184,Nidalee,Syndra,13,6
1014,Evelynn,TwistedFate,10,6
382,TahmKench,Gragas,11,6
462,Shen,Warwick,8,6
2490,Jinx,TahmKench,12,6
2479,Jhin,Leona,10,6
509,Shen,Ekko,8,6
1326,Evelynn,Cassiopeia,13,6
438,Rumble,Hecarim,11,6
2452,Varus,Nautilus,12,6
442,Camille,Olaf,10,6
886,RekSai,KogMaw,11,6
1293,Sejuani,Vladimir,15,6
2271,Jhin,Soraka,12,6
111,Gnar,Ekko,11,6
2417,Twitch,Blitzcrank,10,6
873,Sejuani,Ziggs,9,6
2415,Xayah,Lulu,16,6
868,Nunu,Cassiopeia,12,6
99,Hecarim,LeeSin,15,6
1664,Evelynn,Annie,12,6
32,Morgana,RekSai,9,6
1656,Nunu,Bard,8,6
2386,MissFortune,Alistar,13,6
2333,Kennen,Thresh,7,6
845,JarvanIV,Viktor,12,6
843,Nidalee,Ezreal,15,6
2370,Kalista,Leona,13,6
725,Fiora,Sejuani,8,6
2366,Twitch,Rakan,10,6
54,Maokai,Zac,10,6
2351,Xayah,Bard,12,6
238,Jayce,Khazix,17,6
50,Sion,LeeSin,11,6
2250,Sivir,Zyra,15,6
1673,Evelynn,Braum,18,6
2358,Jhin,Blitzcrank,11,6
1725,Kindred,Soraka,10,6
1713,Nidalee,Soraka,14,6
1250,Hecarim,Leblanc,11,6
188,Shen,Kindred,23,6
490,Kassadin,JarvanIV,9,6
180,Irelia,Graves,19,6
2210,Ashe,Janna,10,6
419,Olaf,Elise,17,6
1372,LeeSin,Zilean,13,6
1303,Zac,Kassadin,11,5
2044,Rengar,Bard,7,5
357,Kassadin,LeeSin,10,5
1178,Zac,Viktor,10,5
1621,Vi,Janna,12,5
340,Chogath,Zac,7,5
2381,Corki,Shen,6,5
1978,Gragas,Brand,9,5
1364,Hecarim,Taliyah,9,5
1186,Olaf,Zed,7,5
1637,Zac,Janna,12,5
1138,Olaf,Galio,10,5
1300,Maokai,Lucian,8,5
1410,Elise,AurelionSol,11,5
1135,Ivern,Leblanc,10,5
1175,JarvanIV,Lucian,9,5
370,Gnar,Evelynn,16,5
1147,RekSai,AurelionSol,7,5
1376,Khazix,Kassadin,16,5
1406,Kindred,Nautilus,12,5
2362,Twitch,Alistar,12,5
1834,Nidalee,Leona,10,5
1983,Zac,Trundle,8,5
1446,Ekko,Varus,8,5
2403,MissFortune,Zyra,9,5
2450,Twitch,Nami,10,5
2494,Kalista,Shen,6,5
1432,Olaf,Ahri,10,5
769,Gnar,Ivern,7,5
1158,Maokai,Kassadin,9,5
2518,Xayah,Zyra,10,5
771,Ornn,Khazix,7,5
1099,Rengar,AurelionSol,6,5
566,Jax,Zac,9,5
1546,RekSai,Veigar,9,5
7,Sion,RekSai,15,5
751,Ekko,Alistar,20,5
1869,Hecarim,TahmKench,10,5
336,Shen,Maokai,12,5
1511,Warwick,Cassiopeia,7,5
1322,Sejuani,Lissandra,7,5
1558,Zac,Malzahar,8,5
1089,Ivern,Jayce,9,5
334,Galio,JarvanIV,7,5
16,Sion,Rengar,6,5
1084,Khazix,AurelionSol,5,5
1423,Gragas,Quinn,7,5
502,Riven,Gragas,7,5
1859,Kindred,TahmKench,5,5
2411,Varus,Brand,10,5
2405,Ziggs,Zyra,12,5
348,Trundle,JarvanIV,10,5
1415,Chogath,Corki,7,5
550,Fiora,Zac,5,5
459,Jayce,Graves,11,5
98,Lulu,Nunu,11,5
1277,Warwick,Syndra,7,5
102,Lulu,Nidalee,9,5
106,Lulu,Gragas,13,5
1006,Graves,Anivia,13,5
115,Yasuo,Gragas,10,5
1003,Elise,Swain,8,5
1753,RekSai,MissFortune,25,5
299,Galio,Graves,19,5
1195,Nunu,Ahri,10,5
992,Nidalee,Swain,7,5
1679,Nunu,Nautilus,12,5
2146,Draven,Thresh,11,5
287,Galio,Olaf,11,5
1683,Evelynn,Thresh,17,5
283,Kennen,Ivern,15,5
434,Fiora,Olaf,14,5
642,Maokai,Hecarim,12,5
2230,Kalista,Soraka,7,5
190,Irelia,Olaf,11,5
966,Nunu,Orianna,11,5
421,Illaoi,RekSai,9,5
210,Gnar,Hecarim,15,5
2174,Ezreal,Nautilus,12,5
927,Nunu,Lulu,13,5
220,Gangplank,Kindred,13,5
2182,Jinx,Annie,12,5
237,Nautilus,Olaf,9,5
2296,MissFortune,Morgana,11,5
2260,Caitlyn,Soraka,9,5
850,Gragas,Chogath,15,5
1212,RekSai,Chogath,15,5
2305,Sivir,Malzahar,10,5
2323,Kalista,Nami,9,5
51,Kennen,Zac,10,5
617,Galio,Zac,8,5
1206,RekSai,Jayce,22,5
61,Vladimir,Gragas,10,5
2316,Ziggs,Malzahar,6,5
1775,LeeSin,Soraka,7,5
1176,Nocturne,Syndra,5,4
1155,Nunu,Syndra,9,4
402,Graves,LeeSin,6,4
1824,JarvanIV,Blitzcrank,9,4
1738,Olaf,Taric,5,4
399,TahmKench,LeeSin,8,4
1696,Ekko,Janna,11,4
471,Camille,JarvanIV,15,4
431,Irelia,Hecarim,8,4
1746,LeeSin,Taric,8,4
1234,Nidalee,Quinn,4,4
1418,Chogath,Cassiopeia,8,4
470,Gnar,Chogath,8,4
1356,Kindred,Varus,9,4
511,Maokai,Trundle,8,4
371,Ryze,Evelynn,7,4
1413,Zac,Ekko,4,4
380,Shyvana,RekSai,8,4
1641,Nunu,Morgana,10,4
376,Ryze,Ekko,7,4
1249,Hecarim,Malzahar,6,4
410,Fiora,Kindred,13,4
374,Rumble,Ekko,9,4
1390,JarvanIV,Fizz,8,4
1379,Zac,Galio,7,4
1236,LeeSin,Swain,4,4
454,Fizz,Rengar,11,4
1506,LeeSin,Velkoz,6,4
1263,LeeSin,Varus,6,4
1208,Elise,Ezreal,10,4
1658,Sejuani,Annie,9,4
1666,Nidalee,Shen,4,4
1172,Maokai,Corki,17,4
1576,Zac,Zoe,4,4
361,Morgana,JarvanIV,8,4
480,Rumble,Maokai,8,4
1570,JarvanIV,Zoe,10,4
1210,Gragas,Irelia,6,4
1318,Sejuani,TwistedFate,5,4
1181,Sejuani,Lucian,14,4
1564,Ivern,Viktor,7,4
1668,Gragas,Shen,10,4
1670,Shyvana,Braum,5,4
1182,Nidalee,Galio,8,4
1676,Ekko,Nautilus,12,4
1183,JarvanIV,Kennen,7,4
1169,Chogath,Orianna,7,4
539,Gangplank,Hecarim,5,4
1793,Zac,Bard,7,4
540,Kennen,Skarner,4,4
1751,Olaf,MissFortune,9,4
1812,Chogath,Janna,5,4
489,DrMundo,LeeSin,15,4
435,Gragas,Kindred,7,4
1523,Sejuani,Fizz,5,4
1817,JarvanIV,Bard,7,4
1818,Maokai,Blitzcrank,9,4
1238,Hecarim,Ryze,10,4
2011,Maokai,Bard,5,4
1843,RekSai,Shen,9,4
141,Ryze,Graves,9,4
2252,Tristana,Zyra,5,4
152,Quinn,Nidalee,8,4
159,Pantheon,Gragas,4,4
161,Graves,Nidalee,9,4
1844,Udyr,Morgana,5,4
201,Swain,Gragas,5,4
225,Lucian,Gragas,8,4
937,Ekko,Lulu,6,4
231,Yasuo,RekSai,7,4
233,Jayce,Olaf,11,4
949,Kindred,Anivia,7,4
660,Darius,RekSai,11,4
648,Irelia,Rengar,7,4
2167,Draven,Morgana,7,4
269,Trundle,Rengar,6,4
641,Swain,Elise,5,4
285,Fizz,Khazix,6,4
288,Kennen,Khazix,17,4
990,Graves,Swain,10,4
2142,Vayne,Nami,6,4
298,JarvanIV,Ivern,8,4
997,Graves,Fizz,10,4
628,Lissandra,Olaf,4,4
302,Galio,Gragas,15,4
308,Galio,Rengar,5,4
313,Kled,Nidalee,4,4
315,JarvanIV,Nidalee,5,4
150,Malphite,Graves,9,4
887,RekSai,Nidalee,5,4
321,JarvanIV,Chogath,9,4
2281,Kalista,Zyra,7,4
2834,Nunu,Kassadin,5,4
737,DrMundo,Khazix,13,4
2887,Elise,Quinn,8,4
2568,Urgot,Annie,4,4
2550,Sivir,Brand,4,4
2541,Caitlyn,MissFortune,6,4
755,Trundle,Sejuani,7,4
2481,Varus,Sona,5,4
2480,Ashe,Brand,8,4
2468,KogMaw,Taric,13,4
2460,Jhin,Brand,7,4
2441,Sivir,Kennen,12,4
2440,Lucian,Kennen,5,4
2439,Tristana,Nautilus,10,4
10,Irelia,Vi,6,4
2408,Caitlyn,Taric,10,4
2390,Corki,TahmKench,7,4
2374,Draven,Alistar,6,4
38,Kennen,JarvanIV,14,4
42,DrMundo,RekSai,18,4
2363,Vayne,Lulu,7,4
49,Sion,Nidalee,7,4
2335,Kennen,Karma,10,4
844,Sejuani,Viktor,16,4
74,Maokai,Nocturne,5,4
861,Nunu,Vladimir,6,4
2302,MissFortune,Thresh,6,4
319,Maokai,Kayn,6,4
173,Ekko,Olaf,8,4
1374,Graves,Galio,8,4
602,Ryze,Kindred,9,4
335,Renekton,Maokai,11,4
1086,Olaf,Corki,8,4
1892,Warwick,Rakan,7,4
1889,Elise,Camille,4,4
1115,Zac,Jayce,6,4
1076,Khazix,TwistedFate,9,4
1875,Ivern,Bard,5,4
1958,Sejuani,Bard,8,4
330,Jayce,Zac,11,4
1917,RekSai,Kennen,10,4
1860,Graves,Taric,9,4
1060,Olaf,AurelionSol,4,4
1130,Ivern,Talon,5,4
1052,Kindred,Orianna,12,4
1915,Vi,Leona,6,4
2086,Skarner,Karma,4,4
611,Gragas,Zac,9,4
2070,Nocturne,Lulu,4,4
1028,Olaf,Zilean,10,4
1029,Hecarim,Azir,10,4
2054,Elise,Sona,6,4
2103,JarvanIV,Ornn,9,4
2629,Malphite,Quinn,3,3
1846,Elise,Annie,7,3
2684,Illaoi,Khazix,3,3
2445,MissFortune,TahmKench,6,3
488,Lulu,JarvanIV,8,3
2449,Kalista,Poppy,10,3
2435,Ezreal,Leona,5,3
2456,Caitlyn,Zilean,7,3
1852,RekSai,Poppy,6,3
1541,Elise,Veigar,7,3
1874,Khazix,Nautilus,7,3
1534,Rammus,Ahri,4,3
2437,Vayne,Nautilus,10,3
2429,Xayah,Trundle,8,3
1893,Rengar,Blitzcrank,5,3
24,Lissandra,Vi,6,3
1914,JarvanIV,Veigar,6,3
2375,Lucian,Shen,6,3
2379,Urgot,Janna,4,3
473,Chogath,Kayn,6,3
2392,Draven,Karma,4,3
34,Morgana,LeeSin,5,3
2406,Kalista,Malzahar,5,3
1871,Rumble,Lulu,5,3
2785,Kayle,Khazix,5,3
1902,Sejuani,Trundle,11,3
1606,Rengar,Leona,10,3
2409,Ashe,Blitzcrank,10,3
2427,Jhin,Rakan,9,3
1571,Jax,Azir,4,3
1533,JarvanIV,Yasuo,3,3
1513,Khazix,Anivia,5,3
2855,Olaf,Lissandra,4,3
1831,Olaf,Annie,7,3
2505,Lucian,Brand,5,3
2511,Varus,Leona,3,3
2918,Ekko,TwistedFate,5,3
2858,Kindred,Kassadin,8,3
2544,Caitlyn,Sona,3,3
2549,Ezreal,Brand,5,3
1856,Nidalee,Poppy,5,3
2623,Lulu,Olaf,3,3
2574,Tristana,Ornn,3,3
2581,Corki,Sona,6,3
1854,LeeSin,Poppy,9,3
1405,Elise,Karthus,3,3
1395,Sejuani,Chogath,5,3
1384,JarvanIV,AurelionSol,4,3
497,Kassadin,RekSai,7,3
1434,Pantheon,Ahri,6,3
1440,Sejuani,Diana,5,3
1443,Olaf,Ezreal,3,3
2498,Ezreal,Shen,10,3
2492,Varus,Shen,7,3
2486,Kalista,Brand,4,3
1448,Kindred,Ahri,6,3
1453,Khazix,Ziggs,7,3
1466,Maokai,Karma,6,3
1485,Ivern,Ekko,6,3
1486,Ivern,Zed,4,3
1489,Maokai,Vladimir,7,3
1495,Ivern,Azir,5,3
2485,Caitlyn,Galio,5,3
337,Poppy,Maokai,6,3
1512,Sejuani,Velkoz,4,3
1471,LeeSin,Anivia,7,3
2119,Jax,TahmKench,3,3
468,JarvanIV,Warwick,5,3
1975,Graves,Sona,5,3
1994,Zac,Shen,9,3
243,Trundle,Khazix,3,3
241,Swain,Khazix,4,3
1992,Khazix,Shen,4,3
1979,Khazix,Brand,8,3
1724,Evelynn,Karma,6,3
226,Graves,RekSai,7,3
411,Quinn,LeeSin,5,3
2367,Sivir,Rakan,6,3
412,Rammus,Elise,8,3
2206,Ashe,Leona,7,3
2218,MissFortune,Trundle,9,3
414,Rammus,LeeSin,4,3
1974,Khazix,Sona,6,3
200,Jax,Olaf,8,3
197,Hecarim,Elise,7,3
404,Quinn,RekSai,11,3
2000,JarvanIV,Soraka,7,3
259,Camille,Nidalee,7,3
2018,Graves,Soraka,13,3
384,Sion,Udyr,4,3
318,JarvanIV,Nunu,3,3
1760,Khazix,Camille,6,3
2093,DrMundo,Alistar,4,3
379,Lulu,Rengar,8,3
2067,RekSai,Brand,5,3
2058,Poppy,Thresh,4,3
2149,Corki,Veigar,4,3
2152,Graves,Veigar,4,3
2053,Chogath,Braum,4,3
393,Gangplank,Evelynn,4,3
2157,Lucian,Leona,11,3
279,Kled,Rengar,9,3
278,Gragas,Olaf,6,3
2029,Sejuani,Zyra,5,3
191,Jax,Nidalee,6,3
182,Jax,Kindred,5,3
177,Swain,Graves,15,3
449,Nautilus,Rumble,7,3
91,Vladimir,Elise,6,3
2314,Ziggs,Karma,13,3
2319,Ziggs,Lulu,6,3
1930,Rumble,Thresh,6,3
2329,Xayah,Karma,10,3
1648,Zac,Nautilus,5,3
1924,Nunu,Braum,5,3
2343,Caitlyn,Rakan,10,3
59,Hecarim,Evelynn,14,3
2116,Nidalee,Kennen,4,3
1921,Evelynn,Kennen,5,3
46,Hecarim,Nidalee,13,3
45,Vladimir,Sejuani,7,3
1806,Nunu,Blitzcrank,4,3
43,Lulu,Sejuani,7,3
1932,Gragas,Poppy,5,3
1937,Rengar,Nautilus,9,3
2237,Corki,Karma,4,3
100,Shyvana,Nunu,5,3
1685,Evelynn,Janna,12,3
1972,Hecarim,Thresh,7,3
162,Graves,Elise,11,3
1963,JarvanIV,Nautilus,6,3
157,Malphite,Nidalee,7,3
436,Camille,Rumble,3,3
333,Kled,Maokai,7,3
1950,Sejuani,Blitzcrank,5,3
144,Ryze,Nidalee,7,3
1947,Rumble,Alistar,9,3
1942,Graves,Brand,5,3
2268,Ashe,Sona,6,3
116,Nautilus,Ekko,8,3
110,Olaf,Ekko,6,3
109,Olaf,Nidalee,4,3
2347,Xayah,Morgana,8,3
2795,Trundle,Ezreal,4,3
701,Shen,Poppy,5,3
924,Sejuani,Urgot,7,3
773,Malphite,Khazix,6,3
3152,Poppy,Janna,3,3
581,Lissandra,DrMundo,5,3
768,Gangplank,Shyvana,4,3
591,Sion,Graves,5,3
935,Ekko,Orianna,4,3
1331,Evelynn,Varus,6,3
938,Evelynn,Orianna,9,3
1354,Kindred,Zed,5,3
942,Shyvana,Orianna,4,3
832,LeeSin,Ezreal,8,3
757,Singed,JarvanIV,4,3
1357,Graves,Varus,6,3
1053,Graves,Velkoz,3,3
594,JarvanIV,Rengar,4,3
774,DrMundo,JarvanIV,8,3
779,Ornn,Zac,4,3
880,Ekko,Leblanc,3,3
821,Nocturne,Orianna,3,3
1062,Gragas,Velkoz,7,3
1294,Maokai,Cassiopeia,8,3
1137,Zac,Ahri,6,3
1154,RekSai,Lucian,8,3
1343,RekSai,Gangplank,6,3
506,Nautilus,Evelynn,4,3
679,Lucian,Elise,3,3
1058,Nidalee,Ekko,7,3
1333,Evelynn,Ryze,6,3
1347,Kindred,Lux,11,3
919,Nunu,Corki,5,3
1287,Kayn,Syndra,6,3
1160,Chogath,Taliyah,8,3
542,Sion,Elise,7,3
692,Lucian,Graves,3,3
1190,Rengar,Lissandra,5,3
900,Evelynn,Ezreal,12,3
1274,Ivern,Vladimir,6,3
3188,KogMaw,Rakan,7,3
618,Poppy,Sejuani,5,3
741,Maokai,Pantheon,9,3
626,Cassiopeia,RekSai,3,3
1004,Kindred,Swain,6,3
1026,Hecarim,Lissandra,6,3
1251,Hecarim,Kassadin,4,3
856,Nidalee,Yasuo,4,3
735,Kayle,LeeSin,6,3
879,Gragas,Ekko,18,3
510,Fizz,Evelynn,6,3
606,Fizz,Kindred,7,3
645,Poppy,Zac,5,3
604,Illaoi,Elise,4,3
1010,Nidalee,Anivia,14,3
524,Lulu,Kindred,6,3
1227,Graves,Gangplank,6,3
968,Kindred,Corki,14,3
748,Darius,Gragas,6,3
1217,Nunu,Leblanc,7,3
571,Cassiopeia,Gragas,6,3
960,Poppy,Viktor,4,3
1209,Nunu,Viktor,5,3
653,Lucian,Zac,4,3
1340,RekSai,JarvanIV,3,3
508,Ryze,JarvanIV,7,3
1092,Warwick,Ryze,5,3
592,Sejuani,Gragas,3,2
582,Poppy,Trundle,4,2
1949,JarvanIV,Zyra,4,2
583,Fiora,Nunu,3,2
1966,Elise,Poppy,10,2
584,Rammus,RekSai,3,2
1944,Ivern,Blitzcrank,3,2
586,Kayle,Gragas,2,2
1073,Olaf,Katarina,4,2
1964,DrMundo,Janna,3,2
1960,RekSai,Gragas,5,2
3018,Khazix,Xerath,4,2
587,Rammus,Kindred,4,2
610,Ekko,Rengar,3,2
595,Shen,Chogath,3,2
1061,RekSai,Velkoz,4,2
2095,Warwick,Blitzcrank,2,2
2094,Ivern,Rakan,6,2
1373,Khazix,Talon,8,2
2083,JarvanIV,Shen,6,2
2079,Rammus,Alistar,2,2
2987,Hecarim,Orianna,3,2
608,Illaoi,LeeSin,4,2
2062,Poppy,Alistar,5,2
2059,Rumble,Morgana,2,2
2055,Rammus,Lulu,2,2
1046,Hecarim,Zilean,4,2
2041,Kindred,Maokai,2,2
2034,Kindred,Poppy,2,2
2023,Ivern,Alistar,4,2
2021,Warwick,Zyra,4,2
2012,Gragas,Veigar,3,2
2008,Graves,Shen,2,2
2002,Zac,Nami,3,2
733,Alistar,Khazix,3,2
1995,Kayn,Alistar,4,2
1993,Khazix,Trundle,2,2
1056,Kindred,Ekko,3,2
597,Jax,Chogath,3,2
1989,Kindred,Taric,6,2
1982,Chogath,Blitzcrank,2,2
598,Malphite,Rengar,2,2
1878,Warwick,TahmKench,2,2
1929,Nocturne,Alistar,3,2
1090,Evelynn,Zed,3,2
527,Kennen,Kindred,3,2
388,Shyvana,LeeSin,3,2
1213,Udyr,Orianna,2,2
530,Swain,Kindred,6,2
1771,Ivern,Taric,4,2
1772,Rengar,Soraka,5,2
372,Jax,Evelynn,2,2
1787,Olaf,Rakan,7,2
534,Rumble,Kindred,6,2
3044,JarvanIV,Hecarim,2,2
363,Morgana,Rengar,2,2
1796,Graves,Rakan,7,2
1179,Zac,KogMaw,3,2
359,Lissandra,Nidalee,6,2
358,Morgana,Nidalee,4,2
523,Malphite,Nocturne,3,2
1231,LeeSin,Quinn,2,2
3164,Hecarim,Janna,3,2
1242,Kindred,Taliyah,3,2
418,Irelia,Kindred,10,2
1710,Udyr,Alistar,6,2
1711,Udyr,Bard,3,2
515,Quinn,Kindred,2,2
407,Quinn,Graves,4,2
1244,Nunu,Karma,4,2
1241,Hecarim,Swain,6,2
1737,Hecarim,Sona,3,2
1728,Hecarim,Nami,7,2
517,Lulu,Graves,10,2
519,Kennen,Nocturne,2,2
403,Lulu,Udyr,4,2
1733,Olaf,Trundle,6,2
400,Zac,RekSai,3,2
1177,Zac,Velkoz,5,2
354,Cassiopeia,JarvanIV,4,2
1808,Maokai,Taric,7,2
569,Hecarim,Vi,4,2
1870,Nocturne,Zyra,4,2
1116,Evelynn,Syndra,4,2
614,Sejuani,Olaf,2,2
1884,Rengar,Brand,4,2
3033,DrMundo,Varus,2,2
1891,Warwick,Braum,4,2
1897,Kayn,Thresh,6,2
341,Nautilus,JarvanIV,4,2
1898,Chogath,Taric,5,2
1899,Maokai,TahmKench,5,2
1901,Chogath,Alistar,5,2
1905,Kayn,Trundle,3,2
1913,Khazix,Leona,4,2
3025,Zac,Varus,2,2
1864,Hecarim,Trundle,7,2
552,Kled,JarvanIV,5,2
1809,Kayn,Braum,7,2
1822,Maokai,Lulu,3,2
1166,Nunu,Jayce,3,2
352,Azir,JarvanIV,3,2
1815,Zac,Blitzcrank,5,2
1162,Sejuani,Xerath,9,2
1159,Kayn,Cassiopeia,3,2
351,Azir,LeeSin,2,2
1157,Kayn,Orianna,3,2
1837,Sejuani,Nami,4,2
1156,Nunu,Taliyah,3,2
1829,Nidalee,Rakan,3,2
544,Olaf,Rengar,4,2
546,Kled,Graves,6,2
547,Jayce,Rengar,4,2
1148,Nunu,Lucian,4,2
2097,Evelynn,Ornn,2,2
277,Singed,Rengar,3,2
2100,Shyvana,TahmKench,6,2
767,Gangplank,Jax,2,2
2434,Draven,Janna,8,2
781,Nidalee,Khazix,6,2
2443,Ashe,Kennen,3,2
2453,Varus,Velkoz,3,2
2936,Ekko,Diana,2,2
2464,Jhin,Galio,3,2
2477,MissFortune,Janna,3,2
788,DrMundo,Gragas,4,2
2482,Jinx,Lulu,6,2
2484,KogMaw,Galio,2,2
760,Fiora,DrMundo,2,2
758,Sion,Sejuani,6,2
2493,Xayah,Shen,4,2
2500,Ezreal,Poppy,7,2
23,Sion,Vi,2,2
2413,Kennen,Camille,3,2
2502,Lucian,Veigar,2,2
802,Vladimir,Khazix,5,2
2373,Corki,Taric,3,2
2376,Jinx,Nautilus,11,2
2377,Corki,Lulu,9,2
37,Lissandra,Sejuani,4,2
2384,Corki,Poppy,2,2
2387,Tristana,Poppy,3,2
2393,MissFortune,Karma,5,2
2412,Twitch,Camille,2,2
2401,Draven,Malzahar,2,2
2402,Jhin,Zilean,3,2
797,Ornn,LeeSin,2,2
796,Gnar,Jax,4,2
795,Poppy,JarvanIV,3,2
792,Jax,Pantheon,2,2
2929,Jax,Cassiopeia,2,2
2504,Ezreal,Veigar,3,2
727,Shen,Nocturne,4,2
2639,Gragas,Warwick,3,2
2892,Rumble,Ryze,3,2
2888,Kindred,Fizz,3,2
742,Maokai,Rammus,4,2
2613,Urgot,Elise,3,2
2885,Quinn,Leblanc,2,2
2874,LeeSin,Katarina,7,2
2666,Sejuani,LeeSin,2,2
743,Darius,Nidalee,2,2
2669,Rumble,Skarner,2,2
2670,Malphite,Maokai,2,2
2851,Sejuani,KogMaw,2,2
2848,Elise,Irelia,3,2
2736,Illaoi,Ivern,3,2
2794,Nasus,Gragas,2,2
2583,Ezreal,Ornn,3,2
2579,Corki,Zilean,3,2
2516,Xayah,Nautilus,2,2
2534,Varus,Galio,4,2
2517,Caitlyn,Lux,2,2
3259,Jinx,Bard,2,2
2921,Udyr,Lulu,3,2
2527,Sivir,Maokai,3,2
750,Fiora,JarvanIV,3,2
2531,Jhin,Velkoz,2,2
5,Kassadin,Rengar,3,2
2569,Ezreal,Sona,4,2
2543,Draven,Lulu,5,2
2551,Xayah,Galio,3,2
2912,DrMundo,Lissandra,2,2
2556,Lucian,Zilean,4,2
2561,Mordekaiser,Thresh,2,2
2562,Vayne,TahmKench,3,2
40,Kennen,Vi,2,2
2369,Draven,Annie,2,2
615,Darius,LeeSin,6,2
669,Trundle,Shen,2,2
661,TahmKench,Zac,2,2
2187,Ezreal,Annie,8,2
663,Olaf,Graves,4,2
666,Trundle,Ekko,3,2
218,Illaoi,Gragas,6,2
213,Illaoi,Nidalee,6,2
671,Ekko,Zac,3,2
251,Maokai,Warwick,7,2
3218,Tristana,Kennen,2,2
918,Gragas,JarvanIV,6,2
2227,Draven,Braum,6,2
681,Gragas,Sejuani,4,2
902,Nidalee,Urgot,5,2
158,Quinn,Gragas,6,2
659,Lulu,Zac,2,2
253,Kennen,Nidalee,9,2
