,CHAMP1,CHAMP2,Year,Season,Team,CHAMP1_POS,CHAMP2_POS,Total_Played,Wins
43,Quinn,Gragas,2016,Spring,blue,Top,Jungle,3,1
44,Pantheon,Gragas,2016,Spring,blue,Top,Jungle,2,2
45,Nautilus,Nidalee,2016,Spring,blue,Top,Jungle,22,16
46,Lulu,LeeSin,2016,Spring,blue,Top,Jungle,4,2
47,Nautilus,LeeSin,2016,Spring,blue,Top,Jungle,9,6
48,Graves,Nidalee,2016,Spring,blue,Top,Jungle,4,3
49,Graves,Elise,2016,Spring,blue,Top,Jungle,4,2
50,Yasuo,Gragas,2016,Spring,blue,Top,Jungle,1,0
51,Trundle,Kindred,2016,Spring,blue,Top,Jungle,5,3
52,Trundle,Gragas,2016,Spring,blue,Top,Jungle,16,11
53,Nautilus,Elise,2016,Spring,blue,Top,Jungle,22,11
54,Trundle,Elise,2016,Spring,blue,Top,Jungle,18,7
55,Rammus,Gragas,2016,Spring,blue,Top,Jungle,10,4
56,Yasuo,Sejuani,2016,Spring,blue,Top,Jungle,1,1
57,Trundle,Udyr,2016,Spring,blue,Top,Jungle,1,0
58,Lulu,Gragas,2016,Spring,blue,Top,Jungle,4,2
59,Gnar,Nidalee,2016,Spring,blue,Top,Jungle,5,4
60,Nautilus,Kindred,2016,Spring,blue,Top,Jungle,10,3
61,Gangplank,Kindred,2016,Spring,blue,Top,Jungle,10,3
62,Gragas,Graves,2016,Spring,blue,Top,Jungle,5,2
63,Ekko,Gragas,2016,Spring,blue,Top,Jungle,4,2
64,Gnar,Graves,2016,Spring,blue,Top,Jungle,6,3
65,Nautilus,Gragas,2016,Spring,blue,Top,Jungle,21,10
66,Ekko,Nidalee,2016,Spring,blue,Top,Jungle,6,3
67,Poppy,Kindred,2016,Spring,blue,Top,Jungle,26,16
68,Ekko,Elise,2016,Spring,blue,Top,Jungle,8,6
69,Lucian,Gragas,2016,Spring,blue,Top,Jungle,1,0
70,Graves,RekSai,2016,Spring,blue,Top,Jungle,3,1
71,Gragas,Elise,2016,Spring,blue,Top,Jungle,4,3
72,Maokai,Gragas,2016,Spring,blue,Top,Jungle,8,4
73,Gragas,Nidalee,2016,Spring,blue,Top,Jungle,2,1
74,Olaf,Zac,2016,Spring,blue,Top,Jungle,1,1
75,Shen,Graves,2016,Spring,blue,Top,Jungle,4,3
76,Kennen,Elise,2016,Spring,blue,Top,Jungle,2,0
77,Shen,Kindred,2016,Spring,blue,Top,Jungle,3,2
78,Lissandra,Elise,2016,Spring,blue,Top,Jungle,9,2
79,TahmKench,LeeSin,2016,Spring,blue,Top,Jungle,2,1
80,Zac,RekSai,2016,Spring,blue,Top,Jungle,1,0
81,Gnar,Kindred,2016,Spring,blue,Top,Jungle,3,2
82,Graves,LeeSin,2016,Spring,blue,Top,Jungle,3,3
83,Lulu,Udyr,2016,Spring,blue,Top,Jungle,4,2
84,Quinn,RekSai,2016,Spring,blue,Top,Jungle,4,2
85,Kennen,RekSai,2016,Spring,blue,Top,Jungle,1,1
86,Gangplank,Graves,2016,Spring,blue,Top,Jungle,8,6
87,Kennen,Graves,2016,Spring,blue,Top,Jungle,1,1
88,Shen,Nidalee,2016,Spring,blue,Top,Jungle,2,2
89,Quinn,Graves,2016,Spring,blue,Top,Jungle,3,1
90,Gangplank,Nidalee,2016,Spring,blue,Top,Jungle,12,4
91,Fiora,Graves,2016,Spring,blue,Top,Jungle,12,9
92,Maokai,LeeSin,2016,Spring,blue,Top,Jungle,4,2
93,Fiora,Kindred,2016,Spring,blue,Top,Jungle,5,1
94,Quinn,LeeSin,2016,Spring,blue,Top,Jungle,3,1
95,Rammus,Elise,2016,Spring,blue,Top,Jungle,3,2
96,Malphite,Rumble,2016,Spring,blue,Top,Jungle,1,0
97,Nautilus,RekSai,2016,Spring,blue,Top,Jungle,9,1
98,Rammus,LeeSin,2016,Spring,blue,Top,Jungle,3,3
99,Nasus,LeeSin,2016,Spring,blue,Top,Jungle,1,0
100,Rammus,Nidalee,2016,Spring,blue,Top,Jungle,3,2
101,Graves,Sejuani,2016,Spring,blue,Top,Jungle,1,0
102,Renekton,Gragas,2016,Spring,blue,Top,Jungle,1,1
103,Fiora,Gragas,2016,Spring,blue,Top,Jungle,16,9
104,Maokai,Elise,2016,Spring,blue,Top,Jungle,12,7
105,Gragas,Kindred,2016,Spring,blue,Top,Jungle,2,2
106,Ekko,Graves,2016,Spring,blue,Top,Jungle,9,5
107,Ekko,LeeSin,2016,Spring,blue,Top,Jungle,3,2
108,Trundle,Graves,2016,Spring,blue,Top,Jungle,7,5
109,Maokai,Kindred,2016,Spring,blue,Top,Jungle,17,8
110,Ekko,Kindred,2016,Spring,blue,Top,Jungle,11,6
111,Gnar,Elise,2016,Spring,blue,Top,Jungle,8,4
112,Lissandra,Nidalee,2016,Spring,blue,Top,Jungle,1,0
113,Quinn,Kindred,2016,Spring,blue,Top,Jungle,1,1
114,Maokai,RekSai,2016,Spring,blue,Top,Jungle,1,0
115,Olaf,RekSai,2016,Spring,blue,Top,Jungle,4,2
116,Quinn,Evelynn,2016,Spring,blue,Top,Jungle,1,0
117,Lulu,Graves,2016,Spring,blue,Top,Jungle,6,2
118,Hecarim,Elise,2016,Spring,blue,Top,Jungle,1,0
119,TahmKench,Kindred,2016,Spring,blue,Top,Jungle,3,0
120,Gnar,RekSai,2016,Spring,blue,Top,Jungle,7,6
121,Lulu,RekSai,2016,Spring,blue,Top,Jungle,5,0
122,Morgana,RekSai,2016,Spring,blue,Top,Jungle,1,0
123,Kennen,Nocturne,2016,Spring,blue,Top,Jungle,1,1
124,Gangplank,LeeSin,2016,Spring,blue,Top,Jungle,3,1
125,Lissandra,Graves,2016,Spring,blue,Top,Jungle,4,1
126,Fiora,Udyr,2016,Spring,blue,Top,Jungle,1,0
127,Morgana,Rumble,2016,Spring,blue,Top,Jungle,1,0
128,Malphite,Nocturne,2016,Spring,blue,Top,Jungle,2,1
129,Lissandra,Kindred,2016,Spring,blue,Top,Jungle,1,0
130,Lulu,Kindred,2016,Spring,blue,Top,Jungle,4,2
131,Graves,Gragas,2016,Spring,blue,Top,Jungle,5,3
132,Gangplank,Sejuani,2016,Spring,blue,Top,Jungle,1,0
133,Kennen,Kindred,2016,Spring,blue,Top,Jungle,1,1
134,Maokai,Graves,2016,Spring,blue,Top,Jungle,13,10
135,Gragas,LeeSin,2016,Spring,blue,Top,Jungle,1,1
136,Kennen,Nidalee,2016,Spring,blue,Top,Jungle,1,1
137,Lulu,Nidalee,2016,Spring,blue,Top,Jungle,1,0
138,Nautilus,DrMundo,2016,Spring,blue,Top,Jungle,1,1
139,Irelia,Gragas,2016,Spring,blue,Top,Jungle,1,0
140,Trundle,RekSai,2016,Spring,blue,Top,Jungle,5,4
141,Lissandra,DrMundo,2016,Spring,blue,Top,Jungle,1,0
142,Irelia,Graves,2016,Spring,blue,Top,Jungle,2,0
143,Trundle,Rengar,2016,Spring,blue,Top,Jungle,1,1
144,Gnar,LeeSin,2016,Spring,blue,Top,Jungle,1,0
145,Sion,RekSai,2016,Spring,blue,Top,Jungle,1,0
146,Poppy,Trundle,2016,Spring,blue,Top,Jungle,1,0
147,Fiora,Nunu,2016,Spring,blue,Top,Jungle,1,0
148,Rammus,RekSai,2016,Spring,blue,Top,Jungle,2,1
149,Rammus,Trundle,2016,Spring,blue,Top,Jungle,1,0
150,Kayle,Gragas,2016,Spring,blue,Top,Jungle,1,1
151,Rammus,Kindred,2016,Spring,blue,Top,Jungle,1,1
152,Kayle,RekSai,2016,Spring,blue,Top,Jungle,1,0
153,Gangplank,Gragas,2016,Spring,blue,Top,Jungle,1,0
154,Malphite,Rengar,2016,Spring,blue,Top,Jungle,1,1
155,Ryze,Trundle,2016,Spring,blue,Top,Jungle,1,1
156,Ryze,Ekko,2016,Spring,blue,Top,Jungle,1,1
157,Fiora,Trundle,2016,Spring,blue,Top,Jungle,1,0
158,Olaf,Elise,2016,Spring,blue,Top,Jungle,3,2
159,Ryze,Elise,2016,Spring,blue,Top,Jungle,1,1
160,Renekton,Elise,2016,Spring,blue,Top,Jungle,1,0
161,Graves,Zac,2016,Spring,blue,Top,Jungle,2,0
162,Jax,Elise,2016,Spring,blue,Top,Jungle,3,1
163,Jax,RekSai,2016,Spring,blue,Top,Jungle,2,1
164,Ryze,Kindred,2016,Spring,blue,Top,Jungle,3,1
165,Shen,Evelynn,2016,Spring,blue,Top,Jungle,1,0
166,Zed,Gragas,2016,Spring,blue,Top,Jungle,1,1
167,Maokai,Sejuani,2016,Spring,blue,Top,Jungle,1,0
168,Trundle,Poppy,2016,Spring,blue,Top,Jungle,1,0
169,Graves,Udyr,2016,Spring,blue,Top,Jungle,1,1
170,XinZhao,Zac,2016,Spring,blue,Top,Jungle,1,1
171,Quinn,Rumble,2016,Spring,blue,Top,Jungle,1,0
172,Trundle,LeeSin,2016,Spring,blue,Top,Jungle,2,0
173,Fiora,Maokai,2016,Spring,blue,Top,Jungle,1,1
174,Fizz,Graves,2016,Spring,blue,Top,Jungle,2,1
175,Lulu,Zac,2016,Spring,blue,Top,Jungle,2,2
176,Darius,RekSai,2016,Spring,blue,Top,Jungle,1,0
177,TahmKench,Zac,2016,Spring,blue,Top,Jungle,1,1
178,Morgana,Zac,2016,Spring,blue,Top,Jungle,1,0
179,Olaf,Graves,2016,Spring,blue,Top,Jungle,1,1
180,TahmKench,Gragas,2016,Spring,blue,Top,Jungle,3,3
181,Nautilus,Rumble,2016,Spring,blue,Top,Jungle,3,3
182,Jax,Kindred,2016,Spring,blue,Top,Jungle,1,0
183,Kayle,Ekko,2016,Spring,blue,Top,Jungle,1,0
184,Malphite,Udyr,2016,Spring,blue,Top,Jungle,1,0
185,Olaf,Gragas,2016,Spring,blue,Top,Jungle,3,1
186,Trundle,Ekko,2016,Spring,blue,Top,Jungle,1,1
187,Nautilus,Ekko,2016,Spring,blue,Top,Jungle,5,3
188,Malphite,Kassadin,2016,Spring,blue,Top,Jungle,1,0
189,Nautilus,Poppy,2016,Spring,blue,Top,Jungle,2,1
190,Gangplank,Ekko,2016,Spring,blue,Top,Jungle,1,1
191,Trundle,Shen,2016,Spring,blue,Top,Jungle,1,1
192,Poppy,Sejuani,2016,Spring,blue,Top,Jungle,1,1
193,Shyvana,Bard,2016,Spring,blue,Top,Jungle,1,0
194,Sion,LeeSin,2016,Spring,blue,Top,Jungle,1,1
195,Lissandra,Rengar,2016,Spring,blue,Top,Jungle,1,0
196,Sion,Graves,2016,Spring,blue,Top,Jungle,1,1
197,Poppy,Rumble,2016,Spring,blue,Top,Jungle,1,0
198,Morgana,Elise,2016,Spring,blue,Top,Jungle,1,1
199,Nautilus,Udyr,2016,Spring,blue,Top,Jungle,1,0
200,DrMundo,LeeSin,2016,Spring,blue,Top,Jungle,1,1
201,TahmKench,Poppy,2016,Spring,blue,Top,Jungle,1,1
202,Shen,Poppy,2016,Spring,blue,Top,Jungle,1,1
203,Gangplank,Zac,2016,Spring,blue,Top,Jungle,1,0
204,Shen,LeeSin,2016,Spring,blue,Top,Jungle,1,1
205,Fiora,Poppy,2016,Spring,blue,Top,Jungle,2,2
206,Malphite,LeeSin,2016,Spring,blue,Top,Jungle,1,1
207,Lulu,Poppy,2016,Spring,blue,Top,Jungle,1,0
208,Poppy,Leblanc,2016,Spring,blue,Top,Jungle,1,0
209,Vladimir,Graves,2016,Spring,blue,Top,Jungle,1,0
210,Malphite,DrMundo,2016,Spring,blue,Top,Jungle,1,0
211,Shen,Gragas,2016,Spring,blue,Top,Jungle,1,0
212,Fizz,RekSai,2016,Spring,blue,Top,Jungle,1,1
213,Maokai,Rammus,2016,Spring,blue,Top,Jungle,1,0
214,Gangplank,Nunu,2016,Spring,blue,Top,Jungle,1,1
215,Olaf,Evelynn,2016,Spring,blue,Top,Jungle,1,0
216,Hecarim,Evelynn,2016,Spring,blue,Top,Jungle,1,0
217,Hecarim,Gragas,2016,Spring,blue,Top,Jungle,1,1
0,Elise,TwistedFate,2016,Spring,blue,Jungle,Middle,14,9
1,LeeSin,Ekko,2016,Spring,blue,Jungle,Middle,1,0
2,Kindred,Anivia,2016,Spring,blue,Jungle,Middle,1,0
3,RekSai,Orianna,2016,Spring,blue,Jungle,Middle,2,2
4,Elise,Lissandra,2016,Spring,blue,Jungle,Middle,21,12
5,RekSai,Ryze,2016,Spring,blue,Jungle,Middle,5,1
6,Elise,Ahri,2016,Spring,blue,Jungle,Middle,12,5
7,RekSai,Syndra,2016,Spring,blue,Jungle,Middle,2,1
8,RekSai,Anivia,2016,Spring,blue,Jungle,Middle,1,0
9,Elise,Lulu,2016,Spring,blue,Jungle,Middle,26,16
10,LeeSin,Lulu,2016,Spring,blue,Jungle,Middle,9,6
11,LeeSin,Ahri,2016,Spring,blue,Jungle,Middle,5,1
12,Graves,Syndra,2016,Spring,blue,Jungle,Middle,4,4
13,Nidalee,Varus,2016,Spring,blue,Jungle,Middle,7,5
14,Elise,Leblanc,2016,Spring,blue,Jungle,Middle,16,6
15,RekSai,Lissandra,2016,Spring,blue,Jungle,Middle,14,8
16,RekSai,Lulu,2016,Spring,blue,Jungle,Middle,22,12
17,Nidalee,Corki,2016,Spring,blue,Jungle,Middle,13,7
18,RekSai,Lux,2016,Spring,blue,Jungle,Middle,8,5
19,RekSai,Corki,2016,Spring,blue,Jungle,Middle,13,8
20,Poppy,Viktor,2016,Spring,blue,Jungle,Middle,2,2
21,Graves,Lux,2016,Spring,blue,Jungle,Middle,7,4
22,RekSai,Zilean,2016,Spring,blue,Jungle,Middle,2,1
23,Graves,Leblanc,2016,Spring,blue,Jungle,Middle,6,4
24,LeeSin,Gangplank,2016,Spring,blue,Jungle,Middle,1,0
25,RekSai,Leblanc,2016,Spring,blue,Jungle,Middle,9,4
26,Nidalee,Lissandra,2016,Spring,blue,Jungle,Middle,12,7
27,Nidalee,Orianna,2016,Spring,blue,Jungle,Middle,4,2
28,Graves,Zilean,2016,Spring,blue,Jungle,Middle,6,5
29,Nunu,Orianna,2016,Spring,blue,Jungle,Middle,1,1
30,Elise,Corki,2016,Spring,blue,Jungle,Middle,30,15
31,Nidalee,Lulu,2016,Spring,blue,Jungle,Middle,18,9
32,Kindred,Corki,2016,Spring,blue,Jungle,Middle,6,2
33,Nunu,Corki,2016,Spring,blue,Jungle,Middle,1,1
34,Graves,Corki,2016,Spring,blue,Jungle,Middle,14,6
35,RekSai,Viktor,2016,Spring,blue,Jungle,Middle,24,11
36,Nidalee,Lux,2016,Spring,blue,Jungle,Middle,4,4
37,Nidalee,Viktor,2016,Spring,blue,Jungle,Middle,11,3
38,Nidalee,Karma,2016,Spring,blue,Jungle,Middle,1,1
39,Gragas,Orianna,2016,Spring,blue,Jungle,Middle,3,1
40,Gragas,Leblanc,2016,Spring,blue,Jungle,Middle,14,9
41,Nidalee,Leblanc,2016,Spring,blue,Jungle,Middle,7,6
42,Gragas,Syndra,2016,Spring,blue,Jungle,Middle,2,1
43,RekSai,Karma,2016,Spring,blue,Jungle,Middle,2,1
44,Graves,Karma,2016,Spring,blue,Jungle,Middle,4,1
45,Udyr,Zilean,2016,Spring,blue,Jungle,Middle,2,1
46,Nidalee,TwistedFate,2016,Spring,blue,Jungle,Middle,4,3
47,Gragas,Corki,2016,Spring,blue,Jungle,Middle,23,11
48,Gragas,Lux,2016,Spring,blue,Jungle,Middle,6,2
49,Elise,Zilean,2016,Spring,blue,Jungle,Middle,6,2
50,LeeSin,Leblanc,2016,Spring,blue,Jungle,Middle,8,7
51,Kindred,Lulu,2016,Spring,blue,Jungle,Middle,6,3
52,Nidalee,Gangplank,2016,Spring,blue,Jungle,Middle,8,5
53,Gragas,Varus,2016,Spring,blue,Jungle,Middle,5,4
54,Elise,Zed,2016,Spring,blue,Jungle,Middle,14,10
55,LeeSin,Azir,2016,Spring,blue,Jungle,Middle,3,1
56,Sejuani,Lulu,2016,Spring,blue,Jungle,Middle,1,1
57,Udyr,Corki,2016,Spring,blue,Jungle,Middle,3,1
58,RekSai,Zed,2016,Spring,blue,Jungle,Middle,5,2
59,Elise,Viktor,2016,Spring,blue,Jungle,Middle,30,17
60,Nidalee,Azir,2016,Spring,blue,Jungle,Middle,19,12
61,Kindred,Azir,2016,Spring,blue,Jungle,Middle,22,13
62,Kindred,TwistedFate,2016,Spring,blue,Jungle,Middle,5,1
63,Kindred,Orianna,2016,Spring,blue,Jungle,Middle,7,4
64,Graves,Velkoz,2016,Spring,blue,Jungle,Middle,2,2
65,Gragas,Azir,2016,Spring,blue,Jungle,Middle,19,11
66,Graves,Lissandra,2016,Spring,blue,Jungle,Middle,22,9
67,Gragas,Zed,2016,Spring,blue,Jungle,Middle,5,4
68,Nidalee,Ryze,2016,Spring,blue,Jungle,Middle,2,1
69,Elise,Anivia,2016,Spring,blue,Jungle,Middle,3,2
70,Kindred,Ryze,2016,Spring,blue,Jungle,Middle,10,5
71,Nidalee,Zed,2016,Spring,blue,Jungle,Middle,12,10
72,Elise,Azir,2016,Spring,blue,Jungle,Middle,13,5
73,Gragas,Ryze,2016,Spring,blue,Jungle,Middle,2,1
74,Elise,Ryze,2016,Spring,blue,Jungle,Middle,5,2
75,Kindred,Ekko,2016,Spring,blue,Jungle,Middle,2,2
76,Graves,Lulu,2016,Spring,blue,Jungle,Middle,13,7
77,Nidalee,Ekko,2016,Spring,blue,Jungle,Middle,3,1
78,Zac,Leblanc,2016,Spring,blue,Jungle,Middle,1,1
79,Graves,Ahri,2016,Spring,blue,Jungle,Middle,14,8
80,RekSai,Varus,2016,Spring,blue,Jungle,Middle,1,0
81,Kindred,Velkoz,2016,Spring,blue,Jungle,Middle,1,0
82,RekSai,Cassiopeia,2016,Spring,blue,Jungle,Middle,3,2
83,Kindred,Lissandra,2016,Spring,blue,Jungle,Middle,12,5
84,Elise,Morgana,2016,Spring,blue,Jungle,Middle,2,1
85,Udyr,Zed,2016,Spring,blue,Jungle,Middle,1,0
86,Graves,Gangplank,2016,Spring,blue,Jungle,Middle,3,2
87,Graves,Viktor,2016,Spring,blue,Jungle,Middle,13,6
88,LeeSin,Morgana,2016,Spring,blue,Jungle,Middle,1,0
89,RekSai,Ahri,2016,Spring,blue,Jungle,Middle,11,4
90,Nidalee,Ahri,2016,Spring,blue,Jungle,Middle,3,2
91,RekSai,Morgana,2016,Spring,blue,Jungle,Middle,1,0
92,LeeSin,Corki,2016,Spring,blue,Jungle,Middle,8,5
93,Nidalee,Zilean,2016,Spring,blue,Jungle,Middle,2,2
94,Elise,Gangplank,2016,Spring,blue,Jungle,Middle,12,5
95,LeeSin,Quinn,2016,Spring,blue,Jungle,Middle,2,2
96,Rumble,Viktor,2016,Spring,blue,Jungle,Middle,2,0
97,Gragas,Lissandra,2016,Spring,blue,Jungle,Middle,8,5
98,Gragas,Viktor,2016,Spring,blue,Jungle,Middle,9,3
99,LeeSin,Lissandra,2016,Spring,blue,Jungle,Middle,6,5
100,Nidalee,Quinn,2016,Spring,blue,Jungle,Middle,2,2
101,Gragas,Gangplank,2016,Spring,blue,Jungle,Middle,3,2
102,Gragas,Karma,2016,Spring,blue,Jungle,Middle,1,1
103,LeeSin,Zed,2016,Spring,blue,Jungle,Middle,3,2
104,Sejuani,Azir,2016,Spring,blue,Jungle,Middle,2,1
105,Elise,Kassadin,2016,Spring,blue,Jungle,Middle,4,2
106,Kindred,Viktor,2016,Spring,blue,Jungle,Middle,7,5
107,Nidalee,Jayce,2016,Spring,blue,Jungle,Middle,3,0
108,Kindred,Leblanc,2016,Spring,blue,Jungle,Middle,13,6
109,Evelynn,Gangplank,2016,Spring,blue,Jungle,Middle,1,0
110,Elise,Lux,2016,Spring,blue,Jungle,Middle,8,2
111,LeeSin,TwistedFate,2016,Spring,blue,Jungle,Middle,3,1
112,Kindred,Lux,2016,Spring,blue,Jungle,Middle,5,2
113,Kindred,Gangplank,2016,Spring,blue,Jungle,Middle,1,0
114,Elise,Jayce,2016,Spring,blue,Jungle,Middle,2,1
115,LeeSin,Ezreal,2016,Spring,blue,Jungle,Middle,1,0
116,Elise,Cassiopeia,2016,Spring,blue,Jungle,Middle,2,0
117,Graves,TwistedFate,2016,Spring,blue,Jungle,Middle,6,3
118,Nidalee,Syndra,2016,Spring,blue,Jungle,Middle,2,1
119,Nocturne,Lissandra,2016,Spring,blue,Jungle,Middle,2,2
120,Udyr,Ezreal,2016,Spring,blue,Jungle,Middle,1,0
121,Graves,Kassadin,2016,Spring,blue,Jungle,Middle,4,2
122,Nocturne,Ahri,2016,Spring,blue,Jungle,Middle,1,0
123,Gragas,TwistedFate,2016,Spring,blue,Jungle,Middle,2,0
124,Elise,Varus,2016,Spring,blue,Jungle,Middle,8,5
125,Kindred,Zilean,2016,Spring,blue,Jungle,Middle,2,1
126,Elise,Pantheon,2016,Spring,blue,Jungle,Middle,2,0
127,LeeSin,Varus,2016,Spring,blue,Jungle,Middle,1,1
128,Kindred,Zed,2016,Spring,blue,Jungle,Middle,1,1
129,Elise,Nautilus,2016,Spring,blue,Jungle,Middle,2,1
130,Gragas,Lulu,2016,Spring,blue,Jungle,Middle,15,8
131,Kindred,Varus,2016,Spring,blue,Jungle,Middle,2,0
132,Gragas,Zilean,2016,Spring,blue,Jungle,Middle,7,4
133,Sejuani,Lissandra,2016,Spring,blue,Jungle,Middle,1,0
134,Graves,Varus,2016,Spring,blue,Jungle,Middle,3,3
135,Graves,Azir,2016,Spring,blue,Jungle,Middle,13,10
136,Graves,Ryze,2016,Spring,blue,Jungle,Middle,8,6
137,LeeSin,Karma,2016,Spring,blue,Jungle,Middle,1,1
138,Elise,Velkoz,2016,Spring,blue,Jungle,Middle,1,1
139,Nidalee,Ezreal,2016,Spring,blue,Jungle,Middle,2,0
140,DrMundo,Lulu,2016,Spring,blue,Jungle,Middle,1,1
141,Gragas,Ekko,2016,Spring,blue,Jungle,Middle,1,0
142,RekSai,Ezreal,2016,Spring,blue,Jungle,Middle,2,1
143,Graves,Diana,2016,Spring,blue,Jungle,Middle,1,1
144,DrMundo,Viktor,2016,Spring,blue,Jungle,Middle,1,0
145,Elise,Ezreal,2016,Spring,blue,Jungle,Middle,2,2
146,Rengar,Ryze,2016,Spring,blue,Jungle,Middle,1,1
147,LeeSin,Ryze,2016,Spring,blue,Jungle,Middle,4,1
148,Trundle,Viktor,2016,Spring,blue,Jungle,Middle,2,0
149,Nunu,Gangplank,2016,Spring,blue,Jungle,Middle,1,0
150,Trundle,Corki,2016,Spring,blue,Jungle,Middle,1,0
151,Elise,Karthus,2016,Spring,blue,Jungle,Middle,1,1
152,Kindred,Nautilus,2016,Spring,blue,Jungle,Middle,2,1
153,Gragas,Nautilus,2016,Spring,blue,Jungle,Middle,2,2
154,RekSai,Nautilus,2016,Spring,blue,Jungle,Middle,1,1
155,LeeSin,Syndra,2016,Spring,blue,Jungle,Middle,1,0
156,Nidalee,Talon,2016,Spring,blue,Jungle,Middle,1,0
157,Gragas,Kassadin,2016,Spring,blue,Jungle,Middle,1,1
158,Kindred,Malzahar,2016,Spring,blue,Jungle,Middle,1,1
159,Graves,Malzahar,2016,Spring,blue,Jungle,Middle,1,0
160,Rengar,Lulu,2016,Spring,blue,Jungle,Middle,1,1
161,Trundle,Leblanc,2016,Spring,blue,Jungle,Middle,1,1
162,Ekko,Lulu,2016,Spring,blue,Jungle,Middle,1,1
163,Zac,Gangplank,2016,Spring,blue,Jungle,Middle,2,0
164,RekSai,TwistedFate,2016,Spring,blue,Jungle,Middle,1,1
165,Gragas,Ahri,2016,Spring,blue,Jungle,Middle,10,6
166,Gragas,Quinn,2016,Spring,blue,Jungle,Middle,1,1
167,Evelynn,Orianna,2016,Spring,blue,Jungle,Middle,1,0
168,Elise,Syndra,2016,Spring,blue,Jungle,Middle,3,1
169,Elise,Katarina,2016,Spring,blue,Jungle,Middle,1,0
170,Gragas,Morgana,2016,Spring,blue,Jungle,Middle,2,2
171,Gragas,Ezreal,2016,Spring,blue,Jungle,Middle,1,0
172,Kindred,Morgana,2016,Spring,blue,Jungle,Middle,1,1
173,Kindred,Karma,2016,Spring,blue,Jungle,Middle,3,1
174,Sejuani,Zed,2016,Spring,blue,Jungle,Middle,1,0
175,Poppy,Ahri,2016,Spring,blue,Jungle,Middle,3,2
176,Elise,Orianna,2016,Spring,blue,Jungle,Middle,3,2
177,Kindred,Ahri,2016,Spring,blue,Jungle,Middle,2,2
178,Zac,Orianna,2016,Spring,blue,Jungle,Middle,2,1
179,RekSai,Ziggs,2016,Spring,blue,Jungle,Middle,1,0
180,Rumble,Orianna,2016,Spring,blue,Jungle,Middle,1,0
181,LeeSin,Viktor,2016,Spring,blue,Jungle,Middle,2,1
182,Maokai,Corki,2016,Spring,blue,Jungle,Middle,1,1
