,CHAMP1,CHAMP2,Year,Season,Team,CHAMP1_POS,CHAMP2_POS,Total_Played,Wins
68,Jax,JarvanIV,2018,Spring,blue,Top,Jungle,1,0
69,Poppy,Maokai,2018,Spring,blue,Top,Jungle,1,0
70,Renekton,Gragas,2018,Spring,blue,Top,Jungle,2,1
71,Trundle,Sejuani,2018,Spring,blue,Top,Jungle,1,0
72,Camille,Sejuani,2018,Spring,blue,Top,Jungle,5,3
73,Maokai,Gragas,2018,Spring,blue,Top,Jungle,1,0
74,Rumble,Gragas,2018,Spring,blue,Top,Jungle,2,2
75,Camille,LeeSin,2018,Spring,blue,Top,Jungle,1,0
76,Gnar,Jax,2018,Spring,blue,Top,Jungle,2,0
77,Jax,Gragas,2018,Spring,blue,Top,Jungle,1,0
78,Maokai,Sejuani,2018,Spring,blue,Top,Jungle,2,2
79,Yasuo,Gragas,2018,Spring,blue,Top,Jungle,1,1
80,Jax,Sejuani,2018,Spring,blue,Top,Jungle,1,1
81,Renekton,Maokai,2018,Spring,blue,Top,Jungle,1,0
82,Shen,Gragas,2018,Spring,blue,Top,Jungle,1,1
83,Gragas,LeeSin,2018,Spring,blue,Top,Jungle,1,0
84,Jax,Zac,2018,Spring,blue,Top,Jungle,1,1
85,Ornn,LeeSin,2018,Spring,blue,Top,Jungle,2,2
86,Ornn,Camille,2018,Spring,blue,Top,Jungle,1,1
87,Shen,Rengar,2018,Spring,blue,Top,Jungle,1,0
88,Jayce,Khazix,2018,Spring,blue,Top,Jungle,1,1
89,Jayce,Sejuani,2018,Spring,blue,Top,Jungle,1,1
90,Maokai,Jax,2018,Spring,blue,Top,Jungle,1,1
91,Ornn,Skarner,2018,Spring,blue,Top,Jungle,1,0
92,Vladimir,Kayn,2018,Spring,blue,Top,Jungle,1,0
93,Vladimir,Khazix,2018,Spring,blue,Top,Jungle,1,1
94,Camille,Rengar,2018,Spring,blue,Top,Jungle,1,0
95,Vladimir,Camille,2018,Spring,blue,Top,Jungle,1,1
96,Camille,JarvanIV,2018,Spring,blue,Top,Jungle,3,0
97,Camille,Shyvana,2018,Spring,blue,Top,Jungle,1,0
98,Maokai,Khazix,2018,Spring,blue,Top,Jungle,3,2
99,Trundle,Zac,2018,Spring,blue,Top,Jungle,1,1
100,Gangplank,Nidalee,2018,Spring,blue,Top,Jungle,1,1
101,Gnar,LeeSin,2018,Spring,blue,Top,Jungle,1,0
102,Jayce,Jax,2018,Spring,blue,Top,Jungle,1,0
103,Ornn,Jax,2018,Spring,blue,Top,Jungle,1,1
104,Gangplank,Skarner,2018,Spring,blue,Top,Jungle,1,1
105,Gnar,Camille,2018,Spring,blue,Top,Jungle,1,1
106,Graves,Sejuani,2018,Spring,blue,Top,Jungle,1,0
107,Jayce,Shyvana,2018,Spring,blue,Top,Jungle,1,0
108,Gnar,Rengar,2018,Spring,blue,Top,Jungle,1,1
109,Maokai,Rengar,2018,Spring,blue,Top,Jungle,1,0
110,Sion,JarvanIV,2018,Spring,blue,Top,Jungle,1,0
111,Ornn,Gragas,2018,Spring,blue,Top,Jungle,1,1
112,Nasus,Khazix,2018,Spring,blue,Top,Jungle,1,0
0,Gragas,Malzahar,2018,Spring,blue,Jungle,Middle,2,2
1,Sejuani,Ryze,2018,Spring,blue,Jungle,Middle,10,6
2,Evelynn,Malzahar,2018,Spring,blue,Jungle,Middle,1,1
3,Zac,Ryze,2018,Spring,blue,Jungle,Middle,2,2
4,Khazix,Malzahar,2018,Spring,blue,Jungle,Middle,3,1
5,Evelynn,Leblanc,2018,Spring,blue,Jungle,Middle,1,0
6,Evelynn,Azir,2018,Spring,blue,Jungle,Middle,3,2
7,JarvanIV,Azir,2018,Spring,blue,Jungle,Middle,7,4
8,Rengar,Ryze,2018,Spring,blue,Jungle,Middle,1,0
9,Sejuani,Zoe,2018,Spring,blue,Jungle,Middle,3,2
10,JarvanIV,Ryze,2018,Spring,blue,Jungle,Middle,10,5
11,Nidalee,Cassiopeia,2018,Spring,blue,Jungle,Middle,1,0
12,Rengar,Malzahar,2018,Spring,blue,Jungle,Middle,4,2
13,JarvanIV,Zoe,2018,Spring,blue,Jungle,Middle,5,3
14,Khazix,Ryze,2018,Spring,blue,Jungle,Middle,7,4
15,Zac,Azir,2018,Spring,blue,Jungle,Middle,8,7
16,Jax,Azir,2018,Spring,blue,Jungle,Middle,4,3
17,Shyvana,Malzahar,2018,Spring,blue,Jungle,Middle,5,2
18,JarvanIV,Malzahar,2018,Spring,blue,Jungle,Middle,6,5
19,Khazix,Azir,2018,Spring,blue,Jungle,Middle,6,6
20,Ivern,Malzahar,2018,Spring,blue,Jungle,Middle,1,1
21,Sejuani,Azir,2018,Spring,blue,Jungle,Middle,4,2
22,Nidalee,Malzahar,2018,Spring,blue,Jungle,Middle,1,0
23,Sejuani,Malzahar,2018,Spring,blue,Jungle,Middle,2,1
24,Shyvana,Ryze,2018,Spring,blue,Jungle,Middle,3,0
25,Khazix,Zoe,2018,Spring,blue,Jungle,Middle,1,1
26,Khazix,Cassiopeia,2018,Spring,blue,Jungle,Middle,1,0
27,Shyvana,Azir,2018,Spring,blue,Jungle,Middle,2,1
28,Zac,Zoe,2018,Spring,blue,Jungle,Middle,4,4
29,Sejuani,Urgot,2018,Spring,blue,Jungle,Middle,1,0
30,Zac,Malzahar,2018,Spring,blue,Jungle,Middle,3,2
31,Zac,Taliyah,2018,Spring,blue,Jungle,Middle,4,2
32,Sejuani,Corki,2018,Spring,blue,Jungle,Middle,6,4
33,JarvanIV,Syndra,2018,Spring,blue,Jungle,Middle,2,0
34,LeeSin,Azir,2018,Spring,blue,Jungle,Middle,5,4
35,JarvanIV,Xerath,2018,Spring,blue,Jungle,Middle,1,0
36,Shyvana,Corki,2018,Spring,blue,Jungle,Middle,1,0
37,JarvanIV,Cassiopeia,2018,Spring,blue,Jungle,Middle,5,3
38,Sejuani,Xerath,2018,Spring,blue,Jungle,Middle,1,1
39,JarvanIV,Orianna,2018,Spring,blue,Jungle,Middle,5,2
40,Rengar,Corki,2018,Spring,blue,Jungle,Middle,1,0
41,Nidalee,Corki,2018,Spring,blue,Jungle,Middle,2,1
42,JarvanIV,Taliyah,2018,Spring,blue,Jungle,Middle,2,0
43,RekSai,Corki,2018,Spring,blue,Jungle,Middle,1,1
44,Gragas,Syndra,2018,Spring,blue,Jungle,Middle,6,2
45,JarvanIV,Vladimir,2018,Spring,blue,Jungle,Middle,2,0
46,Elise,Xerath,2018,Spring,blue,Jungle,Middle,1,0
47,Gragas,Taliyah,2018,Spring,blue,Jungle,Middle,3,1
48,Poppy,Cassiopeia,2018,Spring,blue,Jungle,Middle,1,1
49,Elise,Taliyah,2018,Spring,blue,Jungle,Middle,1,1
50,Zac,Syndra,2018,Spring,blue,Jungle,Middle,2,1
51,Maokai,Syndra,2018,Spring,blue,Jungle,Middle,1,1
52,Gragas,Galio,2018,Spring,blue,Jungle,Middle,2,1
53,Sejuani,Taliyah,2018,Spring,blue,Jungle,Middle,5,5
54,Sejuani,Syndra,2018,Spring,blue,Jungle,Middle,1,0
55,Maokai,Taliyah,2018,Spring,blue,Jungle,Middle,1,0
56,Gragas,Viktor,2018,Spring,blue,Jungle,Middle,1,0
57,Sejuani,Lucian,2018,Spring,blue,Jungle,Middle,1,0
58,Maokai,Vladimir,2018,Spring,blue,Jungle,Middle,1,0
59,JarvanIV,Corki,2018,Spring,blue,Jungle,Middle,7,2
60,Maokai,Cassiopeia,2018,Spring,blue,Jungle,Middle,1,1
61,Maokai,Orianna,2018,Spring,blue,Jungle,Middle,1,0
62,Sejuani,Galio,2018,Spring,blue,Jungle,Middle,3,2
63,Gragas,Kassadin,2018,Spring,blue,Jungle,Middle,1,1
64,Sejuani,Karma,2018,Spring,blue,Jungle,Middle,2,1
65,Gragas,Cassiopeia,2018,Spring,blue,Jungle,Middle,2,1
66,Gragas,Lucian,2018,Spring,blue,Jungle,Middle,2,2
67,LeeSin,Taliyah,2018,Spring,blue,Jungle,Middle,1,0
68,Jax,Galio,2018,Spring,blue,Jungle,Middle,1,0
69,Gragas,Corki,2018,Spring,blue,Jungle,Middle,5,4
70,JarvanIV,Karma,2018,Spring,blue,Jungle,Middle,2,2
71,Maokai,Corki,2018,Spring,blue,Jungle,Middle,1,0
72,LeeSin,TwistedFate,2018,Spring,blue,Jungle,Middle,1,0
73,JarvanIV,Lucian,2018,Spring,blue,Jungle,Middle,1,1
74,Zac,Orianna,2018,Spring,blue,Jungle,Middle,2,1
75,Sejuani,Cassiopeia,2018,Spring,blue,Jungle,Middle,1,0
76,Camille,Azir,2018,Spring,blue,Jungle,Middle,1,1
77,Khazix,Leblanc,2018,Spring,blue,Jungle,Middle,1,1
78,Sejuani,Veigar,2018,Spring,blue,Jungle,Middle,1,1
79,Skarner,Azir,2018,Spring,blue,Jungle,Middle,2,1
80,Kayn,Azir,2018,Spring,blue,Jungle,Middle,1,0
81,Khazix,Karma,2018,Spring,blue,Jungle,Middle,1,1
82,Rengar,Azir,2018,Spring,blue,Jungle,Middle,3,2
83,Khazix,Galio,2018,Spring,blue,Jungle,Middle,1,0
84,Rengar,Galio,2018,Spring,blue,Jungle,Middle,1,0
85,Camille,Galio,2018,Spring,blue,Jungle,Middle,2,2
86,Zac,Corki,2018,Spring,blue,Jungle,Middle,1,0
87,Nidalee,Zoe,2018,Spring,blue,Jungle,Middle,1,1
88,Nidalee,Karma,2018,Spring,blue,Jungle,Middle,1,1
89,Jax,Ryze,2018,Spring,blue,Jungle,Middle,2,1
90,JarvanIV,Galio,2018,Spring,blue,Jungle,Middle,4,0
91,Sejuani,Zilean,2018,Spring,blue,Jungle,Middle,1,0
92,Gragas,Azir,2018,Spring,blue,Jungle,Middle,2,1
93,Rengar,Orianna,2018,Spring,blue,Jungle,Middle,1,0
94,Khazix,Syndra,2018,Spring,blue,Jungle,Middle,1,1
95,Sejuani,Orianna,2018,Spring,blue,Jungle,Middle,1,1
96,Zac,Cassiopeia,2018,Spring,blue,Jungle,Middle,1,0
0,Gragas,Taric,2018,Spring,blue,Jungle,Support,4,3
1,Sejuani,Braum,2018,Spring,blue,Jungle,Support,14,7
2,Evelynn,Ornn,2018,Spring,blue,Jungle,Support,2,2
3,Zac,Shen,2018,Spring,blue,Jungle,Support,4,2
4,Sejuani,TahmKench,2018,Spring,blue,Jungle,Support,5,5
5,Khazix,Braum,2018,Spring,blue,Jungle,Support,8,6
6,Evelynn,Lulu,2018,Spring,blue,Jungle,Support,1,0
7,Evelynn,TahmKench,2018,Spring,blue,Jungle,Support,1,0
8,JarvanIV,Rakan,2018,Spring,blue,Jungle,Support,4,1
9,Sejuani,Rakan,2018,Spring,blue,Jungle,Support,2,1
10,Rengar,Braum,2018,Spring,blue,Jungle,Support,4,2
11,Sejuani,Shen,2018,Spring,blue,Jungle,Support,3,0
12,JarvanIV,TahmKench,2018,Spring,blue,Jungle,Support,12,5
13,Sejuani,Thresh,2018,Spring,blue,Jungle,Support,2,2
14,Nidalee,TahmKench,2018,Spring,blue,Jungle,Support,1,0
15,Khazix,Thresh,2018,Spring,blue,Jungle,Support,1,0
16,Zac,TahmKench,2018,Spring,blue,Jungle,Support,2,2
17,Jax,Braum,2018,Spring,blue,Jungle,Support,2,2
18,Shyvana,Taric,2018,Spring,blue,Jungle,Support,2,1
19,Khazix,Shen,2018,Spring,blue,Jungle,Support,1,1
20,Sejuani,Alistar,2018,Spring,blue,Jungle,Support,6,3
21,JarvanIV,Alistar,2018,Spring,blue,Jungle,Support,6,3
22,Ivern,Braum,2018,Spring,blue,Jungle,Support,1,1
23,JarvanIV,Taric,2018,Spring,blue,Jungle,Support,6,3
24,Rengar,TahmKench,2018,Spring,blue,Jungle,Support,4,1
25,Nidalee,Zilean,2018,Spring,blue,Jungle,Support,1,0
26,Shyvana,TahmKench,2018,Spring,blue,Jungle,Support,5,2
27,Khazix,TahmKench,2018,Spring,blue,Jungle,Support,7,5
28,Shyvana,Janna,2018,Spring,blue,Jungle,Support,1,0
29,Khazix,Taric,2018,Spring,blue,Jungle,Support,2,1
30,Zac,Braum,2018,Spring,blue,Jungle,Support,4,3
31,Rengar,Taric,2018,Spring,blue,Jungle,Support,1,0
32,Sejuani,Taric,2018,Spring,blue,Jungle,Support,5,4
33,LeeSin,TahmKench,2018,Spring,blue,Jungle,Support,2,2
34,JarvanIV,Ornn,2018,Spring,blue,Jungle,Support,3,1
35,LeeSin,Braum,2018,Spring,blue,Jungle,Support,2,2
36,Shyvana,Trundle,2018,Spring,blue,Jungle,Support,1,0
37,JarvanIV,Braum,2018,Spring,blue,Jungle,Support,10,5
38,Evelynn,Alistar,2018,Spring,blue,Jungle,Support,1,1
39,Shyvana,Morgana,2018,Spring,blue,Jungle,Support,1,0
40,Zac,Taric,2018,Spring,blue,Jungle,Support,5,4
41,Zac,Ornn,2018,Spring,blue,Jungle,Support,1,0
42,JarvanIV,Shen,2018,Spring,blue,Jungle,Support,3,1
43,Nidalee,Thresh,2018,Spring,blue,Jungle,Support,1,1
44,JarvanIV,Lulu,2018,Spring,blue,Jungle,Support,2,0
45,JarvanIV,Thresh,2018,Spring,blue,Jungle,Support,2,1
46,RekSai,Braum,2018,Spring,blue,Jungle,Support,1,1
47,Gragas,Bard,2018,Spring,blue,Jungle,Support,1,1
48,Elise,Blitzcrank,2018,Spring,blue,Jungle,Support,1,0
49,Gragas,Lulu,2018,Spring,blue,Jungle,Support,4,1
50,Poppy,Lulu,2018,Spring,blue,Jungle,Support,1,1
51,Elise,Thresh,2018,Spring,blue,Jungle,Support,1,1
52,Zac,Thresh,2018,Spring,blue,Jungle,Support,3,3
53,Nidalee,Braum,2018,Spring,blue,Jungle,Support,1,0
54,JarvanIV,Bard,2018,Spring,blue,Jungle,Support,2,1
55,Maokai,Thresh,2018,Spring,blue,Jungle,Support,2,1
56,Gragas,Alistar,2018,Spring,blue,Jungle,Support,8,3
57,Sejuani,Blitzcrank,2018,Spring,blue,Jungle,Support,1,1
58,Gragas,Braum,2018,Spring,blue,Jungle,Support,1,0
59,Maokai,Alistar,2018,Spring,blue,Jungle,Support,2,0
60,Zac,Lulu,2018,Spring,blue,Jungle,Support,1,0
61,Sejuani,Morgana,2018,Spring,blue,Jungle,Support,1,0
62,Sejuani,Janna,2018,Spring,blue,Jungle,Support,3,2
63,JarvanIV,Morgana,2018,Spring,blue,Jungle,Support,2,1
64,Zac,Rakan,2018,Spring,blue,Jungle,Support,1,0
65,Maokai,Morgana,2018,Spring,blue,Jungle,Support,1,1
66,Gragas,Janna,2018,Spring,blue,Jungle,Support,3,3
67,LeeSin,Rakan,2018,Spring,blue,Jungle,Support,1,0
68,Jax,Karma,2018,Spring,blue,Jungle,Support,1,0
69,Gragas,Thresh,2018,Spring,blue,Jungle,Support,3,2
70,JarvanIV,Janna,2018,Spring,blue,Jungle,Support,6,4
71,Sejuani,Lulu,2018,Spring,blue,Jungle,Support,1,1
72,Maokai,Braum,2018,Spring,blue,Jungle,Support,1,0
73,LeeSin,Thresh,2018,Spring,blue,Jungle,Support,1,0
74,JarvanIV,Gragas,2018,Spring,blue,Jungle,Support,1,1
75,Gragas,Blitzcrank,2018,Spring,blue,Jungle,Support,1,1
76,Zac,Alistar,2018,Spring,blue,Jungle,Support,4,4
77,Camille,Janna,2018,Spring,blue,Jungle,Support,1,1
78,Khazix,Alistar,2018,Spring,blue,Jungle,Support,2,1
79,Jax,TahmKench,2018,Spring,blue,Jungle,Support,2,2
80,Skarner,TahmKench,2018,Spring,blue,Jungle,Support,1,0
81,Kayn,Braum,2018,Spring,blue,Jungle,Support,1,0
82,Khazix,Kennen,2018,Spring,blue,Jungle,Support,1,1
83,Camille,Shen,2018,Spring,blue,Jungle,Support,1,1
84,Zac,Janna,2018,Spring,blue,Jungle,Support,1,0
85,Nidalee,Taric,2018,Spring,blue,Jungle,Support,1,1
86,Nidalee,Janna,2018,Spring,blue,Jungle,Support,1,1
87,LeeSin,Nami,2018,Spring,blue,Jungle,Support,1,0
88,Zac,Morgana,2018,Spring,blue,Jungle,Support,1,1
89,Jax,Alistar,2018,Spring,blue,Jungle,Support,1,0
90,Shyvana,Braum,2018,Spring,blue,Jungle,Support,1,0
91,Skarner,Braum,2018,Spring,blue,Jungle,Support,1,1
92,Jax,Taric,2018,Spring,blue,Jungle,Support,1,0
93,Camille,Braum,2018,Spring,blue,Jungle,Support,1,1
94,Rengar,Alistar,2018,Spring,blue,Jungle,Support,1,1
95,Rengar,Thresh,2018,Spring,blue,Jungle,Support,1,0
96,Gragas,TahmKench,2018,Spring,blue,Jungle,Support,1,1
0,Tristana,Taric,2018,Spring,blue,ADC,Support,8,6
1,KogMaw,Braum,2018,Spring,blue,ADC,Support,8,7
2,Tristana,Ornn,2018,Spring,blue,ADC,Support,1,1
3,KogMaw,Shen,2018,Spring,blue,ADC,Support,2,1
4,Varus,TahmKench,2018,Spring,blue,ADC,Support,6,3
5,Kalista,Braum,2018,Spring,blue,ADC,Support,6,3
6,KogMaw,Lulu,2018,Spring,blue,ADC,Support,2,1
7,Ezreal,TahmKench,2018,Spring,blue,ADC,Support,7,5
8,Xayah,Rakan,2018,Spring,blue,ADC,Support,4,2
9,Ezreal,Braum,2018,Spring,blue,ADC,Support,11,7
10,Sivir,Shen,2018,Spring,blue,ADC,Support,1,0
11,Tristana,TahmKench,2018,Spring,blue,ADC,Support,6,3
12,Varus,Thresh,2018,Spring,blue,ADC,Support,7,6
13,Xayah,TahmKench,2018,Spring,blue,ADC,Support,1,0
14,KogMaw,TahmKench,2018,Spring,blue,ADC,Support,11,8
15,KogMaw,Thresh,2018,Spring,blue,ADC,Support,2,0
16,Varus,Braum,2018,Spring,blue,ADC,Support,7,5
17,Varus,Taric,2018,Spring,blue,ADC,Support,4,2
18,Xayah,Shen,2018,Spring,blue,ADC,Support,1,1
19,Sivir,Alistar,2018,Spring,blue,ADC,Support,3,1
20,Varus,Alistar,2018,Spring,blue,ADC,Support,2,1
21,Vayne,Braum,2018,Spring,blue,ADC,Support,2,1
22,Varus,Zilean,2018,Spring,blue,ADC,Support,1,0
23,Caitlyn,Braum,2018,Spring,blue,ADC,Support,3,2
24,Sivir,TahmKench,2018,Spring,blue,ADC,Support,2,1
25,Ezreal,Janna,2018,Spring,blue,ADC,Support,1,0
26,Tristana,Braum,2018,Spring,blue,ADC,Support,11,3
27,KogMaw,Taric,2018,Spring,blue,ADC,Support,3,1
28,Ezreal,Alistar,2018,Spring,blue,ADC,Support,9,6
29,Varus,Shen,2018,Spring,blue,ADC,Support,2,0
30,Tristana,Shen,2018,Spring,blue,ADC,Support,1,1
31,Sivir,Taric,2018,Spring,blue,ADC,Support,2,1
32,Ezreal,Taric,2018,Spring,blue,ADC,Support,3,1
33,Kalista,TahmKench,2018,Spring,blue,ADC,Support,4,2
34,KogMaw,Ornn,2018,Spring,blue,ADC,Support,1,0
35,Varus,Trundle,2018,Spring,blue,ADC,Support,1,0
36,Tristana,Alistar,2018,Spring,blue,ADC,Support,5,4
37,KogMaw,Alistar,2018,Spring,blue,ADC,Support,1,1
38,KogMaw,Morgana,2018,Spring,blue,ADC,Support,1,0
39,Varus,Ornn,2018,Spring,blue,ADC,Support,1,0
40,Kalista,Taric,2018,Spring,blue,ADC,Support,7,6
41,Ezreal,Shen,2018,Spring,blue,ADC,Support,4,1
42,Caitlyn,TahmKench,2018,Spring,blue,ADC,Support,4,2
43,Sivir,Braum,2018,Spring,blue,ADC,Support,3,2
44,Varus,Lulu,2018,Spring,blue,ADC,Support,1,0
45,Sivir,Thresh,2018,Spring,blue,ADC,Support,1,1
46,Tristana,Bard,2018,Spring,blue,ADC,Support,2,2
47,Varus,Blitzcrank,2018,Spring,blue,ADC,Support,1,0
48,Tristana,Lulu,2018,Spring,blue,ADC,Support,4,2
49,Kalista,Alistar,2018,Spring,blue,ADC,Support,4,1
50,Tristana,Thresh,2018,Spring,blue,ADC,Support,1,1
51,Kalista,Blitzcrank,2018,Spring,blue,ADC,Support,1,1
52,Xayah,Braum,2018,Spring,blue,ADC,Support,1,1
53,Xayah,Alistar,2018,Spring,blue,ADC,Support,5,2
54,Kalista,Lulu,2018,Spring,blue,ADC,Support,1,0
55,Tristana,Morgana,2018,Spring,blue,ADC,Support,2,1
56,Caitlyn,Lulu,2018,Spring,blue,ADC,Support,1,0
57,Xayah,Janna,2018,Spring,blue,ADC,Support,1,0
58,Ashe,Morgana,2018,Spring,blue,ADC,Support,1,1
59,Ashe,Rakan,2018,Spring,blue,ADC,Support,1,0
60,Varus,Rakan,2018,Spring,blue,ADC,Support,1,0
61,Vayne,Thresh,2018,Spring,blue,ADC,Support,1,0
62,Jhin,TahmKench,2018,Spring,blue,ADC,Support,1,0
63,Tristana,Janna,2018,Spring,blue,ADC,Support,4,3
64,Twitch,Alistar,2018,Spring,blue,ADC,Support,1,0
65,Ashe,Alistar,2018,Spring,blue,ADC,Support,1,0
66,Tristana,Rakan,2018,Spring,blue,ADC,Support,2,0
67,Xayah,Thresh,2018,Spring,blue,ADC,Support,3,2
68,Caitlyn,Karma,2018,Spring,blue,ADC,Support,1,0
69,Kalista,Thresh,2018,Spring,blue,ADC,Support,2,1
70,KogMaw,Janna,2018,Spring,blue,ADC,Support,3,3
71,Kalista,Morgana,2018,Spring,blue,ADC,Support,1,0
72,Xayah,Lulu,2018,Spring,blue,ADC,Support,1,0
73,Xayah,Gragas,2018,Spring,blue,ADC,Support,1,1
74,Xayah,Blitzcrank,2018,Spring,blue,ADC,Support,1,1
75,Kalista,Janna,2018,Spring,blue,ADC,Support,1,1
76,Varus,Janna,2018,Spring,blue,ADC,Support,5,3
77,Ezreal,Bard,2018,Spring,blue,ADC,Support,1,0
78,Caitlyn,Janna,2018,Spring,blue,ADC,Support,1,1
79,Kalista,Kennen,2018,Spring,blue,ADC,Support,1,1
80,Ezreal,Ornn,2018,Spring,blue,ADC,Support,2,2
81,Kalista,Shen,2018,Spring,blue,ADC,Support,1,1
82,Kalista,Ornn,2018,Spring,blue,ADC,Support,1,0
83,Ezreal,Nami,2018,Spring,blue,ADC,Support,1,0
84,Varus,Morgana,2018,Spring,blue,ADC,Support,1,1
85,MissFortune,Braum,2018,Spring,blue,ADC,Support,1,0
86,Vayne,TahmKench,2018,Spring,blue,ADC,Support,1,1
0,Gnar,Shyvana,2018,Spring,red,Top,Jungle,3,0
1,Chogath,Rengar,2018,Spring,red,Top,Jungle,1,0
2,Vladimir,Khazix,2018,Spring,red,Top,Jungle,4,1
3,Gangplank,JarvanIV,2018,Spring,red,Top,Jungle,9,4
4,Vladimir,LeeSin,2018,Spring,red,Top,Jungle,2,0
5,Jayce,JarvanIV,2018,Spring,red,Top,Jungle,3,2
6,Ornn,Sejuani,2018,Spring,red,Top,Jungle,7,5
7,Ornn,Khazix,2018,Spring,red,Top,Jungle,5,3
8,Gnar,Sejuani,2018,Spring,red,Top,Jungle,10,4
9,Gangplank,Gragas,2018,Spring,red,Top,Jungle,1,1
