,CHAMP1,CHAMP2,Year,Season,Team,CHAMP1_POS,CHAMP2_POS,Total_Played,Wins
10,LeeSin,Ahri,2014,Summer,blue,Jungle,Middle,2,1
11,LeeSin,TwistedFate,2014,Summer,blue,Jungle,Middle,3,2
12,Khazix,Yasuo,2014,Summer,blue,Jungle,Middle,1,0
13,Pantheon,Jayce,2014,Summer,blue,Jungle,Middle,1,0
14,LeeSin,Orianna,2014,Summer,blue,Jungle,Middle,4,2
15,LeeSin,Zed,2014,Summer,blue,Jungle,Middle,3,2
16,Khazix,Ziggs,2014,Summer,blue,Jungle,Middle,1,1
17,JarvanIV,Fizz,2014,Summer,blue,Jungle,Middle,2,1
18,Rengar,Kassadin,2014,Summer,blue,Jungle,Middle,1,1
19,JarvanIV,Syndra,2014,Summer,blue,Jungle,Middle,1,1
20,JarvanIV,Xerath,2014,Summer,blue,Jungle,Middle,1,0
21,LeeSin,Lulu,2014,Summer,blue,Jungle,Middle,1,1
22,JarvanIV,Zed,2014,Summer,blue,Jungle,Middle,2,0
23,Elise,Zed,2014,Summer,blue,Jungle,Middle,2,1
24,Evelynn,Zilean,2014,Summer,blue,Jungle,Middle,1,1
25,LeeSin,Fizz,2014,Summer,blue,Jungle,Middle,1,1
26,JarvanIV,Yasuo,2014,Summer,blue,Jungle,Middle,1,1
27,Elise,Syndra,2014,Summer,blue,Jungle,Middle,2,0
28,Rammus,Ahri,2014,Summer,blue,Jungle,Middle,1,1
29,LeeSin,Zilean,2014,Summer,blue,Jungle,Middle,1,0
30,Elise,Ahri,2014,Summer,blue,Jungle,Middle,1,1
31,Elise,Jayce,2014,Summer,blue,Jungle,Middle,2,1
32,Khazix,Kassadin,2014,Summer,blue,Jungle,Middle,1,0
33,Khazix,Ahri,2014,Summer,blue,Jungle,Middle,1,0
34,LeeSin,Jayce,2014,Summer,blue,Jungle,Middle,2,1
35,LeeSin,Talon,2014,Summer,blue,Jungle,Middle,1,0
36,Khazix,Lulu,2014,Summer,blue,Jungle,Middle,1,1
37,Rengar,Jayce,2014,Summer,blue,Jungle,Middle,2,2
38,Rengar,TwistedFate,2014,Summer,blue,Jungle,Middle,1,0
39,Pantheon,Ryze,2014,Summer,blue,Jungle,Middle,1,1
40,Rengar,Talon,2014,Summer,blue,Jungle,Middle,1,1
41,Rammus,Ryze,2014,Summer,blue,Jungle,Middle,1,1
42,FiddleSticks,Orianna,2014,Summer,blue,Jungle,Middle,1,1
0,JarvanIV,Thresh,2014,Summer,blue,Jungle,Support,4,2
1,LeeSin,Nami,2014,Summer,blue,Jungle,Support,8,4
2,LeeSin,Janna,2014,Summer,blue,Jungle,Support,6,4
3,LeeSin,Thresh,2014,Summer,blue,Jungle,Support,4,4
4,Rengar,Janna,2014,Summer,blue,Jungle,Support,5,5
5,Khazix,Janna,2014,Summer,blue,Jungle,Support,6,5
6,Khazix,Thresh,2014,Summer,blue,Jungle,Support,5,1
7,Rengar,Thresh,2014,Summer,blue,Jungle,Support,1,1
8,LeeSin,Kayle,2014,Summer,blue,Jungle,Support,1,0
9,LeeSin,Blitzcrank,2014,Summer,blue,Jungle,Support,1,0
10,Pantheon,Braum,2014,Summer,blue,Jungle,Support,1,0
11,Khazix,Morgana,2014,Summer,blue,Jungle,Support,4,2
12,LeeSin,Leona,2014,Summer,blue,Jungle,Support,1,1
13,JarvanIV,Janna,2014,Summer,blue,Jungle,Support,2,2
14,Rengar,Braum,2014,Summer,blue,Jungle,Support,1,1
15,JarvanIV,Nami,2014,Summer,blue,Jungle,Support,4,0
16,Elise,Thresh,2014,Summer,blue,Jungle,Support,4,2
17,Evelynn,Nami,2014,Summer,blue,Jungle,Support,1,1
18,Elise,Nami,2014,Summer,blue,Jungle,Support,1,0
19,Rammus,Alistar,2014,Summer,blue,Jungle,Support,1,1
20,LeeSin,Morgana,2014,Summer,blue,Jungle,Support,2,0
21,LeeSin,Zilean,2014,Summer,blue,Jungle,Support,3,2
22,Elise,Morgana,2014,Summer,blue,Jungle,Support,2,1
23,LeeSin,Braum,2014,Summer,blue,Jungle,Support,2,1
24,Khazix,Nami,2014,Summer,blue,Jungle,Support,1,1
25,Khazix,Braum,2014,Summer,blue,Jungle,Support,1,1
26,Rengar,Morgana,2014,Summer,blue,Jungle,Support,1,1
27,Rengar,Sona,2014,Summer,blue,Jungle,Support,1,0
28,JarvanIV,Zilean,2014,Summer,blue,Jungle,Support,1,0
29,Pantheon,Thresh,2014,Summer,blue,Jungle,Support,1,1
30,Rammus,Braum,2014,Summer,blue,Jungle,Support,1,1
31,FiddleSticks,Janna,2014,Summer,blue,Jungle,Support,1,1
0,Lucian,Thresh,2014,Summer,blue,ADC,Support,4,1
1,Tristana,Nami,2014,Summer,blue,ADC,Support,5,2
2,Lucian,Janna,2014,Summer,blue,ADC,Support,5,4
3,Twitch,Thresh,2014,Summer,blue,ADC,Support,5,4
4,Tristana,Janna,2014,Summer,blue,ADC,Support,7,5
5,KogMaw,Janna,2014,Summer,blue,ADC,Support,2,2
6,Jinx,Thresh,2014,Summer,blue,ADC,Support,3,1
7,Corki,Janna,2014,Summer,blue,ADC,Support,3,3
8,KogMaw,Kayle,2014,Summer,blue,ADC,Support,1,0
9,Jinx,Blitzcrank,2014,Summer,blue,ADC,Support,1,0
10,Lucian,Braum,2014,Summer,blue,ADC,Support,3,2
11,Lucian,Morgana,2014,Summer,blue,ADC,Support,1,1
12,Graves,Leona,2014,Summer,blue,ADC,Support,1,1
13,Lucian,Nami,2014,Summer,blue,ADC,Support,2,2
14,Vayne,Morgana,2014,Summer,blue,ADC,Support,1,1
15,Twitch,Janna,2014,Summer,blue,ADC,Support,3,3
16,Corki,Thresh,2014,Summer,blue,ADC,Support,4,4
17,KogMaw,Nami,2014,Summer,blue,ADC,Support,6,2
18,Tristana,Thresh,2014,Summer,blue,ADC,Support,3,1
19,KogMaw,Alistar,2014,Summer,blue,ADC,Support,1,1
20,Tristana,Morgana,2014,Summer,blue,ADC,Support,2,0
21,KogMaw,Zilean,2014,Summer,blue,ADC,Support,1,1
22,Jinx,Morgana,2014,Summer,blue,ADC,Support,1,1
23,Lucian,Zilean,2014,Summer,blue,ADC,Support,1,1
24,Corki,Nami,2014,Summer,blue,ADC,Support,1,0
25,Corki,Morgana,2014,Summer,blue,ADC,Support,4,1
26,Corki,Braum,2014,Summer,blue,ADC,Support,2,1
27,Twitch,Nami,2014,Summer,blue,ADC,Support,1,0
28,Varus,Zilean,2014,Summer,blue,ADC,Support,1,0
29,Lucian,Sona,2014,Summer,blue,ADC,Support,1,0
30,Tristana,Zilean,2014,Summer,blue,ADC,Support,1,0
31,Tristana,Braum,2014,Summer,blue,ADC,Support,1,1
0,Rumble,Khazix,2014,Summer,red,Top,Jungle,8,3
1,DrMundo,Khazix,2014,Summer,red,Top,Jungle,6,1
2,Nidalee,Khazix,2014,Summer,red,Top,Jungle,5,1
3,Ryze,Khazix,2014,Summer,red,Top,Jungle,8,5
4,Ryze,Elise,2014,Summer,red,Top,Jungle,1,0
5,DrMundo,JarvanIV,2014,Summer,red,Top,Jungle,1,0
6,Khazix,Nunu,2014,Summer,red,Top,Jungle,1,0
7,Ryze,LeeSin,2014,Summer,red,Top,Jungle,3,1
8,Lulu,Rengar,2014,Summer,red,Top,Jungle,1,0
9,Irelia,Rengar,2014,Summer,red,Top,Jungle,1,1
10,Kayle,Khazix,2014,Summer,red,Top,Jungle,5,3
11,Lulu,LeeSin,2014,Summer,red,Top,Jungle,2,1
12,Irelia,Khazix,2014,Summer,red,Top,Jungle,2,1
13,Nidalee,Vi,2014,Summer,red,Top,Jungle,1,0
14,Lulu,Khazix,2014,Summer,red,Top,Jungle,4,0
15,Maokai,LeeSin,2014,Summer,red,Top,Jungle,1,0
16,Rumble,LeeSin,2014,Summer,red,Top,Jungle,4,3
17,Maokai,Elise,2014,Summer,red,Top,Jungle,2,1
18,Kayle,Elise,2014,Summer,red,Top,Jungle,3,0
19,Lulu,JarvanIV,2014,Summer,red,Top,Jungle,1,0
20,Irelia,Elise,2014,Summer,red,Top,Jungle,1,1
21,Ryze,JarvanIV,2014,Summer,red,Top,Jungle,2,1
22,Maokai,Rengar,2014,Summer,red,Top,Jungle,2,2
23,Nidalee,Elise,2014,Summer,red,Top,Jungle,1,0
24,Singed,Khazix,2014,Summer,red,Top,Jungle,1,1
25,Kayle,LeeSin,2014,Summer,red,Top,Jungle,2,1
26,Ryze,Evelynn,2014,Summer,red,Top,Jungle,1,1
27,Irelia,LeeSin,2014,Summer,red,Top,Jungle,2,1
28,Akali,Rengar,2014,Summer,red,Top,Jungle,1,1
29,Galio,Khazix,2014,Summer,red,Top,Jungle,1,0
30,Kassadin,LeeSin,2014,Summer,red,Top,Jungle,1,1
31,Maokai,JarvanIV,2014,Summer,red,Top,Jungle,1,1
32,Singed,JarvanIV,2014,Summer,red,Top,Jungle,1,0
33,Ryze,Pantheon,2014,Summer,red,Top,Jungle,1,0
0,Khazix,Zilean,2014,Summer,red,Jungle,Middle,3,2
1,Khazix,Orianna,2014,Summer,red,Jungle,Middle,6,2
2,Khazix,Fizz,2014,Summer,red,Jungle,Middle,6,2
3,Khazix,TwistedFate,2014,Summer,red,Jungle,Middle,4,1
4,Elise,Zed,2014,Summer,red,Jungle,Middle,1,0
5,JarvanIV,Ahri,2014,Summer,red,Jungle,Middle,1,0
6,Nunu,Xerath,2014,Summer,red,Jungle,Middle,1,0
7,Khazix,Syndra,2014,Summer,red,Jungle,Middle,4,1
8,LeeSin,Talon,2014,Summer,red,Jungle,Middle,1,1
9,Rengar,Orianna,2014,Summer,red,Jungle,Middle,2,1
10,Khazix,Talon,2014,Summer,red,Jungle,Middle,2,0
11,LeeSin,Fizz,2014,Summer,red,Jungle,Middle,3,1
12,Khazix,Katarina,2014,Summer,red,Jungle,Middle,1,1
13,LeeSin,Orianna,2014,Summer,red,Jungle,Middle,3,2
14,LeeSin,Yasuo,2014,Summer,red,Jungle,Middle,3,2
15,Vi,Ahri,2014,Summer,red,Jungle,Middle,1,0
16,Khazix,Jayce,2014,Summer,red,Jungle,Middle,3,1
17,LeeSin,Syndra,2014,Summer,red,Jungle,Middle,1,0
18,Khazix,Ziggs,2014,Summer,red,Jungle,Middle,1,0
19,LeeSin,Zed,2014,Summer,red,Jungle,Middle,1,0
20,Elise,Yasuo,2014,Summer,red,Jungle,Middle,1,0
21,Elise,Ahri,2014,Summer,red,Jungle,Middle,3,1
22,Khazix,Ahri,2014,Summer,red,Jungle,Middle,1,0
23,Elise,Xerath,2014,Summer,red,Jungle,Middle,1,0
24,JarvanIV,Syndra,2014,Summer,red,Jungle,Middle,1,0
25,Khazix,Kassadin,2014,Summer,red,Jungle,Middle,1,0
26,Khazix,Zed,2014,Summer,red,Jungle,Middle,4,2
27,JarvanIV,Zilean,2014,Summer,red,Jungle,Middle,1,0
28,LeeSin,Lissandra,2014,Summer,red,Jungle,Middle,1,1
29,Khazix,Lulu,2014,Summer,red,Jungle,Middle,2,2
30,Khazix,Xerath,2014,Summer,red,Jungle,Middle,1,1
31,Rengar,Kassadin,2014,Summer,red,Jungle,Middle,1,1
32,Elise,Talon,2014,Summer,red,Jungle,Middle,2,1
33,LeeSin,Xerath,2014,Summer,red,Jungle,Middle,1,0
34,JarvanIV,Yasuo,2014,Summer,red,Jungle,Middle,1,1
35,Rengar,Yasuo,2014,Summer,red,Jungle,Middle,1,1
36,Evelynn,Syndra,2014,Summer,red,Jungle,Middle,1,1
37,LeeSin,Ahri,2014,Summer,red,Jungle,Middle,1,1
38,Rengar,Jayce,2014,Summer,red,Jungle,Middle,1,1
39,Khazix,Ryze,2014,Summer,red,Jungle,Middle,1,0
40,JarvanIV,Jayce,2014,Summer,red,Jungle,Middle,1,1
41,JarvanIV,Fizz,2014,Summer,red,Jungle,Middle,1,0
42,Pantheon,Lulu,2014,Summer,red,Jungle,Middle,1,0
0,Khazix,Nami,2014,Summer,red,Jungle,Support,6,3
1,Khazix,Sona,2014,Summer,red,Jungle,Support,1,0
2,Khazix,Thresh,2014,Summer,red,Jungle,Support,14,7
3,Khazix,Blitzcrank,2014,Summer,red,Jungle,Support,2,0
4,Elise,Nami,2014,Summer,red,Jungle,Support,4,0
5,JarvanIV,Sona,2014,Summer,red,Jungle,Support,1,0
6,Nunu,Thresh,2014,Summer,red,Jungle,Support,1,0
7,Khazix,Zilean,2014,Summer,red,Jungle,Support,2,0
8,LeeSin,Janna,2014,Summer,red,Jungle,Support,8,5
9,Rengar,Leona,2014,Summer,red,Jungle,Support,1,0
10,LeeSin,Braum,2014,Summer,red,Jungle,Support,3,2
11,Rengar,Janna,2014,Summer,red,Jungle,Support,3,3
12,Khazix,Janna,2014,Summer,red,Jungle,Support,11,3
13,Vi,Janna,2014,Summer,red,Jungle,Support,1,0
14,LeeSin,Leona,2014,Summer,red,Jungle,Support,1,0
15,Elise,Janna,2014,Summer,red,Jungle,Support,2,0
16,LeeSin,Thresh,2014,Summer,red,Jungle,Support,3,1
17,JarvanIV,Thresh,2014,Summer,red,Jungle,Support,4,2
18,Elise,Thresh,2014,Summer,red,Jungle,Support,2,2
19,Khazix,Braum,2014,Summer,red,Jungle,Support,2,0
20,JarvanIV,Morgana,2014,Summer,red,Jungle,Support,1,0
21,Khazix,Morgana,2014,Summer,red,Jungle,Support,2,2
22,Rengar,Nami,2014,Summer,red,Jungle,Support,1,1
23,Evelynn,Thresh,2014,Summer,red,Jungle,Support,1,1
24,Pantheon,Braum,2014,Summer,red,Jungle,Support,1,0
0,Tristana,Nami,2014,Summer,red,ADC,Support,3,1
1,Lucian,Sona,2014,Summer,red,ADC,Support,1,0
2,Lucian,Thresh,2014,Summer,red,ADC,Support,13,8
3,Caitlyn,Nami,2014,Summer,red,ADC,Support,1,1
4,Jinx,Blitzcrank,2014,Summer,red,ADC,Support,1,0
5,Corki,Nami,2014,Summer,red,ADC,Support,2,1
6,Tristana,Sona,2014,Summer,red,ADC,Support,1,0
7,Twitch,Zilean,2014,Summer,red,ADC,Support,1,0
8,Vayne,Janna,2014,Summer,red,ADC,Support,2,2
9,Tristana,Leona,2014,Summer,red,ADC,Support,1,0
10,Lucian,Blitzcrank,2014,Summer,red,ADC,Support,1,0
11,Ezreal,Braum,2014,Summer,red,ADC,Support,1,0
12,Tristana,Braum,2014,Summer,red,ADC,Support,3,1
13,Tristana,Thresh,2014,Summer,red,ADC,Support,2,1
14,Ezreal,Janna,2014,Summer,red,ADC,Support,1,0
15,Caitlyn,Janna,2014,Summer,red,ADC,Support,1,0
16,Lucian,Janna,2014,Summer,red,ADC,Support,7,2
17,Tristana,Janna,2014,Summer,red,ADC,Support,3,0
18,KogMaw,Janna,2014,Summer,red,ADC,Support,1,0
19,KogMaw,Nami,2014,Summer,red,ADC,Support,2,0
20,Jinx,Leona,2014,Summer,red,ADC,Support,1,0
21,KogMaw,Thresh,2014,Summer,red,ADC,Support,2,1
22,Lucian,Zilean,2014,Summer,red,ADC,Support,1,0
23,Lucian,Morgana,2014,Summer,red,ADC,Support,3,2
24,Twitch,Janna,2014,Summer,red,ADC,Support,6,6
25,Twitch,Thresh,2014,Summer,red,ADC,Support,5,2
26,Corki,Thresh,2014,Summer,red,ADC,Support,2,1
27,Twitch,Nami,2014,Summer,red,ADC,Support,2,1
28,Corki,Janna,2014,Summer,red,ADC,Support,3,1
29,Twitch,Braum,2014,Summer,red,ADC,Support,1,1
30,Graves,Janna,2014,Summer,red,ADC,Support,1,0
31,Vayne,Thresh,2014,Summer,red,ADC,Support,1,0
32,Corki,Braum,2014,Summer,red,ADC,Support,1,0
33,Lucian,Nami,2014,Summer,red,ADC,Support,1,0
